codigo_reserva,correo_empleado,numero_viaje,lugar_origen,lugar_llegada,capacidad,tiempo_estimado,precio_asiento,empresa,escalas,clase
539153,horacio2141@viajes.cl,31733,"Molina de Segura",Guadalajara,24,477,58000,"Copa Airlines",{},"Clase económica"
539159,Oensaol@viajes.cl,89205,Ávila,Ferrol,41,2587,255000,Qantas,"{Viladecans,""Chiclana de la Frontera""}","Clase ejecutiva"
539161,lurevi@viajes.cl,4814,Ferrol,Mataró,41,1026,73000,Ryanair,{},"Clase económica"
539191,Barbarasolano@viajes.cl,72956,"La Línea de la Concepción",ALICANTE!!!,95,1293,43000,"Air New Zealand",{},"Clase económica"
539194,Guadalupemiramontes@viajes.cl,25327,Granada,Mijas,76,1099,125000,"Spirit Airlines",{},"Clase económica"
539238,mebech@viajes.cl,87500,Gijón,"COLLADO VILLALBA!!!",41,2059,160000,"Air New Zealand",{},"Clase ejecutiva"
539244,hozavi@viajes.cl,20560,Benalmádena,Rubí,52,1474,110000,"Turkish Airlines","{""Santa Coloma de Gramanet"",Zamora}","Clase ejecutiva"
539250,octavio5607@viajes.cl,84041,Puertollano,Torrevieja,31,2929,259000,"Japan Airlines","{""Ciudad Real"",""Cornellá de Llobregat"",Vitoria,Manresa}","Primera clase"
539251,srjeamga@viajes.cl,8365,Benalmádena,Ponferrada,45,498,178000,Iberia,{},"Clase económica"
539276,sra.2959@viajes.cl,24147,Huelva,Inca,30,576,54000,"Frontier Airlines",{},"Clase económica"
539328,rubOon2473@viajes.cl,45321,pontevedra#,Marbella,13,1307,57000,"American Airlines",{},"Clase económica"
539334,crropa@viajes.cl,12,marbella#,Mataró,34,3154,302000,"Air Canada","{Palencia,Majadahonda,Puertollano}","Clase ejecutiva"
539374,damote@viajes.ceele,63132,Gandía,Ávila,9,1134,144000,"Turkish Airlines",{Torremolinos},"Clase económica"
539375,Oenvabe@viajes.cl,94804,Ávila,Elche,71,3275,343000,Ryanair,{León},"Clase ejecutiva"
539393,mavele@viajes.cl,30903,"Santa Cruz de Tenerife",Paterna,80,3327,334000,"Qatar Airways","{""Roquetas de Mar"",Ponferrada,Valdemoro,Irún}","Primera clase"
539396,sta.2693@viajes.cl,86656,Paterna,Zamora,24,1143,54000,WestJet,{Linares},"Clase económica"
539413,Jorgeferrer@viajes.cl,18404,Toledo,Gerona,73,4289,283000,"American Airlines","{Cádiz,Linares,""El Ejido"",Ceuta,Móstoles}","Primera clase"
539414,rabapa@viajes.cl,72123,Gerona,Torremolinos,11,2467,173000,Ryanair,{},"Clase ejecutiva"
539422,JosOobOotancourt@viajes.cl,48056,Valladolid,"Torrejón de Ardoz",14,3676,199000,WestJet,"{Pamplona,Arrecife,Almería,Valladolid}","Primera clase"
539441,cecilia7335@viajes.ceele,30197,Salamanca,Toledo,88,1810,99000,WestJet,{},"Clase ejecutiva"
539460,Isabellaboy@viajes.cl,26784,"El Puerto de Santa María",Vigo,11,1547,136000,"Air New Zealand","{Gerona,""Alcalá de Henares""}","Clase económica"
539472,srmimava@viajes.cl,39636,Móstoles,Jaén,17,4026,299000,JetBlue,"{""San Fernando"",Pamplona}","Primera clase"
539480,maruch@viajes.cl,22942,Jaén,Málaga,87,1962,118000,Lufthansa,"{""La Coruña"",Manresa}","Clase ejecutiva"
539488,Guillermonieto@viajes.cl,97141,Lérida,Tarragona,93,4272,266000,Aeroméxico,"{""La Coruña"",Rubí,""Talavera de la Reina"",""Alcalá de Henares"",""Mollet del Vallés""}","Primera clase"
539503,fequja@viajes.cl,60354,"El Puerto de Santa María","Roquetas de Mar",95,177,70000,"Air Canada",{},"Clase económica"
539506,gloria3128@viajes.cl,6252,"Alcalá de Guadaira",Parla,48,496,121000,WestJet,{},"Clase económica"
539537,jucOoales@viajes.ceele,41388,leganés#,Benidorm,80,1235,107000,"Air New Zealand",{},"Clase económica"
539556,Victoriapedroza@viajes.cl,67961,Badalona,Elche,39,2953,384000,"Southwest Airlines","{""Santa Cruz de Tenerife"",Ferrol}","Primera clase"
539577,Guadalupemiramontes@viajes.cl,29628,Estepona,Cartagena,37,2573,162000,Avianca,{},"Primera clase"
539578,Sr.nevOerez@viajes.cl,62707,Cartagena,Santander,41,1464,169000,WestJet,{},"Clase económica"
539585,blanca1868@viajes.cl,64775,Oviedo,Orihuela,3,269,69000,WestJet,{},"Clase ejecutiva"
539586,srhomobe@viajes.cl,62834,Orihuela,Viladecans,12,1031,97000,JetBlue,"{""Jerez de la Frontera""}","Clase económica"
539587,ana2367@viajes.cl,90250,Calahorra,León,75,2024,182000,"Air New Zealand","{Avilés,""Torrejón de Ardoz""}","Clase económica"
539590,Sta.cisneros@viajes.cl,77382,León,"Mollet del Vallés",75,2337,189000,Emirates,{Albacete},"Primera clase"
539635,JosOolucero@viajes.cl,4118,santander#,Leganés,90,4227,365000,Emirates,"{Leganés,""El Prat de LLobregat"",Badajoz,Zaragoza}","Primera clase"
539640,mamari@viajes.cl,96772,Leganés,Lugo,91,3702,294000,"Air New Zealand","{""Jerez de la Frontera"",León,Vigo,Paterna,""Palma de Mallorca""}","Primera clase"
539653,isabel6217@viajes.cl,47282,Pamplona,"La Línea de la Concepción",72,1813,96000,"American Airlines",{Granollers},"Clase ejecutiva"
539654,Ramonaalva@viajes.cl,66021,"La Línea de la Concepción","Mollet del Vallés",84,3431,317000,"Qatar Airways",{Paterna},"Clase ejecutiva"
539674,timoteo5525@viajes.cl,69134,Granollers,"HOSPITALET DE LLOBREGAT!!!",99,572,34000,"LATAM Airlines",{},"Clase económica"
539678,alejandra851@viajes.cl,32660,Marbella,Mataró,29,3327,351000,"Southwest Airlines",{Parla},"Primera clase"
539681,hosasa@viajes.cl,42510,Mataró,"Castellón de la Plana",19,1519,121000,"British Airways",{Cuenta},"Clase económica"
539682,florencia6345@viajes.cl,14856,"Castellón de la Plana",Calahorra,34,2682,283000,"Ethiopian Airlines","{Fuenlabrada,Gerona}","Clase ejecutiva"
539707,Armandoraya@viajes.ceele,52919,"Santiago de Compostela",ESTEPONA!!!,5,207,24000,"Delta Air Lines",{},"Clase económica"
539710,jedeoj@viajes.cl,50779,Estepona,FUENGIROLA!!!,9,881,127000,"Spirit Airlines",{},"Clase económica"
539711,vininOU@viajes.cl,11222,Fuengirola,Logroño,8,1070,129000,Lufthansa,"{""Santa Lucía de Tirajana""}","Clase económica"
539772,srmasOeca@viajes.cl,21373,"Las Palmas de Gran Canaria","Talavera de la Reina",91,1454,172000,"United Airlines","{Burgos,""El Puerto de Santa María""}","Clase económica"
539780,Sr.curiel@viajes.cl,69649,"Talavera de la Reina",Badalona,35,3875,167000,"Turkish Airlines","{Valladolid,Pamplona,Valdemoro}","Primera clase"
539782,Sr.avilOos@viajes.ceele,91074,Badalona,Viladecans,18,712,110000,Qantas,{},"Clase ejecutiva"
539791,Sr.avilOos@viajes.cl,80491,Cuenta,VALDEMORO!!!,68,1311,83000,"Copa Airlines","{""Cornellá de Llobregat""}","Clase económica"
539821,pedro1766@viajes.cl,75504,Burgos,"Dos Hermanas",44,1958,145000,Ryanair,{},"Clase económica"
539823,srmasOeca@viajes.cl,18436,"Dos Hermanas",Calahorra,14,1778,127000,Qantas,"{Fuenlabrada,Mijas}","Clase económica"
539824,marilu2586@viajes.cl,10202,Alcoy,Elche,21,2506,147000,"Frontier Airlines","{Elda,Alicante}","Clase ejecutiva"
539848,ReinatOIrrez@viajes.cl,80076,León,Benalmádena,19,3654,280000,"Frontier Airlines","{Arrecife,Orense,""Alcalá de Guadaira""}","Primera clase"
539853,majoroyb@viajes.cl,6224,Lérida,Segovia,22,2771,293000,"Singapore Airlines","{Madrid,Rivas-Vaciamadrid,""Chiclana de la Frontera""}","Primera clase"
539856,Teresaolivera@viajes.cl,78308,"San Cristróbal de la Laguna",Rivas-Vaciamadrid,43,2791,91000,"LATAM Airlines",{},"Primera clase"
539927,JosOomiranda@viajes.cl,22663,"San Sebastián",Jaén,24,542,133000,EasyJet,{},"Clase ejecutiva"
539928,patricio2412@viajes.cl,51785,Jaén,Albacete,79,3242,191000,"Alaska Airlines","{Parla,""Alcalá de Henares""}","Primera clase"
539979,sra.8108@viajes.cl,59959,Cartagena,Coslada,1,4193,322000,"British Airways","{Sevilla,""Alcalá de Henares"",Alcoy,Algeciras,Valladolid}","Primera clase"
540006,teresa802@viajes.cl,50071,"El Ejido","Santa Cruz de Tenerife",53,3630,344000,"Air France","{Badajoz,Inca}","Primera clase"
540010,jorool@viajes.cl,78056,"Santa Cruz de Tenerife",Cuenta,68,3245,187000,"Wizz Air","{Rivas-Vaciamadrid,Ferrol,""Dos Hermanas"",Arrecife}","Primera clase"
540016,gosapo@viajes.cl,18825,Cuenta,"Jerez de la Frontera",89,3578,337000,Lufthansa,{Torremolinos},"Primera clase"
540021,raOevqu@viajes.cl,61198,rivas-vaciamadrid#,Benalmádena,48,2008,124000,EasyJet,{},"Clase ejecutiva"
540028,micaela741@viajes.cl,3693,Benalmádena,"Palma de Mallorca",89,1955,89000,"Air Canada",{Orense},"Clase ejecutiva"
540062,Juliobaeza@viajes.cl,47037,Alicante,Cuenta,66,1095,88000,Avianca,{},"Clase económica"
540090,Sr.sanches@viajes.cl,33466,Puertollano,Jaén,69,1438,49000,"Frontier Airlines",{Palencia},"Clase económica"
540063,sta.8136@viajes.cl,60822,cuenta#,Sevilla,26,4274,165000,JetBlue,"{Ávila,Paterna,Granada,""Santa Cruz de Tenerife"",""San Fernando""}","Primera clase"
x,olalar@viajes.cl,85626,"Chiclana de la Frontera",Alcorcón,x,1474,151000,"Frontier Airlines",x,"Clase ejecutiva"
540075,Danielcarrero@viajes.cl,52688,baracaldo#,Arrecife,50,2973,385000,"Copa Airlines","{""El Prat de LLobregat"",""Ciudad Real""}","Primera clase"
540076,alfonso6673@viajes.cl,53137,Arrecife,Santander,33,3936,286000,"Singapore Airlines","{""Chiclana de la Frontera"",""San Sebastián""}","Primera clase"
540091,Beatrizcazares@viajes.cl,66993,Jaén,Pontevedra,88,2186,152000,"LATAM Airlines","{Toledo,""Roquetas de Mar"",Viladecans}","Primera clase"
540095,alberto7497@viajes.cl,57229,Marbella,Logroño,70,1218,145000,Iberia,{},"Clase económica"
540164,jorge2701@viajes.ceele,96777,Fuenlabrada,Torrevieja,58,4289,225000,"American Airlines","{Cartagena,""San Cristróbal de la Laguna"",""La Coruña"",Motril}","Primera clase"
540165,santiago8558@viajes.cl,75889,Torrevieja,Mérida,91,3364,303000,"United Airlines","{Barcelona,Gandía,Albacete,Badajoz}","Clase ejecutiva"
540183,srsavile@viajes.cl,4491,Coslada,Valladolid,33,2191,135000,"Copa Airlines","{""San Cristróbal de la Laguna""}","Primera clase"
540207,Doloresaguilera@viajes.cl,70067,Fuengirola,"San Sebastían de los Reyes",68,814,106000,"Japan Airlines",{},"Clase económica"
540229,sta.2227@viajes.cl,15977,Gijón,Cáceres,57,1350,81000,Emirates,{},"Clase económica"
540235,jomaOegca@viajes.cl,42453,Manresa,Manresa,40,2518,150000,"Air Canada","{Cádiz,Torrevieja,Sagunto}","Primera clase"
540236,leroco@viajes.cl,77096,Manresa,Paterna,19,3309,221000,"Turkish Airlines","{""Mollet del Vallés"",Oviedo,""Las Palmas de Gran Canaria"",""Sanlúcar de Barrameda""}","Primera clase"
540275,MarOAahenrOAquez@viajes.cl,17992,Cuenta,Motril,60,1081,34000,EasyJet,{León},"Clase económica"
540279,rosario2734@viajes.cl,56567,Motril,Jaén,47,2564,171000,EasyJet,{Elda},"Clase ejecutiva"
540293,ragoes@viajes.cl,23834,Toledo,REUS!!!,90,x,x,Emirates,{Oviedo},"Clase ejecutiva"
540299,Andreabotello@viajes.cl,19687,Parla,Alcoy,94,1586,63000,"Japan Airlines","{""Mollet del Vallés""}","Clase económica"
540302,maceab@viajes.cl,577,Alcoy,"Chiclana de la Frontera",37,3937,265000,WestJet,"{""Collado Villalba"",Cádiz,Torrevieja,Fuengirola}","Primera clase"
540309,dorotea7515@viajes.cl,8274,Coslada,"SANTA LUCíA DE TIRAJANA!!!",60,215,99000,"All Nippon Airways (ANA)",{},"Clase económica"
540317,diego3257@viajes.cl,96187,"Santa Lucía de Tirajana","La Coruña",67,1291,39000,Iberia,{},"Clase económica"
540356,sra.6699@viajes.cl,18729,Burgos,Linares,91,847,72000,"United Airlines",{},"Clase económica"
540364,mahuco@viajes.cl,66455,Linares,"CIUDAD REAL!!!",15,3507,197000,JetBlue,"{Santander,Badalona,""Dos Hermanas""}","Clase ejecutiva"
540372,comoro@viajes.cl,38504,"Ciudad Real",Elche,28,3891,158000,"All Nippon Airways (ANA)","{""Castellón de la Plana"",Burgos}","Primera clase"
540399,Sra.camacho@viajes.cl,52944,León,Ferrol,36,1274,52000,"All Nippon Airways (ANA)",{Santander},"Clase económica"
540393,Homerocabrera@viajes.cl,93401,"Santa Lucía de Tirajana",Cádiz,62,2352,165000,"Alaska Airlines","{""Roquetas de Mar"",Elche,""La Coruña""}","Primera clase"
540394,Gabrieladuarte@viajes.cl,3336,Cádiz,"Alcalá de Guadaira",16,718,117000,"Wizz Air",{},"Clase económica"
540396,alejandro6382@viajes.cl,82959,"Cornellá de Llobregat",León,94,523,73000,"Ethiopian Airlines",{},"Clase ejecutiva"
540429,rebeca740@viajes.ceele,85481,Irún,Zaragoza,33,3906,500000,"Spirit Airlines","{Estepona,Palencia}","Primera clase"
540455,sra.6699@viajes.cl,18347,Badajoz,Granada,62,997,54000,"Etihad Airways",{Paterna},"Clase económica"
540476,clemente4257@viajes.cl,75982,"Santa Cruz de Tenerife","Santiago de Compostela",52,1904,186000,"Air New Zealand",{Irún},"Clase económica"
540528,alleca@viajes.cl,78114,"Pozuelo de Alarcón","Alcalá de Guadaira",73,1067,94000,Ryanair,{},"Clase económica"
540533,mateo5287@viajes.cl,21858,"Alcalá de Guadaira","La Coruña",4,1244,53000,"Spirit Airlines",{Motril},"Clase económica"
540563,GustavohernOendez@viajes.cl,13951,Marbella,Gijón,32,3972,182000,JetBlue,"{Segovia,Marbella,""Santa Cruz de Tenerife"",Alcorcón,Parla}","Primera clase"
540564,Eduardoviera@viajes.cl,62709,Gijón,"La Coruña",81,719,35000,"Southwest Airlines",{},"Clase ejecutiva"
540565,Sra.cervOentez@viajes.cl,97483,"La Coruña","Collado Villalba",20,2489,261000,"Copa Airlines","{Badajoz,""Dos Hermanas"",""San Sebastián""}","Primera clase"
540587,maelprcr@viajes.cl,45969,León,Calahorra,98,2714,99000,WestJet,{},"Primera clase"
540592,JoaquOAnmadera@viajes.ceele,76913,calahorra#,ÁVILA!!!,1,1355,51000,KLM,"{""Cerdañola del Vallés""}","Clase económica"
540599,isabel6217@viajes.cl,64004,Ávila,CáCERES!!!,16,3793,432000,Vueling,"{Santander,Valdemoro,Tarrasa,Vigo,""El Ejido""}","Primera clase"
540603,Normagranados@viajes.cl,88680,Arrecife,"Ciudad Real",25,4027,293000,"Delta Air Lines","{Sabadell,Madrid,Fuenlabrada,Alicante,Vitoria}","Primera clase"
540606,Oengela5205@viajes.ceele,67664,"Ciudad Real",Telde,39,1577,115000,"LATAM Airlines",{},"Clase ejecutiva"
540607,Sra.crespo@viajes.cl,52034,Telde,Puertollano,97,1525,163000,WestJet,"{""Roquetas de Mar""}","Clase ejecutiva"
540672,Lucashuerta@viajes.cl,27819,Parla,Móstoles,41,3178,327000,Lufthansa,"{Fuenlabrada,Zaragoza,""Las Palmas de Gran Canaria"",Estepona}","Clase ejecutiva"
540689,grmisa@viajes.cl,58668,"Collado Villalba",Madrid,29,2837,132000,Iberia,"{""El Prat de LLobregat"",Getafe,""Mollet del Vallés""}","Primera clase"
540690,diego416@viajes.cl,10695,Madrid,"TORREJóN DE ARDOZ!!!",55,2604,254000,Aeroméxico,"{Alicante,Albacete}","Primera clase"
540719,leorbr@viajes.cl,10726,Móstoles,"Ciudad Real",57,3975,221000,"LATAM Airlines","{Valencia,""San Fernando""}","Primera clase"
540722,Jorgetapia@viajes.cl,889,"Ciudad Real",Torrevieja,43,1673,198000,"Air France",{},"Clase ejecutiva"
540728,susana5596@viajes.cl,10361,Madrid,Sevilla,44,2729,140000,"Qatar Airways",{},"Primera clase"
540729,patricio8282@viajes.cl,4101,Sevilla,Puertollano,59,2997,388000,Aeroméxico,"{""Santa Coloma de Gramanet"",""Collado Villalba"",Arrecife}","Clase ejecutiva"
540730,srbedelOI@viajes.cl,73264,Guadalajara,Getafe,41,1381,51000,JetBlue,{},"Clase económica"
540731,MarOAahenrOAquez@viajes.cl,56462,"Mollet del Vallés","San Fernando",53,2754,240000,"Frontier Airlines",{},"Primera clase"
540732,sta.9995@viajes.cl,79169,"San Fernando",Linares,45,796,68000,"Air Canada",{},"Clase económica"
540740,jerOInimo6500@viajes.cl,53818,"Santa Cruz de Tenerife",Burgos,52,1371,92000,"Wizz Air",{},"Clase económica"
540778,horacio790@viajes.cl,99361,Coslada,Segovia,18,1620,67000,"Copa Airlines","{Orihuela,Granollers}","Clase económica"
540851,Lorenzorojas@viajes.cl,89404,Alicante,Huelva,23,440,167000,"Alaska Airlines",{},"Clase económica"
540854,carlota6867@viajes.cl,63232,Madrid,Alicante,31,1619,185000,"Qatar Airways",{},"Clase económica"
540855,IsabellOIpez@viajes.cl,51266,Alicante,Pontevedra,75,1049,94000,"Qatar Airways",{},"Clase económica"
540856,cralir@viajes.cl,50522,Rubí,Valladolid,42,866,107000,"LATAM Airlines",{},"Clase económica"
540857,Sta.guerra@viajes.cl,58343,Valladolid,Avilés,76,1004,49000,"British Airways",{Irún},"Clase económica"
540858,sta.5767@viajes.cl,8894,Avilés,Telde,78,928,56000,"Spirit Airlines",{},"Clase económica"
540869,Barbaragallardo@viajes.cl,15618,granada#,Valladolid,83,2921,106000,Vueling,"{""La Coruña""}","Primera clase"
540886,majoroyb@viajes.cl,59408,Murcia,Orense,32,1309,134000,Qantas,{},"Clase económica"
540894,maesha@viajes.cl,95316,Manresa,Puertollano,83,1061,123000,"Frontier Airlines",{},"Clase económica"
540897,sra.1484@viajes.cl,41482,Puertollano,Irún,100,1157,55000,"Air Canada","{""Palma de Mallorca""}","Clase económica"
540905,socaes@viajes.cl,8655,Palencia,León,34,3965,208000,"Ethiopian Airlines","{Jaén,""Las Palmas de Gran Canaria"",Ávila,Algeciras}","Primera clase"
540910,erneol@viajes.cl,38201,León,VILADECANS!!!,72,508,33000,"Air France",{},"Clase ejecutiva"
540931,Carloscortez@viajes.cl,90230,Sagunto,Baracaldo,28,3872,273000,"Wizz Air","{""Alcalá de Henares"",Ponferrada,Majadahonda}","Primera clase"
540933,sra.2416@viajes.cl,91357,Baracaldo,Albacete,80,3920,369000,"Frontier Airlines","{Telde,Rivas-Vaciamadrid}","Primera clase"
540940,olalbo@viajes.cl,20892,orihuela#,Telde,42,1563,192000,"Copa Airlines","{Logroño,""Castellón de la Plana""}","Clase económica"
540977,Sta.ruiz@viajes.cl,37200,Santander,"Dos Hermanas",20,697,44000,"Japan Airlines",{},"Clase económica"
541014,jemapa@viajes.cl,79870,"San Sebastían de los Reyes",Gandía,94,1279,39000,"Southwest Airlines",{},"Clase económica"
541015,BenitovillagOImez@viajes.cl,10634,Gandía,Lorca,70,4223,159000,"American Airlines","{Viladecans,Logroño}","Primera clase"
541075,mateo8064@viajes.ceele,70045,Tarragona,Irún,55,3796,306000,"Alaska Airlines","{Lugo,Manresa,Almería}","Primera clase"
541158,Sta.galarza@viajes.ceele,5190,Pontevedra,"La Coruña",15,2106,63000,"Spirit Airlines",{},"Clase económica"
541167,lusama@viajes.cl,60844,Barcelona,Badalona,48,123,174000,"Singapore Airlines",{},"Clase ejecutiva"
541168,evheca@viajes.cl,88143,Badalona,Avilés,54,2661,172000,"Spirit Airlines","{Vitoria,Rubí}","Clase ejecutiva"
541203,begrza@viajes.ceele,98243,Salamanca,Linares,2,3187,184000,"Copa Airlines","{Badalona,""San Fernando"",Torremolinos}","Clase ejecutiva"
541211,lorena2939@viajes.cl,23759,Granada,Valencia,87,1086,50000,"Copa Airlines",{},"Clase económica"
541212,Oengela6761@viajes.cl,86114,Valencia,"Jerez de la Frontera",51,748,140000,"Spirit Airlines",{},"Clase económica"
541246,elsa5626@viajes.ceele,37038,Almería,Vitoria,31,2088,138000,"Alaska Airlines",{Fuengirola},"Clase económica"
541304,Sra.olvera@viajes.cl,90589,segovia#,Lérida,82,744,109000,"United Airlines",{},"Clase económica"
541339,inOos9109@viajes.cl,59576,Cartagena,Getafe,85,489,61000,"Air France",{},"Clase económica"
541340,Sta.bustos@viajes.cl,70519,Getafe,Cádiz,97,2350,274000,"LATAM Airlines","{Badalona,León,Móstoles}","Primera clase"
541343,FernandomunguOAa@viajes.cl,45443,Estepona,Oviedo,6,427,158000,"Air France",{},"Clase económica"
541351,CeciliajOequez@viajes.cl,59839,Oviedo,"Molina de Segura",77,3513,272000,Lufthansa,"{Telde,Irún,Córdoba}","Primera clase"
541352,benjamOAn5601@viajes.cl,77809,"Las Palmas de Gran Canaria",Mijas,93,408,33000,"Japan Airlines",{},"Clase ejecutiva"
541354,Cristinatoledo@viajes.cl,40091,Orihuela,Granada,60,736,145000,Vueling,"{""La Coruña""}","Clase económica"
541359,maeuprse@viajes.cl,50396,Orense,Ponferrada,24,644,200000,"Etihad Airways",{},"Clase ejecutiva"
541404,maruch@viajes.cl,73692,Orense,Getafe,34,352,198000,Ryanair,{},"Clase económica"
541405,Mateopelayo@viajes.ceele,47402,getafe#,"Las Palmas de Gran Canaria",26,3249,200000,Emirates,"{""San Sebastían de los Reyes"",""Torrejón de Ardoz"",Getafe}","Primera clase"
541427,Cristinacasares@viajes.cl,38606,Palencia,Benidorm,75,2180,81000,"Southwest Airlines",{},"Primera clase"
541451,frsOede@viajes.ceele,88107,Inca,Alicante,77,2682,125000,"Wizz Air",{},"Primera clase"
541452,ElisajimOAnez@viajes.ceele,93708,alicante#,"Santa Lucía de Tirajana",36,658,149000,"Spirit Airlines",{},"Clase ejecutiva"
541453,gregorio6426@viajes.cl,64464,"Santa Lucía de Tirajana","El Puerto de Santa María",65,4196,342000,"All Nippon Airways (ANA)","{""Roquetas de Mar"",Lérida,""Santiago de Compostela""}","Primera clase"
541475,garaal@viajes.cl,92104,Almería,"ALCALá DE HENARES!!!",36,806,32000,Vueling,"{""Santa Coloma de Gramanet""}","Clase económica"
541490,enrique2788@viajes.cl,18653,"La Coruña",Leganés,77,956,40000,"Wizz Air",{},"Clase económica"
541494,LuismelOondez@viajes.cl,76007,Estepona,Córdoba,42,3065,331000,"United Airlines","{""La Línea de la Concepción""}","Primera clase"
541495,Anaburgos@viajes.ceele,45551,Córdoba,Toledo,46,169,91000,Lufthansa,{},"Clase económica"
541500,patricio723@viajes.cl,48247,Toledo,Fuenlabrada,15,1212,58000,Aeroméxico,{},"Clase económica"
541520,eduardo5176@viajes.cl,60809,Mérida,"Dos Hermanas",53,1513,177000,"British Airways","{Gijón,Móstoles}","Clase económica"
