nombre,run,dv,correo,contrasena,nombre_usuario,telefono_contacto,jornada,isapre,contrato
"Sta. José María Nava Rivas",11484801,8,stjomanari@viajes.cl,Oe3GAYVSiIC6,sta.2358,"+56 2 0847 9293",Diurno,Fonasa,"Full time"
"Claudio Gálvez Zayas",7898635,2,Claudiozayas@viajes.cl,29WEeTtk7gsP,claudio3320,"+56 9 0601 4443",Diurno,"Más vida","Part time"
"Samuel Báez Arenas",5640591,7,Samuelarenas@viajes.cl,3n5orf7F5hau,samuel2986,"+56 9 0730 6109",Diurno,"Más vida","Full time"
"Vicente Galván Benítez",27795256,4,vicente3701@viajes.cl,QN6o0ellalfNS39,Vicentebenítez,"+56 9 2245 4414",Nocturno,Consalud,"Full time"
"Sr. Andrés Rivas Montalvo",28875615,5,sr.4832@viajes.cl,HDgGO4d1,sranrimo,+56-9-5573-6294,Diurno,Colmena,"Part time"
"Sr. Marcos Gollum Abeyta",5561395,8,Sr.abeyta@viajes.ceele,u2RiIAQkj8x5Saf,sr.8160,"+56 2 5336 7923",Diurno,Banmédica,"Part time"
"Rocio Griego Urbina",5901685,7,rocio5151@viajes.cl,SjZSOffYAj4bFE9,Rociourbina,"+56 2 9991 9417",Nocturno,"Más vida","Full time"
"Marta Rosado Navarrete",3140292,1,marona@viajes.cl,6SgJgk33Bv,marta449,"+56 9 9188 0030",Nocturno,Fonasa,"Part time"
"Vicente Báez Zapata",19481922,6,vicente3826@viajes.cl,F27ltN9ZcU,vibáza,"+56 9 8384 5973",Diurno,Consalud,"Full time"
"Conchita Moreno Rojas",19514093,6,comoro@viajes.cl,pf5u6kDf,comoro,"+56 2 2402 5463",Nocturno,"Más vida","Full time"
"Julio Saavedra Tapia",22632986,2,jusata@viajes.cl,CXsf70dQXb,jusata,"+56 9 6457 5873",Diurno,Fonasa,"Part time"
"Alberto Collado Reyes",14321401,0,alberto7497@viajes.cl,br9NycX8zPfAAvJ,alcore,"+56 2 7878 5680",Diurno,Banmédica,"Full time"
"Ramón Cantú Olivo",15491085,9,ramOIn6494@viajes.cl,x,ramón2824,x,Diurno,Banmédica,x
"Sr. Ernesto Cervantes Linares",1641593,6,sr.1202@viajes.ceele,Idx40pPrNl0yE,srerceli,"+56 9 1156 4321",Nocturno,Colmena,"Full time"
"Elena Páez Baca",16876147,3,elpOeba@viajes.ceele,R1jPtPdnk57,Elenabaca,"+56 9 6320 5620",Nocturno,Colmena,"Part time"
"Juana Figueroa Toro",29759653,5,Juanatoro@viajes.cl,0SJ87Vl7YqzjLo,juana5037,"+56 9 2543 7688",Diurno,Banmédica,"Part time"
"Lourdes Rolón Zamora",3364733,6,Lourdeszamora@viajes.cl,Hk1XuVRrVrZ8nM,lourdes1322,"+56 9 1162 6516",Nocturno,Colmena,"Full time"
"Dolores Sedillo Chávez",2075454,0,dosech@viajes.ceele,vNm6W8Es7x5CRAO3,dolores6020,+56-2-8285-1594,Diurno,Colmena,"Part time"
"Sra. Alejandro Baeza Borrego",13639397,9,sra.7007@viajes.cl,Q2WlAsR3EC81gMF,sra.5870,"+56 9 1569 1436",Nocturno,Fonasa,"Full time"
"Sta. José Arteaga Téllez",29999605,0,stjoartOo@viajes.cl,ZmLT4T6zEStbH0g,stjoarté,"+56 9 8251 3719",Diurno,Colmena,"Part time"
"Sra. Martín Naranjo Olvera",18674121,8,Sra.olvera@viajes.cl,50d0E3vGXac2y,sra.973,"+56 2 1723 7305",Diurno,Banmédica,"Full time"
"Marta Romo Valdés",1925574,3,marta1746@viajes.cl,6ottiH4pPV0X,Martavaldés,"+56 9 9890 8871",Nocturno,Banmédica,"Full time"
"Sr. Joaquín Riojas Badillo",9657185,2,Sr.badillo@viajes.cl,qw4FDjNyBzh,sr.518,"+56 9 9549 4240",Nocturno,Consalud,"Part time"
"Catalina Vargas Ozuna",7195575,3,Catalinaozuna@viajes.cl,zwSpVoO4R,catalina7062,"+56 9 3491 9515",Nocturno,Colmena,"Part time"
"Rebeca Alva Olivo",19625918,0,Rebecaolivo@viajes.cl,UQ1oOTXrGq9,realol,"+56 9 6297 7366",Nocturno,Consalud,"Full time"
"Hernán Navarrete Paz",20412252,0,HernOenpaz@viajes.cl,E3qKeYf0CiQ3D,Hernánpaz,"+56 9 0069 4810",Nocturno,Fonasa,"Part time"
"Soledad Fuentes Botello",304211,1,sofubo@viajes.cl,tjFzdqGI50A4RQ,soledad9665,"+56 2 4689 2480",Diurno,"Más vida","Full time"
"Patricio Sierra Sisneros",14076335,7,Patriciosisneros@viajes.cl,NA7LaUh6tIbVWO,pasisi,"+56 9 0489 1336",Diurno,Fonasa,"Part time"
"Andrea Prado Noriega",28728901,4,Andreanoriega@viajes.cl,Onocr5im,anprno,"+56 2 8722 0646",Nocturno,Colmena,"Full time"
"José María Crespo Arguello",4594789,0,josOo7758@viajes.cl,OOszBi6ng6bV,jomacrar,"+56 9 5629 1478",Nocturno,"Más vida","Part time"
"Isabel Zúñiga Baeza",6560937,1,iszOUba@viajes.cl,eqkl26kBIJD878E,Isabelbaeza,"+56 9 8646 3213",Nocturno,Fonasa,"Part time"
"Alicia Salinas Alemán",23968959,0,alsaal@viajes.cl,TJUkc40qK,alsaal,"+56 9 8295 4012",Diurno,Banmédica,"Full time"
"Sra. Gabriela Bravo Montero",28581651,3,Sra.montero@viajes.cl,mfU27T3eOU,Sra.montero,"+56 9 8296 3635",Diurno,x,"Part time"
"Sta. Luisa Fonseca Camarillo",19978108,1,stlufoca@viajes.cl,Fa27jIg8g,sta.5940,"+56 2 8555 4412",Diurno,Colmena,"Full time"
"Clemente Arreola Nieto",25407093,9,clarni@viajes.cl,mSOpchYieVh6um,Clementenieto,"+56 2 2251 2531",Diurno,Colmena,"Part time"
"Carla Segura Anguiano",17907283,1,Carlaanguiano@viajes.cl,9VtZiYyQJ6t,Carlaanguiano,"+56 9 4164 4021",Nocturno,Fonasa,"Part time"
"Teodoro Delao Varela",12726817,7,teodoro7348@viajes.cl,p4hjAGzSo0a,tedeva,"+56 2 5733 1374",Nocturno,Fonasa,"Part time"
"Anita Fierro Quiñónez",15002229,0,anfiqu@viajes.ceele,sZOYjFvCvGnG3Y5,Anitaquiñónez,+56-9-0823-7418,Diurno,Consalud,"Part time"
"Clara Polanco Cerda",14273255,6,clara1840@viajes.cl,tBUeufxfJP8Prhdq,Claracerda,"+56 2 4754 9495",Nocturno,Consalud,"Part time"
"Inés Salas Venegas",11670625,3,InOosvenegas@viajes.cl,l65Pbvsh,Inésvenegas,"+56 2 5545 4899",Diurno,Colmena,"Full time"
"Irene Cisneros Guillen",17886307,0,irene3939@viajes.cl,hBW31pNkIEN5,Ireneguillen,"+56 2 0769 1802",Diurno,Colmena,"Full time"
"Sta. Débora Rosado Ponce",13166620,9,Sta.ponce@viajes.cl,SJNdWI3K,sta.2088,"+56 2 5488 4719",Nocturno,Banmédica,"Full time"
"Sra. Carla Iglesias Chávez",23913003,8,Sra.chOevez@viajes.cl,Mgh9zS0pPSSX,sra.596,"+56 9 4331 0636",Nocturno,"Más vida","Full time"
"Dolores Urías Calderón",22786287,4,dourca@viajes.cl,enHQHFt77RoTPF,dolores9638,"+56 2 0005 9250",Diurno,Consalud,"Full time"
"Sra. Antonia Ortiz Gutiérrez",17769938,1,Sra.gutiOorrez@viajes.cl,xnWEC2Hb9KEjTy,Sra.gutiérrez,"+56 2 4159 2855",Nocturno,Fonasa,"Full time"
"Alicia Yáñez Esquibel",27930633,3,alicia9800@viajes.cl,xrXJjA7Z,Aliciaesquibel,"+56 2 2712 3372",Diurno,Banmédica,"Part time"
"Sra. Alejandra Paredes Barraza",28632240,9,sra.3768@viajes.cl,dC1y9fzXE3,sra.3567,"+56 2 3463 3035",Diurno,"Más vida","Part time"
"Carmen Mota Aguayo",8323004,5,carmen9375@viajes.ceele,fGcmSnBW2J3MtnM,Carmenaguayo,"+56 9 8084 5174",Nocturno,Banmédica,"Part time"
"Sara López Castañeda",16545390,5,sara8283@viajes.cl,hb400ExLt5,salóca,"+56 9 3650 0634",Nocturno,Banmédica,"Full time"
"Gerardo Escobar Galindo",20172282,9,geesga@viajes.cl,U1m2jWBCdCbw,geesga,"+56 9 7791 2330",Diurno,Colmena,"Full time"
"Sra. Patricio Fajardo Zelaya",11463459,0,sra.4397@viajes.cl,K3zUsykzbg7OS,sra.201,"+56 9 8715 9197",Diurno,"Más vida","Part time"
"Sta. Silvia Montaño Córdova",9962447,7,stsimocOI@viajes.cl,Czocfn04fuPrI,Sta.córdova,"+56 9 7647 5632",Nocturno,"Más vida","Part time"
"Ana María Zavala Mireles",320652,1,Anamireles@viajes.cl,GypPHUi1gyP,ana5971,"+56 2 4235 1188",Nocturno,Consalud,"Full time"
"Sr. Jerónimo Amador Garrido",17123585,5,srjeamga@viajes.cl,sKUXA7BXwo78xBd,Sr.garrido,"+56 2 1652 3185",Diurno,Banmédica,"Full time"
"Sara Arevalo Ozuna",8836326,4,Saraozuna@viajes.ceele,ZrH9LH666BTtS,saaroz,"+56 2 5526 3863",Nocturno,Banmédica,"Part time"
"María Eugenia Prado Serrano",9926114,5,maeuprse@viajes.cl,c7xLv83P,Maríaserrano,"+56 9 0385 1591",Diurno,Colmena,"Full time"
"Elsa Marrero Llamas",219904,1,elsa5626@viajes.cl,6kJrkK6jCRF2,elmall,"+56 2 8916 7992",Nocturno,Fonasa,"Part time"
"Jacobo Borrego Castillo",18379714,0,jaboca@viajes.cl,qrH5hDV0PUEpGc,jacobo8195,"+56 2 6447 8029",Nocturno,"Más vida","Part time"
"Juan Terán Garza",27766248,5,Juangarza@viajes.cl,qEO84muzvk,juan4932,"+56 9 9571 8637",Nocturno,Colmena,"Part time"
"Luz Garay Bernal",18961450,0,Luzbernal@viajes.cl,i6nZ4jdLPD,lugabe,"+56 2 6252 2428",Diurno,Consalud,"Part time"
"Jesús Madrigal Pantoja",7752714,1,jemapa@viajes.cl,xslTNaIC81LK,jemapa,"+56 9 6649 8367",Diurno,Colmena,"Part time"
"José Emilio Serrano Rico",17925930,3,joemseri@viajes.cl,SK27hWFA0hw,josé206,"+56 9 3209 3614",Nocturno,Colmena,"Full time"
"Sr. Julio César Roldán Alonzo",19921954,5,Sr.alonzo@viajes.cl,pi1CdnpolOvYxST,Sr.alonzo,"+56 9 4076 5532",Nocturno,"Más vida","Part time"
"Guillermo Cintrón Valadez",18228218,9,Guillermovaladez@viajes.cl,w10Yfb0kBMQB2,Guillermovaladez,"+56 9 2920 6861",Nocturno,Fonasa,"Part time"
"Santiago Crespo Bustos",330419,1,sacrbu@viajes.cl,gvYJ1nNfYhLLBb8,sacrbu,"+56 2 8722 7020",Nocturno,"Más vida","Part time"
"Ramona Botello Alva",11404970,0,Ramonaalva@viajes.cl,lo5qWxD0P98,ramona9524,"+56 9 7382 0697",Nocturno,Consalud,"Full time"
"Sra. Jacobo Lemus Tijerina",16483765,3,sra.7316@viajes.cl,63tyZ2e6aCl5S,srjaleti,"+56 9 2465 7290",Diurno,"Más vida","Full time"
"Antonia Ballesteros Negrete",25899219,9,Antonianegrete@viajes.ceele,E3ZyajDBOg1dTjo,anbane,"+56 2 9005 3877",Nocturno,Consalud,"Part time"
"Gonzalo Treviño Jaime",24861855,8,gotrja@viajes.cl,rc8cSQ9guuSlfI3,Gonzalojaime,"+56 9 8187 4795",Diurno,Banmédica,"Full time"
"Claudio Gallardo Cuellar",25344454,1,Claudiocuellar@viajes.ceele,iq7csCzHm1,Claudiocuellar,"+56 2 7777 4565",Diurno,Banmédica,"Full time"
"Susana Saldivar Calderón",13363771,0,susana1494@viajes.cl,c8x8k8cDzirLSHJ6,susana1226,"+56 2 0401 6532",Nocturno,"Más vida","Full time"
"Leonor Vargas Concepción",28376349,8,LeonorconcepciOIn@viajes.cl,muaJ1uOqa2Ui9,levaco,+56-9-9601-2645,Diurno,Consalud,"Part time"
"María Maldonado Rivas",17381178,0,mamari@viajes.cl,jJSub8k5,maría7962,"+56 9 8810 3919",Diurno,Colmena,"Part time"
"Andrea Pabón Salcido",15096041,0,andrea7429@viajes.cl,qbphMwC0hFp0,anpasa,"+56 9 4531 7351",Diurno,Colmena,"Full time"
"Marcos Cepeda Balderas",10150193,0,marcos4508@viajes.cl,j4DoXPayL2i,marcos5581,+56-9-6094-3367,Diurno,"Más vida","Full time"
"Patricio Orozco Tello",15127151,0,Patriciotello@viajes.cl,MUzzx9Dgu5d,patricio1476,"+56 2 4054 7044",Diurno,Consalud,"Full time"
"Concepción Romo Olvera",20256871,8,corool@viajes.cl,MIpzRAOp08,Concepciónolvera,"+56 2 7362 7402",Diurno,Fonasa,"Full time"
"José Colón Cruz",19447502,0,JosOocruz@viajes.cl,eF8lT8f9B,jococr,"+56 2 7193 9680",Nocturno,Consalud,"Full time"
"Fernando Puente Barrientos",13718669,1,fepuba@viajes.cl,s9U7bSZ2HrQz,Fernandobarrientos,"+56 2 0649 8516",Nocturno,Colmena,"Full time"
"Sta. Manuel Tijerina Rangel",3034814,1,sta.8454@viajes.cl,HWzzL2nqP,Sta.rangel,"+56 2 1947 6537",Nocturno,Consalud,"Part time"
"Luz Jáquez Tejada",19507077,6,lujOete@viajes.cl,Iuu3IGloxdLq4o1u,lujáte,"+56 2 4164 2203",Diurno,"Más vida","Part time"
"César Olivas Lugo",980335,1,cOosar7548@viajes.cl,V1iFIpNg,Césarlugo,"+56 2 6620 9821",Nocturno,Banmédica,"Full time"
"Sr. Antonio Valdés Pelayo",23952458,3,sranvape@viajes.cl,71tKPeeTQB,sranvape,"+56 2 2327 0994",Diurno,"Más vida","Part time"
"Ana Frías Terán",7586572,4,anfrte@viajes.cl,MXGOlN286S,anfrte,"+56 2 8389 3727",Diurno,Colmena,"Full time"
"Sta. Miguel Ángel Alonzo Águilar",22414748,1,stmiOenalOeg@viajes.cl,3ijXrhLQzIw,sta.9670,"+56 9 3381 8904",Nocturno,Consalud,"Part time"
"Sr. Hernán Quiñónez Avilés",14287888,7,Sr.avilOos@viajes.cl,ugmHHh6haKQJla8,Sr.avilés,"+56 2 5150 0488",Diurno,Fonasa,"Part time"
"Guillermina Abreu Santiago",24009775,3,guabsa@viajes.cl,JF94VDSiSTc,Guillerminasantiago,+56-2-9566-0783,Diurno,Banmédica,"Full time"
"Sta. Samuel Briones Domínguez",14043859,6,sta.9484@viajes.cl,1EKE5CjwoFx,sta.3210,"+56 2 8947 5914",Nocturno,Banmédica,"Part time"
"Virginia Quezada Paredes",14667629,4,Virginiaparedes@viajes.cl,ntOoR9Evl6nl9V,virginia7918,"+56 2 2606 7934",Nocturno,Banmédica,"Full time"
"Lorenzo Ceballos Samaniego",24569748,1,Lorenzosamaniego@viajes.ceele,6l4KfxOakEs,Lorenzosamaniego,"+56 9 9194 0264",Diurno,Fonasa,"Full time"
"Sra. Patricia Aponte Rocha",25431171,5,Sra.rocha@viajes.cl,LQ6J0jBN,Sra.rocha,"+56 9 0336 2823",Nocturno,Fonasa,"Full time"
"Alejandro Arredondo Mesa",22317934,7,alejandro6382@viajes.cl,cz2Qg5cbrmZes,alejandro8724,"+56 9 2508 7860",Diurno,Banmédica,"Full time"
"Jerónimo Sevilla Rodarte",6308948,6,JerOInimorodarte@viajes.cl,wD1q2OTmlClO3G,Jerónimorodarte,"+56 2 1533 1224",Diurno,Consalud,"Part time"
"Sra. Julia Corral Berríos",12247639,1,sra.1484@viajes.cl,hy8micbzmPQ6BZ,Sra.berríos,"+56 2 9207 8893",Diurno,Banmédica,"Full time"
"Andrés Domínquez Zaragoza",8540280,3,AndrOoszaragoza@viajes.cl,zNLU23ElWf,Andrészaragoza,"+56 9 0043 5813",Diurno,Fonasa,"Part time"
"Maricarmen Rivero Centeno",15587330,2,Maricarmencenteno@viajes.ceele,Xjc3h83r95eQ,marice,"+56 9 5021 7354",Nocturno,Colmena,"Part time"
"Gonzalo Cervantes Cervantes",14910567,0,gonzalo9263@viajes.ceele,3EAgbZyUDFt6T,gonzalo1882,"+56 2 8091 3703",Diurno,"Más vida","Part time"
"Guillermina Muro Serrano",26909534,2,Guillerminaserrano@viajes.cl,11Wwx95OCp,guillermina4778,"+56 9 7998 6346",Nocturno,"Más vida","Full time"
"Sta. Gregorio Chapa Limón",4258184,4,stgrchli@viajes.cl,ewVZ7o1JW2nw9u6,stgrchli,"+56 2 0281 3585",Diurno,"Más vida","Full time"
"Julio Delao Batista",3760351,1,Juliobatista@viajes.cl,Xp9IVxsn63,Juliobatista,"+56 9 0379 4398",Nocturno,Colmena,"Part time"
"Jerónimo Mojica Ferrer",28626910,9,jerOInimo3783@viajes.cl,TE57sfC5kb9K,Jerónimoferrer,"+56 9 0125 2447",Diurno,Fonasa,"Part time"
"Guillermina Reséndez Jaime",7767117,0,gureja@viajes.cl,l70OJ4NH85w6y,guillermina9282,+56-9-8359-2554,Diurno,Colmena,"Part time"
"Fernando Abeyta Chávez",20812249,5,fernando4681@viajes.cl,Pkzb0HCKv1FW,fernando1205,"+56 2 8289 0504",Nocturno,Consalud,"Full time"
"María José Sarabia Delatorre",14637348,8,majosade@viajes.cl,wSU542yUQd24Bq,Maríadelatorre,"+56 2 6684 2916",Nocturno,"Más vida","Part time"
"Marcela Berríos Rojas",12183086,8,marcela9572@viajes.cl,JIb5be8dS4Va,Marcelarojas,"+56 2 4962 5878",Nocturno,Consalud,"Full time"
"Sr. Gloria Quintanilla Jáquez",6519553,4,srglqujOe@viajes.cl,CHh1pP68,srglqujá,"+56 2 7897 4067",Diurno,"Más vida","Part time"
"Raquel Duarte Lira",16159176,9,Raquellira@viajes.cl,N0P5xpgSNG9Q,raquel367,"+56 9 4658 2504",x,Consalud,"Part time"
"Sra. Ana Alaniz Cervántez",22321761,3,Sra.cervOentez@viajes.cl,r039JmDDsXnU2Nx,sranalce,"+56 2 6925 2222",Nocturno,"Más vida","Part time"
"Ana Luisa Santillán Arreola",24872091,3,Anaarreola@viajes.cl,SyN8QejkKE,anlusaar,"+56 2 1631 1632",Nocturno,Consalud,"Full time"
"José Luis Rubio Olvera",7355885,9,JosOoolvera@viajes.cl,13q4UAceaFnBOWz,Joséolvera,"+56 2 5816 0452",Diurno,Colmena,"Part time"
"Emilio Agosto Almaraz",8922208,7,emilio2212@viajes.cl,3ueavFH3j,emagal,"+56 2 4121 8821",Nocturno,Banmédica,"Part time"
"Sancho Olivo Marrero",20583188,6,saolma@viajes.cl,QNFoovFlc98b,Sanchomarrero,+56-9-6942-7437,Diurno,Consalud,"Part time"
"Luis Miguel Ballesteros Sisneros",6553812,1,Luissisneros@viajes.cl,OhndHfWOd4,Luissisneros,"+56 9 7998 1484",Nocturno,Colmena,"Full time"
x,2849519,6,josOo5167@viajes.cl,SaY80NBu,Josésalas,"+56 2 0360 8926",Nocturno,Banmédica,"Part time"
"Sara Malave Venegas",17658070,4,samave@viajes.ceele,sX01xo2KxaFFQ3m,sara6521,"+56 2 3343 1495",Nocturno,Fonasa,"Full time"
"Carmen Gutiérrez Gamez",17956690,7,carmen2339@viajes.cl,Bx5m5YQa4oB4Vx8H,carmen9086,"+56 9 7298 1399",Nocturno,Colmena,"Full time"
"Manuel Guerra Valentín",975039,8,maguva@viajes.cl,7AbwxKf66SNX,maguva,"+56 9 7659 2881",Diurno,"Más vida","Full time"
"Yolanda Rangel Hurtado",6514865,0,yorahu@viajes.cl,TJu3XFHMcPR,yolanda5585,"+56 9 5083 3859",Diurno,"Más vida","Full time"
"Sra. Pablo Peres Urías",26678941,6,Sra.urOAas@viajes.ceele,CzAQFv77olnVz4n,sra.1967,+56-2-2029-2245,Diurno,Consalud,"Part time"
"Marcos Cepeda Balderas",10150193,0,marcos4508@viajes.ceele,j4DoXPayL2i,marcos5581,"+56 9 6094 3367",Diurno,"Más vida","Full time"
"Beatriz Velásquez Collazo",20236420,9,Beatrizcollazo@viajes.cl,kwMFcL4ZNow8hZd,beveco,"+56 9 5182 9894",Nocturno,Consalud,"Part time"
"Octavio Palomo Girón",7533322,6,ocpagi@viajes.cl,9X3QxvAa,ocpagi,"+56 2 4353 5074",Nocturno,Colmena,"Part time"
"Gabriela Mascareñas Vera",21779650,4,Gabrielavera@viajes.cl,ijjZdsp4H6PCQd4,gabriela5720,"+56 9 5555 4730",Nocturno,Colmena,"Full time"
"Ester Niño Bétancourt",26763935,3,esnibOo@viajes.cl,Mpk2cj4oV4kx0,Esterbétancourt,"+56 9 8675 7278",Diurno,Colmena,"Part time"
"Antonio Tamayo Uribe",29145079,2,Antoniouribe@viajes.cl,a8EIxTCAw53rv,antonio5100,"+56 9 9610 7328",Diurno,Consalud,"Full time"
"Catalina Mondragón Aguirre",16715862,5,Catalinaaguirre@viajes.cl,TfpRmdUnK1,camoag,+56-2-1407-3760,Nocturno,Colmena,"Full time"
"Sra. Rosario Linares Rojo",10055027,0,sra.3913@viajes.cl,z8FEvzEG1x,Sra.rojo,"+56 2 5780 6065",Nocturno,Consalud,"Part time"
"Rebeca Delatorre Laboy",25561584,0,rebeca740@viajes.cl,FxJE992qQ0,redela,"+56 2 7373 3052",Diurno,Colmena,"Full time"
"Sr. Rosa Cepeda Jaramillo",19967638,5,srroceja@viajes.cl,gwUcfxjllJ6,sr.4042,"+56 2 5944 5876",Diurno,Consalud,"Part time"
"Benjamín Meraz Casares",3066978,9,benjamOAn5220@viajes.cl,4evU3kaE,bemeca,"+56 9 0805 3620",Diurno,Banmédica,"Full time"
"Alberto Quintana Galindo",28729905,2,alberto3237@viajes.cl,RACKyurffi40U,Albertogalindo,"+56 9 1646 5019",Diurno,Fonasa,"Part time"
"María Teresa Baca Díaz",19359573,1,matebadOA@viajes.cl,c42ngkAT439Q,matebadí,"+56 2 7935 0874",Nocturno,"Más vida","Full time"
"Barbara Carrion Aparicio",5523645,3,barbara9720@viajes.cl,NTwBGHo7bZ,Barbaraaparicio,+56-2-7962-7979,Diurno,Fonasa,"Full time"
"Sra. Emilia Rivas Molina",7364352,0,sremrimo@viajes.cl,uSp0ZRMjCYc,Sra.molina,+56-9-1616-5948,Diurno,Fonasa,"Part time"
"Micaela Tejada Villaseñor",24697582,5,micaela8113@viajes.cl,uS74Lfzhd,micaela5740,"+56 9 2706 5467",Diurno,Consalud,"Part time"
"Olivia Alvarado Bonilla",9479967,8,olalbo@viajes.cl,q8aaPm9Nk85KFV49,olalbo,"+56 9 3995 5636",Nocturno,Colmena,"Part time"
"Raúl Abeyta Martínez",4991799,6,raOUl7143@viajes.cl,x,x,"+56 2 0612 0855",Nocturno,Banmédica,"Full time"
"Ana Abrego Ulloa",2966786,1,anabul@viajes.cl,DFOXJ7tAelQNWdKL,ana938,"+56 2 3084 2388",Diurno,Consalud,"Part time"
"Sr. Rosa Merino Valles",15468421,2,Sr.valles@viajes.cl,awvVzF6Tca,Sr.valles,"+56 2 8990 2307",Diurno,"Más vida","Full time"
"Sra. Julio César Briones Mares",15586599,7,srjucOobrma@viajes.cl,lItIWHCNfN7Gkj2M,srjucébrma,"+56 2 8320 5595",Diurno,Fonasa,"Full time"
"María Soledad Arevalo Villagómez",3561713,2,masoarvi@viajes.cl,MZSdAZ94lxYyM,Maríavillagómez,"+56 9 1360 9877",Diurno,Banmédica,"Part time"
"Carlos Rocha Cortez",4315270,0,Carloscortez@viajes.ceele,28jJOGJzc9uqt,carlos5097,"+56 2 4865 3436",Nocturno,"Más vida","Part time"
"Lorenzo Sotelo Concepción",24127230,3,LorenzoconcepciOIn@viajes.cl,C3fHuZbPEmd77,losoco,"+56 2 8285 6971",Nocturno,Consalud,"Full time"
"Carolina Luna Lara",18287992,4,Carolinalara@viajes.cl,9sTGwB5MOLqp,carolina5473,"+56 2 6437 5908",Diurno,Fonasa,"Part time"
"Juana Zavala Miranda",29592483,7,juana7952@viajes.cl,KJx974NLKBrL2Be,juana2586,"+56 9 9699 9437",Nocturno,Banmédica,"Part time"
"Teodoro Manzanares Lara",5053201,1,teodoro2239@viajes.cl,o9BBF6wn,temala,"+56 2 5338 4156",Nocturno,"Más vida","Full time"
"Óscar Nevárez Montalvo",27360615,7,OIscar4225@viajes.ceele,Y3axK3Y23o8YuBMr,ósnemo,"+56 2 3843 0612",Nocturno,Consalud,"Part time"
"Miguel Torres Cazares",26863168,2,mitoca@viajes.cl,AkGQmu3vv,mitoca,"+56 9 2212 4326",Diurno,Consalud,"Full time"
"Isabel Alva Becerra",19021871,6,Isabelbecerra@viajes.cl,0e0u3jQNHV,isalbe,+56-9-7472-6956,Diurno,"Más vida","Full time"
"Sra. Vicente Deleón Rivero",17095016,0,Sra.rivero@viajes.ceele,JLvk8fqtv,srvideri,"+56 9 8334 9684",x,Banmédica,"Full time"
"Pablo Escamilla Tejeda",25456515,6,Pablotejeda@viajes.cl,x,x,"+56 2 5174 1429",Diurno,Banmédica,"Full time"
"Sta. José María Vallejo Lugo",8879906,2,Sta.lugo@viajes.cl,HL5dDEhJJ12,stjomavalu,"+56 9 6180 9953",Diurno,Colmena,"Part time"
"Julia Ávalos Leal",2402987,5,juOevle@viajes.cl,nEqGscHJ5,julia2745,"+56 9 3180 9511",Diurno,Fonasa,"Full time"
"Sr. Rosalia Flórez Verduzco",13084564,9,sr.7950@viajes.cl,t8LVko4lKc,srroflve,"+56 9 5593 0875",Nocturno,"Más vida","Part time"
"Sta. Rosalia Amador Jaramillo",19956647,4,sta.8787@viajes.cl,8Sh6uAS6da19,stroamja,"+56 2 8482 6767",Nocturno,Colmena,"Full time"
"Miguel Ángel Torres Bermúdez",25860724,4,MiguelbermOUdez@viajes.cl,Hsh8PaN5fq2NayB,miántobe,"+56 9 7473 3859",Diurno,Consalud,"Full time"
"Sr. Mercedes Ramírez Badillo",12012171,5,sr.4175@viajes.cl,D05jHRGg4Zz,srmeraba,"+56 2 5982 2336",Nocturno,Fonasa,"Full time"
"Sra. Virginia Alemán Portillo",2305397,7,sra.8658@viajes.cl,r6JASx2Z,srvialpo,"+56 9 5360 5716",Diurno,Fonasa,"Part time"
"Gilberto Orta Cisneros",22325524,8,gilberto2933@viajes.cl,3M5d2yz5PaT,Gilbertocisneros,"+56 9 9617 0497",Diurno,"Más vida","Full time"
"Ester Becerra Saucedo",27554557,0,Estersaucedo@viajes.cl,XkupfWjfu0,esbesa,+56-9-0649-0356,Nocturno,Colmena,"Full time"
"Arturo Prado Tórrez",16861111,0,arturo6379@viajes.cl,G5i2MPhyf,Arturotórrez,"+56 2 4382 8892",Diurno,"Más vida","Part time"
"Cristian Garay Feliciano",11394872,8,cristian2042@viajes.cl,ppc8O0ZM,crgafe,+56-2-0904-5128,Nocturno,"Más vida","Full time"
"Benito Centeno Almanza",13108685,7,Benitoalmanza@viajes.cl,mwJiNF6ezBuF,beceal,"+56 2 2063 3247",Nocturno,Banmédica,"Part time"
"Clemente Cano Calderón",1678423,0,ClementecalderOIn@viajes.cl,eZ0Oq2GHYty,clemente1715,"+56 2 8618 8349",Nocturno,Fonasa,"Full time"
"Gilberto Romero Tafoya",2313815,8,girota@viajes.cl,sjP9sBYuF,Gilbertotafoya,"+56 2 9553 8309",Nocturno,"Más vida","Part time"
"Clemente Lugo Santillán",13983840,8,clemente8404@viajes.cl,cc0vDbRNQr4,clemente4644,"+56 9 5421 7583",Diurno,Fonasa,"Part time"
"Sra. Francisco Vázquez Fernández",1688220,8,Sra.fernOendez@viajes.cl,jHUR41osYr,srfrváfe,"+56 2 2068 1518",Diurno,Consalud,"Full time"
"Claudio Aranda Sanches",17034379,4,claudio678@viajes.cl,IdO8lK5e4dqXBUc3,claudio3465,"+56 9 0024 7385",Nocturno,"Más vida","Part time"
"Guillermina Miranda Nazario",16698058,5,Guillerminanazario@viajes.cl,45Zhc05d7AyGJQD5,guillermina9256,"+56 2 4247 1803",Nocturno,Fonasa,"Full time"
