codigo_reserva,correo_empleado,numero_viaje,lugar_origen,lugar_llegada,capacidad,tiempo_estimado,precio_asiento,empresa
537281,JerOInimorodarte@viajes.cl,9553,Viladecans,Rivas-Vaciamadrid,25,3665,278000,"ZSSK (Eslovaquia)"
537283,luis2060@viajes.cl,75784,Puertollano,"San Sebastián",48,3945,131000,Alsa
537291,AndrOoszaragoza@viajes.cl,25691,Calahorra,"San Fernando",33,3288,50000,FlixBus
537293,Maricarmencenteno@viajes.ceele,19614,"San Fernando",Sagunto,31,867,87000,JetSur
537294,Anamireles@viajes.cl,88443,Sagunto,"Santa Cruz de Tenerife",31,1055,166000,"Flecha Bus"
537302,gonzalo9263@viajes.ceele,19761,"chiclana de la frontera#",BILBAO!!!,68,2573,140000,"Singapore Airlines"
537310,Guillerminaserrano@viajes.cl,78429,Bilbao,Jaén,30,126,192000,"Frontier Airlines"
537315,stgrchli@viajes.cl,83681,Rivas-Vaciamadrid,Madrid,48,1048,75000,"ZS (Eslovenia)"
537316,Juliobatista@viajes.cl,80301,Linares,Inca,18,1472,173000,Thalys
537318,jerOInimo3783@viajes.cl,43473,inca#,Cuenta,61,2291,198000,"BDZ (Bulgaria)"
537319,gureja@viajes.cl,31571,cuenta#,Albacete,100,1439,57000,"ŽFBH (Bosnia y Herzegovina)"
537320,fernando4681@viajes.cl,16574,Sagunto,Santander,42,1663,181000,Avianca
537321,majosade@viajes.cl,71284,Santander,"El Ejido",45,178,58000,"Turkish Airlines"
537326,marcela9572@viajes.cl,53349,"El Ejido","Sanlúcar de Barrameda",50,4103,297000,KLM
537327,srglqujOe@viajes.cl,99226,Mérida,Rivas-Vaciamadrid,48,1886,177000,JetSur
537328,Raquellira@viajes.cl,69158,Rivas-Vaciamadrid,Benidorm,50,3260,152000,Socibus
537329,SanchotOollez@viajes.cl,55307,Motril,"Santiago de Compostela",41,4315,176000,Damas
537330,Sra.cervOentez@viajes.cl,9899,Gandía,Motril,61,2735,87000,"SBB (Suiza)"
537337,Anaarreola@viajes.cl,76346,Motril,"Hospitalet de LLobregat",84,3533,247000,"SNCB (Bélgica)"
537342,JosOoolvera@viajes.cl,28326,"El Prat de LLobregat",Zaragoza,91,2281,256000,"Ethiopian Airlines"
537343,emilio2212@viajes.cl,13864,Motril,Pontevedra,71,3147,267000,"CFR (Rumania)"
537348,saolma@viajes.cl,9982,torrevieja#,Linares,32,2797,74000,"ETN Turistar"
537349,Luissisneros@viajes.cl,35635,Linares,Guadalajara,50,2092,115000,Megabus
537350,josOo5167@viajes.cl,2364,Logroño,Zamora,98,627,98000,"ŽFBH (Bosnia y Herzegovina)"
537364,samave@viajes.ceele,54039,"el ejido#",Huelva,31,3085,197000,"Flecha Bus"
537371,carmen2339@viajes.cl,24110,Majadahonda,GECHO!!!,38,726,55000,"Pullman Bus"
537372,maguva@viajes.cl,89363,Gecho,PUERTOLLANO!!!,33,3040,79000,"Primera Plus"
537374,yorahu@viajes.cl,36189,Tarragona,Málaga,40,1984,57000,Monbus
537378,stjomanari@viajes.cl,85638,Málaga,Vigo,46,1591,54000,"EME Bus"
537379,Sra.urOAas@viajes.ceele,66210,"San Sebastían de los Reyes",VALENCIA!!!,14,3089,113000,"Wizz Air"
537380,marcos4508@viajes.ceele,88387,palencia#,Jaén,80,1856,84000,"Southwest Airlines"
537387,Beatrizcollazo@viajes.cl,49755,Algeciras,Valdemoro,39,1450,155000,AVE
537388,ocpagi@viajes.cl,29522,Valdemoro,Zamora,27,926,47000,"SBB (Suiza)"
537389,Gabrielavera@viajes.cl,46726,Telde,Torrevieja,13,2717,96000,"PKP (Polonia)"
537398,esnibOo@viajes.cl,32322,Tarragona,Vitoria,96,3733,411000,EasyJet
537403,Antoniouribe@viajes.cl,96929,bilbao#,Guadalajara,86,1067,117000,"ÖBB (Austria)"
537412,sra.3913@viajes.cl,5784,Tarragona,"San Sebastían de los Reyes",38,962,84000,Turbus
537413,rebeca740@viajes.cl,23485,"Santa Cruz de Tenerife",Madrid,43,517,87000,Plusmar
537414,srroceja@viajes.cl,8379,Madrid,Sagunto,38,2219,171000,"Buses Ahumada"
537416,benjamOAn5220@viajes.cl,92736,Madrid,"La Coruña",89,3489,354000,"ŽSSK (Eslovaquia)"
537417,alberto3237@viajes.cl,9385,Cáceres,Málaga,30,3120,94000,"Estrella Roja"
537418,matebadOA@viajes.cl,63225,Vigo,Torrevieja,60,3591,260000,"VRZ (Croacia)"
537424,barbara9720@viajes.cl,95706,Torrevieja,Coslada,14,759,150000,"TGV (SNCF)"
537427,sremrimo@viajes.cl,87276,Cuenta,"Las Palmas de Gran Canaria",31,3003,123000,"Pullman Bus"
537428,micaela8113@viajes.cl,15221,"Las Palmas de Gran Canaria",Rivas-Vaciamadrid,30,1726,90000,"Primera Plus"
537430,olalbo@viajes.cl,72609,Badalona,Alicante,44,1879,200000,"Qatar Airways"
537431,raOUl7143@viajes.cl,99648,Alicante,"SANTA COLOMA DE GRAMANET!!!",39,857,59000,"Air New Zealand"
537432,anabul@viajes.cl,21756,"Santa Coloma de Gramanet","San Fernando",41,269,136000,"American Airlines"
537433,Sr.valles@viajes.cl,8910,Tarragona,"Sanlúcar de Barrameda",65,3526,251000,Thalys
537434,srjucOobrma@viajes.cl,44948,"Sanlúcar de Barrameda",Fuengirola,30,1552,164000,"ŽSSK (Eslovaquia)"
537435,masoarvi@viajes.cl,69884,Fuengirola,Lorca,96,2205,201000,"HŽ (Croacia)"
537436,Carloscortez@viajes.ceele,55485,Telde,Badalona,50,2377,88000,Plusmar
537440,LorenzoconcepciOIn@viajes.cl,65035,Badalona,Elda,47,4280,115000,"Estrella Roja"
537441,Carolinalara@viajes.cl,34568,Avilés,"El Ejido",30,979,145000,"Southwest Airlines"
537442,juana7952@viajes.cl,63147,"El Ejido",León,100,x,230000,Emirates
537443,teodoro2239@viajes.cl,48348,Vitoria,Oviedo,31,1838,132000,"Buses Romani"
537444,OIscar4225@viajes.ceele,14098,inca#,ALICANTE!!!,79,245,94000,"ZFBH (Bosnia y Herzegovina)"
537446,Antoniouribe@viajes.cl,29183,Ávila,Avilés,33,3947,220000,"SNCB (Bélgica)"
537447,mitoca@viajes.cl,68761,Avilés,Lugo,87,4107,286000,Italo
537448,Isabelbecerra@viajes.cl,39713,Lugo,Torrevieja,87,947,128000,Amtrak
537452,Sra.rivero@viajes.ceele,95743,"El Puerto de Santa María",GANDíA!!!,97,495,18000,"CFR (Rumania)"
537453,Pablotejeda@viajes.cl,97182,Alicante,Sevilla,35,2897,397000,Iberia
537454,Sta.lugo@viajes.cl,14949,Cáceres,"Molina de Segura",43,1872,63000,"Pullman Bus"
537456,srjeamga@viajes.cl,24777,"Molina de Segura",Ferrol,41,1387,151000,"Pullman Bus"
537457,juOevle@viajes.cl,85879,Torrelavega,Albacete,48,3998,188000,Plusmar
537458,sr.7950@viajes.cl,36784,albacete#,ALCOY!!!,40,2634,194000,"Via Bariloche"
537463,sta.8787@viajes.cl,66911,León,Coslada,25,2662,170000,"ZFBH (Bosnia y Herzegovina)"
537470,MiguelbermOUdez@viajes.cl,8745,Coslada,Jaén,34,2574,283000,"ŽFBH (Bosnia y Herzegovina)"
537475,sr.4175@viajes.cl,62312,Jaén,Manresa,22,3777,216000,Amtrak
537476,sra.8658@viajes.cl,83947,Córdoba,x,49,797,x,Monbus
537479,gilberto2933@viajes.cl,48137,Orihuela,Alcobendas,40,1328,50000,"Air France"
537484,Estersaucedo@viajes.cl,93442,alcobendas#,VALLADOLID!!!,29,1004,91000,Aeroméxico
537485,arturo6379@viajes.cl,21998,Barcelona,Getafe,74,2839,227000,"Delta Air Lines"
537486,cristian2042@viajes.cl,53034,Getafe,"Mollet del Vallés",86,2207,239000,Iberia
537491,sr.3517@viajes.cl,9893,"Santa Coloma de Gramanet",ELCHE!!!,67,958,71000,"British Airways"
537494,Benitoalmanza@viajes.cl,63847,Elche,Gijón,46,1082,132000,KLM
537497,ClementecalderOIn@viajes.cl,4780,Madrid,"Sanlúcar de Barrameda",37,2272,194000,"Primera Plus"
537502,clemente8404@viajes.cl,13638,Mérida,Tarragona,77,2348,162000,"British Airways"
537503,Sra.fernOendez@viajes.cl,57093,Tarragona,FUENGIROLA!!!,63,3158,258000,"Frontier Airlines"
537504,claudio678@viajes.cl,37819,Fuengirola,Badajoz,59,4234,362000,"Southwest Airlines"
537507,Guillerminanazario@viajes.cl,15541,"Castellón de la Plana",PAMPLONA!!!,39,445,72000,Aeroméxico
537508,Sr.armas@viajes.cl,78877,Bilbao,Calahorra,42,1370,57000,"SBB (Suiza)"
537509,Beatrizcollazo@viajes.cl,20341,calahorra#,Alcobendas,70,364,142000,Trenitalia
537511,Antoniouribe@viajes.ceele,33205,Móstoles,TARRASA!!!,75,1001,31000,"All Nippon Airways (ANA)"
537512,Sra.viera@viajes.cl,19282,tarrasa#,Huelva,98,1384,131000,WestJet
537515,beraca@viajes.cl,14485,benalmádena#,Cartagena,67,2901,238000,Lufthansa
537520,sr.8587@viajes.cl,37039,"San Fernando",Alcobendas,48,2359,105000,"Pullman Bus"
537521,pilar4208@viajes.cl,38251,Alcobendas,Badalona,33,3167,70000,"Pullman Bus"
537523,patricio6305@viajes.cl,62133,"Castellón de la Plana","Dos Hermanas",40,600,125000,"CD (República Checa)"
537525,dolores5119@viajes.cl,63971,"El Ejido","Castellón de la Plana",38,3202,249000,"ZFBH (Bosnia y Herzegovina)"
537533,concepciOIn9687@viajes.cl,48189,"Castellón de la Plana",Lérida,86,349,99000,"SNCB (Bélgica)"
537542,julio4678@viajes.cl,25033,"santa cruz de tenerife#","Mollet del Vallés",77,2668,136000,"ŽFBH (Bosnia y Herzegovina)"
537550,vepeag@viajes.cl,79664,"Mollet del Vallés",Sevilla,89,3025,170000,"VRZ (Croacia)"
537551,Homerohidalgo@viajes.cl,15177,Inca,Parla,39,419,99000,Renfe
537554,marilu4828@viajes.cl,87588,Parla,FUENLABRADA!!!,8,2689,204000,Eurostar
537563,Mateopulido@viajes.cl,60926,Torrelavega,Leganés,30,1474,183000,"Ethiopian Airlines"
537571,Sr.alonzo@viajes.cl,2332,madrid#,"MOLLET DEL VALLéS!!!",82,2007,184000,"SJ (Suecia)"
537573,Anapacheco@viajes.cl,31259,"mollet del vallés#","MOLLET DEL VALLéS!!!",37,3058,294000,"Deutsche Bahn (DB)"
537574,TeodorovOezquez@viajes.cl,54885,"Mollet del Vallés",Orense,94,3337,252000,Renfe
537583,cacefa@viajes.cl,70096,Majadahonda,ÁVILA!!!,23,1580,109000,"Air New Zealand"
537586,ElisalOIpez@viajes.cl,53231,Cartagena,Torrelavega,45,691,84000,KLM
537588,sra.1194@viajes.ceele,76787,Coslada,CARTAGENA!!!,47,2410,55000,"Flecha Bus"
537592,giralo@viajes.cl,88778,x,x,33,2800,77000,Turbus
537595,elcago@viajes.cl,61938,Parla,Reus,25,2805,82000,"CD (República Checa)"
537596,srhomobe@viajes.cl,56123,Reus,Santander,82,3781,354000,"CFR (Rumania)"
537601,glmool@viajes.cl,83224,Cartagena,"Santa Lucía de Tirajana",91,1667,142000,"ŽSSK (Eslovaquia)"
537602,Anaarreola@viajes.cl,16798,Guadalajara,"Collado Villalba",48,4190,169000,"Buses Nilahue"
537603,Estelatafoya@viajes.cl,63079,"collado villalba#",Arrecife,36,2021,162000,"Buses Romani"
537605,amalia5995@viajes.cl,6865,Irún,Palencia,19,2441,221000,"Ethiopian Airlines"
537609,LorenzoconcepciOIn@viajes.ceele,98927,palencia#,Paterna,30,1805,183000,"Copa Airlines"
537627,damote@viajes.ceele,91181,marbella#,Alicante,44,1725,139000,"Flecha Bus"
537630,JosOoalmanza@viajes.cl,11691,Alicante,Córdoba,31,3577,184000,"Buses Nilahue"
537632,sr.9680@viajes.ceele,22930,Alcoy,Baracaldo,79,2488,163000,Renfe
537633,Martacontreras@viajes.cl,56272,Baracaldo,Reus,28,722,92000,"CD (República Checa)"
537638,claudio678@viajes.cl,35340,Orense,Telde,17,4173,275000,"NS International"
537646,AnitagarcOAa@viajes.ceele,38336,Telde,Calahorra,62,3320,296000,AVE
537650,cOosar7548@viajes.cl,8056,orihuela#,Lorca,49,3622,187000,Chevallier
537657,gurotr@viajes.cl,72001,Lorca,Zaragoza,46,179,17000,"Buses Bio Bio"
537662,esteban919@viajes.cl,22616,Leganés,"La Línea de la Concepción",41,1563,131000,FlixBus
537663,admata@viajes.cl,44717,"La Línea de la Concepción","Torrejón de Ardoz",50,1644,168000,"Omnibus de México"
537668,jocoes@viajes.cl,59029,Arrecife,Mataró,43,2568,123000,ADO
537669,AdOenOeguilar@viajes.cl,97166,Móstoles,Ferrol,81,4280,285000,Thalys
537671,Raquellira@viajes.cl,33052,Orense,Alcoy,25,1676,188000,"CFR (Rumania)"
537676,sthopaar@viajes.cl,22963,Majadahonda,"Ciudad Real",25,1994,127000,Thalys
537678,Oenvabe@viajes.cl,37192,"Alcalá de Guadaira",Paterna,31,1754,177000,"EME Bus"
537679,salvador9062@viajes.cl,20303,Parla,"Santa Cruz de Tenerife",15,3912,481000,"Southwest Airlines"
537683,Beatrizgallegos@viajes.cl,1164,"Santa Cruz de Tenerife",Granollers,70,679,74000,"British Airways"
537684,srmamoqu@viajes.cl,19219,Puertollano,Alcoy,4,2612,141000,"ŽFBH (Bosnia y Herzegovina)"
537685,norma1444@viajes.cl,6914,"El Prat de LLobregat",Rubí,48,3717,333000,"VRZ (Croacia)"
537686,Sta.cruz@viajes.ceele,89840,Granada,"San Sebastían de los Reyes",40,1569,167000,Futura
537693,Sta.nevOerez@viajes.cl,29498,Gerona,GUADALAJARA!!!,38,142,37000,"ETN Turistar"
537700,mateo8064@viajes.cl,27244,Guadalajara,Manresa,37,626,162000,FlixBus
537703,maelprcr@viajes.cl,87699,manresa#,Rivas-Vaciamadrid,40,3593,127000,"Crucero del Norte"
537704,ramiro1907@viajes.cl,6506,"Cornellá de Llobregat",Ferrol,2,1048,55000,"ŽFBH (Bosnia y Herzegovina)"
537705,sra.8181@viajes.cl,33229,Ferrol,Alicante,82,799,92000,"BDZ (Bulgaria)"
537711,majoalav@viajes.cl,80348,"Hospitalet de LLobregat","Alcalá de Henares",57,459,174000,Italo
537712,gilberto7852@viajes.cl,11743,"Alcalá de Henares",Jaén,78,4121,301000,Italo
537713,Gloriafonseca@viajes.cl,33043,"Santa Lucía de Tirajana","Sanlúcar de Barrameda",42,1643,75000,"Pullman Bus"
537714,berta2138@viajes.cl,52670,"Sanlúcar de Barrameda",Granada,50,3384,185000,Plusmar
537715,alguor@viajes.cl,10530,"Chiclana de la Frontera",Valladolid,36,1462,66000,Greyhound
537716,Sra.chacOIn@viajes.cl,96423,Valladolid,Jaén,37,3656,130000,"Buses Bio Bio"
537717,alejandro6382@viajes.cl,26407,Benalmádena,Málaga,75,1126,82000,"MÁV (Hungría)"
537718,juan6666@viajes.ceele,49829,Málaga,Granada,25,1421,146000,"TGV (SNCF)"
537719,josOo3461@viajes.cl,32369,Granada,Puertollano,25,3484,386000,"ŽSSK (Eslovaquia)"
537725,feigtr@viajes.cl,1264,Motril,Marbella,24,2654,99000,"RZD (Rusia)"
537726,GustavohernOendez@viajes.cl,50949,Marbella,Móstoles,47,2895,167000,"SJ (Suecia)"
537727,sra.4932@viajes.cl,13712,móstoles#,Huelva,84,4226,383000,"NS International"
537732,anita3087@viajes.ceele,80158,"Pozuelo de Alarcón",Lérida,56,3873,415000,"Air Canada"
537736,gurotr@viajes.cl,36278,Benalmádena,Mijas,41,2084,68000,Amtrak
537741,agarhe@viajes.cl,75047,Torremolinos,"Dos Hermanas",37,603,165000,ADO
537742,timoteo1196@viajes.cl,19000,"Dos Hermanas",Getafe,35,231,16000,"Pullman Bus"
537750,sta.8787@viajes.cl,43574,Inca,"San Cristróbal de la Laguna",79,3066,380000,Trenitalia
537752,alejandra9569@viajes.ceele,56984,"San Cristróbal de la Laguna","Santiago de Compostela",41,1149,113000,Eurostar
537759,joluloor@viajes.ceele,20421,gijón#,Telde,33,1730,141000,Futura
537762,vigala@viajes.cl,45464,"Sanlúcar de Barrameda",ELDA!!!,31,453,41000,Damas
537765,stmacamo@viajes.cl,57116,Valladolid,Cáceres,47,1832,85000,"Buses Nilahue"
537785,srmamioj@viajes.cl,72194,"Castellón de la Plana",Cartagena,59,3077,158000,Amtrak
537786,Sta.menOondez@viajes.cl,63531,Fuenlabrada,Linares,23,3913,493000,"DSB (Dinamarca)"
537792,Lourdesreyes@viajes.cl,51902,Linares,Benalmádena,71,4193,465000,"CP (Portugal)"
537802,gloria7551@viajes.cl,69822,Valladolid,Fuengirola,23,961,102000,"SBB (Suiza)"
537809,Marianaelizondo@viajes.cl,82794,Ponferrada,"El Puerto de Santa María",82,1030,72000,Lufthansa
537816,algomu@viajes.cl,86883,"El Puerto de Santa María",Inca,81,1110,150000,"Singapore Airlines"
537823,TimoteojimOAnez@viajes.cl,90328,Cáceres,"Castellón de la Plana",34,4205,81000,Damas
537824,bernardo9219@viajes.cl,47054,"Castellón de la Plana",Bilbao,40,2042,129000,Monbus
537841,emseca@viajes.cl,52498,Fuenlabrada,Logroño,33,2414,112000,"VR (Finlandia)"
537842,yorahu@viajes.cl,71986,Mérida,"Castellón de la Plana",29,3993,463000,Iberia
537843,amalia5995@viajes.cl,69425,"Castellón de la Plana",Mataró,55,3478,168000,"Air Canada"
537845,Sta.vOolez@viajes.cl,30063,Mataró,Mataró,46,2040,76000,"Air Canada"
537853,blpaga@viajes.ceele,51863,avilés#,Huelva,1,1544,106000,"NSB (Noruega)"
537857,guillermo2172@viajes.cl,17693,Huelva,Córdoba,67,2430,215000,"SNCB (Bélgica)"
537864,Sta.naranjo@viajes.cl,24262,Málaga,"La Coruña",93,2403,212000,"VRZ (Croacia)"
537869,leorbr@viajes.cl,57512,Valencia,Salamanca,44,308,43000,Avanza
537872,Timoteoespinosa@viajes.cl,54130,Salamanca,"San Fernando",39,4256,160000,JetSur
537877,JesOUssolano@viajes.cl,86415,"La Línea de la Concepción",Murcia,51,1790,173000,Iberia
537880,alfredo8849@viajes.ceele,14758,Murcia,"Santa Cruz de Tenerife",10,4265,331000,EasyJet
537881,diego5279@viajes.cl,53239,Arrecife,Marbella,44,1778,67000,Futura
537882,Diegoborrego@viajes.ceele,38355,Sagunto,Segovia,35,4069,64000,BoltBus
537883,blanca9473@viajes.cl,36085,Segovia,Madrid,45,3923,145000,Greyhound
537887,evtOIvi@viajes.cl,22473,Zamora,Inca,88,547,164000,Vueling
537888,micaela6140@viajes.cl,27315,Inca,Tarrasa,44,4246,253000,JetBlue
537889,Robertovanegas@viajes.cl,70501,Almería,Vitoria,30,3090,171000,"Buses Ahumada"
537890,jucOocesa@viajes.cl,26889,Tarrasa,Sabadell,46,132,27000,"Buses Ahumada"
537896,Sofiamateo@viajes.cl,7816,Sabadell,Alicante,46,2683,79000,"Buses Bio Bio"
537904,cacoza@viajes.cl,33154,Alicante,Fuengirola,46,714,90000,Greyhound
537912,Oliviamurillo@viajes.cl,6313,Ávila,Getafe,68,2752,196000,EasyJet
537915,joemcemo@viajes.cl,38300,Valdemoro,Ferrol,9,2114,58000,"Ethiopian Airlines"
537920,srferoza@viajes.cl,74709,Valencia,Benidorm,83,572,72000,"Qatar Airways"
537934,sr.178@viajes.cl,97067,Cuenta,Puertollano,29,890,69000,"Ethiopian Airlines"
537935,Rosaliamadrid@viajes.cl,51711,Puertollano,"Santa Coloma de Gramanet",91,2156,101000,KLM
537936,mavele@viajes.ceele,81816,"santa coloma de gramanet#",Murcia,66,846,105000,"Alaska Airlines"
537939,ignacio7232@viajes.cl,28900,"Molina de Segura",LUGO!!!,21,2425,264000,"CP (Portugal)"
537940,concepciOIn1475@viajes.cl,34996,Lugo,"Santa Lucía de Tirajana",41,1780,100000,"Nederlandse Sp"
537941,Jorgetapia@viajes.cl,62656,"Santa Lucía de Tirajana",Motril,44,1143,145000,Renfe
537942,Guillerminamonroy@viajes.cl,89655,"Ciudad Real",Almería,100,4135,348000,"SNCB (Bélgica)"
537948,josefina9872@viajes.cl,22384,Almería,Barcelona,31,1041,67000,"CP (Portugal)"
537957,sra.6314@viajes.cl,9889,Rivas-Vaciamadrid,Baracaldo,94,2727,234000,"DSB (Dinamarca)"
537964,sodega@viajes.cl,80825,Baracaldo,Arrecife,86,2543,116000,"ŽFBH (Bosnia y Herzegovina)"
537967,Jacoborosales@viajes.cl,45489,Arrecife,Baracaldo,91,1197,92000,"SBB (Suiza)"
537968,alicia9800@viajes.cl,36227,Bilbao,Palencia,31,2297,159000,Avanza
537969,sralgrji@viajes.cl,31437,Elche,Valladolid,48,3286,379000,"PKP (Polonia)"
537973,JosOomiranda@viajes.cl,62695,Estepona,Mataró,95,2958,127000,"ŽFBH (Bosnia y Herzegovina)"
537974,ereshu@viajes.cl,81254,Mataró,Ceuta,99,605,194000,"TGV (SNCF)"
537976,maorsu@viajes.cl,53331,Orense,Marbella,53,243,25000,"Singapore Airlines"
537982,Sra.crespo@viajes.ceele,23559,algeciras#,Almería,39,3636,185000,Monbus
537983,mariano4285@viajes.cl,78246,Getafe,BURGOS!!!,38,3059,100000,"Pullman Bus"
537988,arturo2525@viajes.cl,86191,"Ciudad Real",Albacete,57,1132,63000,"ÖBB (Austria)"
538000,Miguelregalado@viajes.cl,95556,Cáceres,"Santa Coloma de Gramanet",74,315,110000,"ÖBB (Austria)"
538005,Yolandacedillo@viajes.cl,64559,Rubí,Oviedo,69,3984,472000,"Air Canada"
538006,josOo5340@viajes.cl,88943,"Alcalá de Guadaira","Torrejón de Ardoz",65,4128,347000,"Copa Airlines"
538014,beatriz9644@viajes.cl,5145,"Alcalá de Guadaira",Reus,48,527,170000,"Spirit Airlines"
538019,srsopies@viajes.cl,72949,x,"Roquetas de Mar",53,1568,154000,"NSB (Noruega)"
538030,josefina2243@viajes.cl,3771,"Molina de Segura",Alicante,50,3384,168000,"Buses Bio Bio"
538038,paceru@viajes.cl,543,"Alcalá de Guadaira",Cuenta,96,1677,92000,"ZSSK (Eslovaquia)"
538039,benito1429@viajes.cl,58854,cuenta#,CARTAGENA!!!,71,1525,52000,"SJ (Suecia)"
538044,dolores5119@viajes.cl,31121,Cartagena,"El Puerto de Santa María",94,945,70000,Thalys
538052,JosOomiranda@viajes.cl,86598,"Dos Hermanas",CáCERES!!!,30,3219,190000,"Condor Bus"
538053,sta.9995@viajes.cl,66986,Cáceres,"El Puerto de Santa María",43,1219,72000,"Buses Ahumada"
538055,Sr.puente@viajes.cl,11019,Lugo,Puertollano,38,1107,189000,JetSur
538056,rabaal@viajes.cl,20097,Fuengirola,BENIDORM!!!,72,745,136000,"NSB (Noruega)"
538063,jocama@viajes.cl,56712,Benidorm,Málaga,23,1763,114000,"ŽFBH (Bosnia y Herzegovina)"
538074,RosariocalderOIn@viajes.cl,13306,Majadahonda,Rubí,74,3894,453000,Amtrak
538075,Alfonsotrujillo@viajes.cl,34844,Rubí,Majadahonda,44,2365,236000,Amtrak
538076,sta.7192@viajes.cl,24227,Majadahonda,"San Sebastián",43,1996,131000,AVE
538084,sta.1393@viajes.cl,17361,lorca#,Valladolid,69,3408,248000,"HŽ (Croacia)"
538089,timoteo8683@viajes.cl,69226,Valladolid,Mérida,65,2146,157000,"CP (Portugal)"
538090,pablo5252@viajes.cl,75333,Cáceres,Reus,35,783,105000,Greyhound
538095,timoteo6041@viajes.cl,83110,Reus,"La Línea de la Concepción",44,1646,110000,Alsa
538096,AndrOosvanegas@viajes.ceele,21070,cáceres#,Ávila,25,3569,328000,"Air New Zealand"
538097,robava@viajes.ceele,3157,Ávila,Leganés,39,3768,421000,"Air New Zealand"
538098,dozabu@viajes.ceele,18755,leganés#,Torrelavega,89,1161,74000,EasyJet
538103,EsperanzagonzOelez@viajes.cl,17544,"dos hermanas#",Gecho,38,4113,117000,"El Rápido Internacional"
538114,algomu@viajes.cl,2578,Pontevedra,Palencia,27,2981,193000,"ŽFBH (Bosnia y Herzegovina)"
538122,sr.7939@viajes.cl,34113,"San Cristróbal de la Laguna",Alicante,26,4210,486000,"Nederlandse Sp"
538129,maramo@viajes.cl,96265,Vitoria,Zamora,45,1272,41000,"British Airways"
538130,Sta.puga@viajes.cl,54480,Zamora,"San Cristróbal de la Laguna",34,2369,198000,JetBlue
538131,davamu@viajes.cl,57183,Logroño,BENIDORM!!!,38,615,130000,"Estrella Roja"
538134,Sta.muro@viajes.cl,67330,Calahorra,"La Coruña",39,2598,86000,"VRZ (Croacia)"
538135,jemapa@viajes.cl,93861,"La Coruña",Irún,9,3435,236000,Amtrak
538136,marOAa6426@viajes.cl,37221,Irún,"Torrejón de Ardoz",37,812,57000,"BDZ (Bulgaria)"
538137,Patriciovillanueva@viajes.cl,94832,"Alcalá de Henares","Sanlúcar de Barrameda",46,984,147000,"Turkish Airlines"
538142,Estebansalazar@viajes.cl,74080,Gijón,Burgos,18,2262,236000,"Frontier Airlines"
538143,repega@viajes.cl,61771,Avilés,Segovia,49,3254,347000,"Alaska Airlines"
538146,Cristinacasares@viajes.cl,28031,"Dos Hermanas",Manresa,33,1571,168000,"Buses Romani"
538147,ripuva@viajes.cl,84945,Manresa,Pamplona,40,4304,124000,Monbus
538152,girota@viajes.cl,11776,Granada,Barcelona,64,2497,241000,"Japan Airlines"
538156,Leonorgallegos@viajes.cl,98108,Torrevieja,Zaragoza,95,3225,229000,"VR (Finlandia)"
538157,Rodrigoceja@viajes.cl,30952,Zaragoza,Ávila,96,1747,198000,"ŽSSK (Eslovaquia)"
538158,Raquelromero@viajes.cl,55894,Vigo,"Collado Villalba",32,401,96000,ADO
538165,josOo2652@viajes.cl,25876,Fuengirola,JAéN!!!,x,1708,130000,Italo
538166,Sr.abeyta@viajes.cl,69712,Jaén,Burgos,96,2881,112000,"VRZ (Croacia)"
538169,AlfonsojimOAnez@viajes.cl,65738,Inca,Cádiz,50,2797,156000,"El Rápido Internacional"
538171,caarli@viajes.cl,40327,Cádiz,Toledo,42,759,66000,"Condor Bus"
538172,sr.4175@viajes.cl,40495,"El Ejido",Sevilla,83,825,37000,Italo
