codigo_reserva,correo_empleado,numero_viaje,lugar_origen,lugar_llegada,capacidad,tiempo_estimado,precio_asiento,empresa,comodidades,paradas
537596,srhomobe@viajes.cl,56123,Reus,Santander,82,3781,354000,"CFR (Rumania)","{Agua,""Aire acondicionado"",Comida,Baño,Calefacción,""Asientos reclinables"",Wifi}","{Baracaldo,Granollers,""Dos Hermanas""}"
537601,glmool@viajes.cl,83224,Cartagena,"Santa Lucía de Tirajana",91,1667,142000,"ŽSSK (Eslovaquia)","{Wifi,Comida,Baño,Calefacción}","{Elche,""Jerez de la Frontera"",Segovia,""Cerdañola del Vallés""}"
537632,sr.9680@viajes.ceele,22930,Alcoy,Baracaldo,79,2488,163000,Renfe,"{Comida,TV,Agua,""Aire acondicionado"",Calefacción}","{Badajoz,Benidorm,León}"
537633,Martacontreras@viajes.cl,56272,Baracaldo,Reus,28,722,92000,"CD (República Checa)","{TV,""Asientos reclinables"",Agua}","{""La Línea de la Concepción"",Logroño,Tarragona,Vigo,Toledo}"
537634,ramite@viajes.cl,35853,Motril,Orense,2,4159,187000,x,"{Baño,""Aire acondicionado"",""Asientos reclinables"",Calefacción,Comida,TV,Agua}","{""Cerdañola del Vallés"",Granollers}"
537638,claudio678@viajes.cl,35340,Orense,Telde,17,4173,275000,"NS International","{Wifi,""Asientos reclinables"",Calefacción,TV,Baño,""Aire acondicionado"",Comida}","{Avilés,Getafe,Málaga}"
537646,AnitagarcOAa@viajes.ceele,38336,Telde,Calahorra,62,3320,296000,AVE,"{Comida,Baño,""Asientos reclinables"",Wifi,Agua,Calefacción}","{Gerona,Gandía}"
537669,AdOenOeguilar@viajes.cl,97166,Móstoles,Ferrol,81,4280,285000,Thalys,"{""Asientos reclinables"",Baño,Agua,Calefacción,Comida,TV,""Aire acondicionado""}",{Granollers}
537671,Raquellira@viajes.cl,33052,Orense,Alcoy,25,1676,188000,"CFR (Rumania)","{""Aire acondicionado"",Agua,Baño,Calefacción}","{""Mollet del Vallés""}"
537676,sthopaar@viajes.cl,22963,Majadahonda,"Ciudad Real",25,1994,127000,Thalys,"{Baño,Calefacción,Comida,TV}","{Badalona,Reus,""El Prat de LLobregat"",Toledo}"
537684,srmamoqu@viajes.cl,19219,Puertollano,Alcoy,4,2612,141000,"ŽFBH (Bosnia y Herzegovina)","{Baño,Agua,""Asientos reclinables"",Wifi,Comida}","{Arrecife,Cáceres}"
537685,norma1444@viajes.cl,6914,"El Prat de LLobregat",Rubí,48,3717,333000,"VRZ (Croacia)","{""Aire acondicionado"",""Asientos reclinables"",Wifi,Calefacción,Comida,Baño,TV}","{Avilés,Bilbao,Burgos,Coslada,Avilés}"
537704,ramiro1907@viajes.cl,6506,"Cornellá de Llobregat",Ferrol,2,1048,55000,"ŽFBH (Bosnia y Herzegovina)","{""Asientos reclinables"",Calefacción,TV}","{Rivas-Vaciamadrid,Tarragona}"
537705,sra.8181@viajes.cl,33229,Ferrol,Alicante,82,799,92000,"BDZ (Bulgaria)","{TV,Calefacción,Agua}","{Marbella,""Hospitalet de LLobregat"",Puertollano,Granollers,Elche}"
537711,majoalav@viajes.cl,80348,"Hospitalet de LLobregat","Alcalá de Henares",57,459,174000,Italo,{},"{""Alcalá de Guadaira"",Vitoria,Elche,Baracaldo,Ávila}"
537717,alejandro6382@viajes.cl,26407,Benalmádena,Málaga,75,1126,82000,"MÁV (Hungría)","{Agua,Calefacción,""Aire acondicionado""}","{Orense,Granollers,Mijas,Valdemoro}"
537718,juan6666@viajes.ceele,49829,Málaga,Granada,25,1421,146000,"TGV (SNCF)","{Baño,Calefacción,""Asientos reclinables""}","{""Roquetas de Mar"",Ferrol,Fuengirola,Torrelavega}"
537719,josOo3461@viajes.cl,32369,Granada,Puertollano,25,3484,386000,"ŽSSK (Eslovaquia)","{Wifi,""Asientos reclinables"",Agua,TV,""Aire acondicionado"",Baño}","{Segovia,Fuengirola}"
537725,feigtr@viajes.cl,1264,Motril,Marbella,24,2654,99000,"RZD (Rusia)","{Baño,""Asientos reclinables"",TV,Comida,Calefacción}","{Manresa,""Alcalá de Henares""}"
537727,sra.4932@viajes.cl,13712,móstoles#,Huelva,84,4226,383000,"NS International","{""Aire acondicionado"",Comida,Wifi,Agua,TV,""Asientos reclinables"",Baño}","{Alcorcón,Alcoy,Cádiz,Parla}"
537736,gurotr@viajes.cl,36278,Benalmádena,Mijas,41,2084,68000,Amtrak,"{Calefacción,Agua,Wifi,TV}","{Vigo,Barcelona,Segovia,Alcoy}"
537750,sta.8787@viajes.cl,43574,Inca,"San Cristróbal de la Laguna",79,3066,380000,Trenitalia,"{""Aire acondicionado"",Baño,Agua,""Asientos reclinables"",Calefacción,TV}",{Alicante}
537752,alejandra9569@viajes.ceele,56984,"San Cristróbal de la Laguna","Santiago de Compostela",41,1149,113000,Eurostar,"{Baño,TV,Comida}","{Santander,Córdoba,""Roquetas de Mar"",Fuenlabrada}"
537785,srmamioj@viajes.cl,72194,"Castellón de la Plana",Cartagena,59,3077,158000,Amtrak,"{""Aire acondicionado"",Wifi,Calefacción,""Asientos reclinables"",Baño,Comida}",{Telde}
537786,Sta.menOondez@viajes.cl,63531,Fuenlabrada,Linares,23,3913,493000,"DSB (Dinamarca)","{Comida,TV,Agua,Calefacción,""Asientos reclinables"",Baño,Wifi}","{""Alcalá de Henares"",Leganés,Torremolinos}"
537792,Lourdesreyes@viajes.cl,51902,Linares,Benalmádena,71,4193,465000,"CP (Portugal)","{Calefacción,TV,""Aire acondicionado"",Baño,Agua,Wifi,""Asientos reclinables""}","{""Ciudad Real"",""Santa Cruz de Tenerife"",Zaragoza,Gandía,""Dos Hermanas""}"
537802,gloria7551@viajes.cl,69822,Valladolid,Fuengirola,23,961,102000,"SBB (Suiza)","{""Aire acondicionado"",Wifi,Comida}","{Zaragoza,Córdoba,""San Cristróbal de la Laguna"",""Torrejón de Ardoz"",""San Cristróbal de la Laguna""}"
537841,emseca@viajes.cl,52498,Fuenlabrada,Logroño,33,2414,112000,"VR (Finlandia)","{Agua,Baño,Comida,Wifi,Calefacción}",{Mijas}
537857,guillermo2172@viajes.cl,17693,Huelva,Córdoba,67,2430,215000,"SNCB (Bélgica)","{Baño,Agua,TV,Comida,Wifi}","{Torremolinos,Palencia,Puertollano,Reus}"
537864,Sta.naranjo@viajes.cl,24262,Málaga,"La Coruña",93,2403,212000,"VRZ (Croacia)","{""Asientos reclinables"",TV,Comida,Agua,Baño}","{Sevilla,""El Prat de LLobregat"",Orense,Majadahonda}"
537940,concepciOIn1475@viajes.cl,34996,Lugo,"Santa Lucía de Tirajana",41,1780,100000,"Nederlandse Sp","{Calefacción,""Asientos reclinables"",Agua,""Aire acondicionado""}","{Valladolid,""Alcalá de Guadaira"",Elche,Toledo,""Hospitalet de LLobregat""}"
537941,Jorgetapia@viajes.cl,62656,"Santa Lucía de Tirajana",Motril,44,1143,145000,Renfe,"{""Aire acondicionado"",Comida,Agua}","{""Molina de Segura"",""San Sebastían de los Reyes"",Alcobendas,Zamora}"
537942,Guillerminamonroy@viajes.cl,89655,"Ciudad Real",Almería,100,4135,348000,"SNCB (Bélgica)","{Calefacción,Comida,TV,""Asientos reclinables"",Wifi,Agua,""Aire acondicionado""}","{Sabadell,Barcelona,Orense,Paterna}"
537948,josefina9872@viajes.cl,22384,Almería,Barcelona,31,1041,67000,"CP (Portugal)","{""Asientos reclinables"",Baño,""Aire acondicionado""}","{""La Línea de la Concepción"",Orense,Orihuela,""Palma de Mallorca""}"
537957,sra.6314@viajes.cl,9889,Rivas-Vaciamadrid,Baracaldo,94,2727,234000,"DSB (Dinamarca)","{""Asientos reclinables"",Calefacción,Agua,TV,Baño}",{Segovia}
537967,Jacoborosales@viajes.cl,45489,Arrecife,Baracaldo,91,1197,92000,"SBB (Suiza)","{TV,Calefacción,Baño}","{Lérida,""Palma de Mallorca"",Vigo,Tarrasa,Salamanca}"
537973,JosOomiranda@viajes.cl,62695,Estepona,Mataró,95,2958,127000,"ŽFBH (Bosnia y Herzegovina)","{Agua,Baño,""Asientos reclinables"",Calefacción,TV,""Aire acondicionado""}","{Estepona,Pontevedra,Sevilla}"
537988,arturo2525@viajes.cl,86191,"Ciudad Real",Albacete,57,1132,63000,"ÖBB (Austria)","{Agua,Baño,""Asientos reclinables""}","{Orihuela,Mataró}"
538000,Miguelregalado@viajes.cl,95556,Cáceres,"Santa Coloma de Gramanet",74,315,110000,"ÖBB (Austria)",{},"{Badalona,""Roquetas de Mar"",Mataró,Fuenlabrada}"
538038,paceru@viajes.cl,543,"Alcalá de Guadaira",Cuenta,96,1677,92000,"ZSSK (Eslovaquia)","{""Aire acondicionado"",Wifi,Comida,""Asientos reclinables""}","{Cáceres,Cádiz,""Talavera de la Reina""}"
538039,benito1429@viajes.cl,58854,cuenta#,CARTAGENA!!!,71,1525,52000,"SJ (Suecia)","{Baño,Calefacción,Comida,Agua}",{Sevilla}
538044,dolores5119@viajes.cl,31121,Cartagena,"El Puerto de Santa María",94,945,70000,Thalys,"{""Asientos reclinables"",Calefacción,Agua}","{Rivas-Vaciamadrid,""Molina de Segura"",""Talavera de la Reina""}"
538056,rabaal@viajes.cl,20097,Fuengirola,BENIDORM!!!,72,745,136000,"NSB (Noruega)","{TV,Wifi,""Aire acondicionado""}","{""Santa Lucía de Tirajana"",León,Rivas-Vaciamadrid,""Cerdañola del Vallés"",Arrecife}"
538063,jocama@viajes.cl,56712,Benidorm,Málaga,23,1763,114000,"ŽFBH (Bosnia y Herzegovina)","{Baño,Calefacción,""Asientos reclinables"",""Aire acondicionado""}",{Sevilla}
538074,RosariocalderOIn@viajes.cl,13306,Majadahonda,Rubí,74,3894,453000,Amtrak,"{Agua,Calefacción,TV,Comida,""Aire acondicionado"",Baño,Wifi}","{Vitoria,Salamanca,Viladecans,Ávila,Algeciras}"
538075,Alfonsotrujillo@viajes.cl,34844,Rubí,Majadahonda,44,2365,236000,Amtrak,"{Wifi,Calefacción,Agua,Baño,""Aire acondicionado""}","{""El Prat de LLobregat"",Inca,""Ciudad Real"",Marbella}"
538076,sta.7192@viajes.cl,24227,Majadahonda,"San Sebastián",43,1996,131000,AVE,"{Comida,Wifi,""Asientos reclinables"",TV}","{Lorca,Inca}"
538084,sta.1393@viajes.cl,17361,lorca#,Valladolid,69,3408,248000,"HŽ (Croacia)","{""Asientos reclinables"",Baño,Comida,TV,""Aire acondicionado"",Wifi}","{Baracaldo,Elche}"
538089,timoteo8683@viajes.cl,69226,Valladolid,Mérida,65,2146,157000,"CP (Portugal)","{Comida,""Asientos reclinables"",Calefacción,Wifi}","{Vitoria,León,Linares}"
538114,algomu@viajes.cl,2578,Pontevedra,Palencia,27,2981,193000,"ŽFBH (Bosnia y Herzegovina)","{""Aire acondicionado"",Baño,Comida,TV,Wifi,Agua}","{""La Línea de la Concepción"",Tarragona,""Ciudad Real"",""Dos Hermanas""}"
538134,Sta.muro@viajes.cl,67330,Calahorra,"La Coruña",39,2598,86000,"VRZ (Croacia)","{Wifi,""Asientos reclinables"",Baño,Agua,Comida}",{Madrid}
538135,jemapa@viajes.cl,93861,"La Coruña",Irún,9,3435,236000,Amtrak,"{""Aire acondicionado"",TV,Wifi,""Asientos reclinables"",Agua,Comida}","{Tarragona,""El Ejido"",Coslada}"
538136,marOAa6426@viajes.cl,37221,Irún,"Torrejón de Ardoz",37,812,57000,"BDZ (Bulgaria)","{Baño,TV,Comida}","{Barcelona,Alcorcón,""Santa Lucía de Tirajana""}"
538156,Leonorgallegos@viajes.cl,98108,Torrevieja,Zaragoza,95,3225,229000,"VR (Finlandia)","{""Asientos reclinables"",TV,Agua,Comida,""Aire acondicionado"",Wifi}","{""El Ejido"",""Cornellá de Llobregat""}"
538157,Rodrigoceja@viajes.cl,30952,Zaragoza,Ávila,96,1747,198000,"ŽSSK (Eslovaquia)","{""Asientos reclinables"",Wifi,Calefacción,Baño}","{Palencia,Sagunto}"
538172,sr.4175@viajes.cl,40495,"El Ejido",Sevilla,83,825,37000,Italo,"{Baño,""Aire acondicionado"",Calefacción}","{Torrelavega,""Sanlúcar de Barrameda"",""Las Palmas de Gran Canaria"",Logroño,Barcelona}"
538173,elmoor@viajes.ceele,73473,Sevilla,Getafe,37,2921,385000,Renfe,"{TV,Comida,Wifi,Agua,""Asientos reclinables"",Baño}","{""El Puerto de Santa María"",Tarrasa,Murcia,Albacete,Leganés}"
538176,maruch@viajes.cl,26641,"Santa Cruz de Tenerife","Santiago de Compostela",17,1215,138000,"CD (República Checa)","{Calefacción,""Aire acondicionado"",Baño}","{Cádiz,Zamora}"
538211,starvOera@viajes.ceele,69806,gerona#,Bilbao,50,x,373000,Trenitalia,x,"{Mijas,""Alcalá de Guadaira"",""Talavera de la Reina"",Tarragona}"
538213,Adrianazaragoza@viajes.cl,80055,Bilbao,Toledo,73,2550,192000,Amtrak,"{Comida,Agua,""Aire acondicionado"",TV,""Asientos reclinables""}","{Elche,Fuenlabrada,Puertollano,Pamplona}"
538216,marOAa7724@viajes.cl,66462,Toledo,Salamanca,92,2355,264000,"RZD (Rusia)","{Agua,TV,Baño,Wifi,""Aire acondicionado""}",{Tarrasa}
538218,erneol@viajes.cl,3552,Manresa,"COLLADO VILLALBA!!!",73,3707,242000,"BDZ (Bulgaria)","{Comida,Calefacción,""Asientos reclinables"",Wifi,""Aire acondicionado"",TV,Baño}","{Elda,""El Puerto de Santa María"",Viladecans,Fuengirola}"
538222,Gracielavenegas@viajes.cl,24969,"Collado Villalba",Oviedo,13,1974,132000,"ZFBH (Bosnia y Herzegovina)","{Calefacción,Agua,TV,Wifi}","{Albacete,""Hospitalet de LLobregat""}"
538247,majosade@viajes.ceele,16486,Gecho,ALCORCóN!!!,91,3396,257000,"CP (Portugal)","{Baño,TV,""Aire acondicionado"",Agua,Calefacción,Comida}","{Bilbao,Granada,""El Ejido"",Jaén}"
538251,Sr.nieves@viajes.cl,60146,Benalmádena,Bilbao,58,3704,280000,"CD (República Checa)","{Calefacción,""Aire acondicionado"",TV,Baño,Comida,Agua,""Asientos reclinables""}",{Segovia}
538252,juestOI@viajes.cl,85280,Bilbao,"TALAVERA DE LA REINA!!!",61,3362,297000,"DSB (Dinamarca)","{Wifi,TV,Agua,Baño,""Aire acondicionado"",Comida}",{Zamora}
538352,Sr.laboy@viajes.cl,81844,x,Paterna,5,1124,x,Trenitalia,"{""Asientos reclinables"",Comida,Agua}","{Pamplona,Coslada,Tarrasa,Ponferrada}"
538353,Rosalira@viajes.cl,3094,Paterna,Alcobendas,97,3873,159000,"BDZ (Bulgaria)",x,{Rivas-Vaciamadrid}
538388,sofia6992@viajes.ceele,x,"San Fernando",x,46,x,84000,"ZS (Eslovenia)","{""Asientos reclinables"",TV,Baño}","{""El Puerto de Santa María"",Majadahonda}"
538391,ester8178@viajes.cl,98604,Alicante,Arrecife,31,1367,61000,"NSB (Noruega)","{Calefacción,""Asientos reclinables"",Wifi}",{Segovia}
538408,gumovi@viajes.ceele,99151,Cáceres,Sagunto,5,2488,245000,Italo,"{TV,Comida,Agua,""Asientos reclinables"",Calefacción}","{""El Puerto de Santa María"",Fuenlabrada,Estepona}"
538414,Gustavozamudio@viajes.cl,55367,Sagunto,LOGROñO!!!,86,1618,115000,Amtrak,"{Comida,Calefacción,Agua,""Aire acondicionado""}","{""Cornellá de Llobregat"",""Collado Villalba"",""La Coruña""}"
538480,Lorenzorojas@viajes.ceele,40318,"Santiago de Compostela",Estepona,73,1809,138000,"ZFBH (Bosnia y Herzegovina)","{Comida,Calefacción,Agua,""Asientos reclinables""}",{Torremolinos}
538491,JosOoalmanza@viajes.cl,18412,Cáceres,"Sanlúcar de Barrameda",59,4065,300000,Italo,"{TV,Baño,Wifi,""Asientos reclinables"",""Aire acondicionado"",Calefacción,Agua}","{""Castellón de la Plana"",""San Sebastían de los Reyes"",Paterna,Alcorcón,Mataró}"
538501,elradu@viajes.cl,41249,"Dos Hermanas",Gandía,17,864,54000,"Deutsche Bahn (DB)","{TV,Comida,Wifi}","{Granollers,Ponferrada,""Santa Cruz de Tenerife"",Mérida,Orihuela}"
538514,victoria700@viajes.cl,71094,Alcorcón,"El Prat de LLobregat",24,3228,206000,"ŽFBH (Bosnia y Herzegovina)","{TV,Agua,Calefacción,Wifi,""Asientos reclinables"",Baño}","{Jaén,Alcobendas}"
538522,elalfa@viajes.cl,98162,Algeciras,Albacete,25,3457,120000,"Nederlandse Sp","{Comida,""Asientos reclinables"",Baño,Calefacción,TV,""Aire acondicionado""}","{""Santa Lucía de Tirajana"",""Sanlúcar de Barrameda"",""Santa Lucía de Tirajana""}"
538530,Isabellaboy@viajes.cl,69663,Avilés,MOTRIL!!!,91,3213,232000,AVE,"{Calefacción,""Aire acondicionado"",TV,Wifi,Agua,Baño}","{Guadalajara,Badalona}"
538540,mamioj@viajes.cl,22333,jaén#,Baracaldo,43,3479,193000,"MÁV (Hungría)","{""Asientos reclinables"",Baño,Comida,""Aire acondicionado"",Wifi,Agua}","{Gandía,""Santiago de Compostela"",Fuengirola,Segovia}"
538578,gerardo8631@viajes.cl,98288,Santander,Irún,77,2903,397000,"ZFBH (Bosnia y Herzegovina)","{TV,Comida,Baño,Calefacción,Wifi,""Asientos reclinables""}","{""Talavera de la Reina""}"
538616,MarOAasolorio@viajes.cl,26328,"La Línea de la Concepción",Alcorcón,30,3034,296000,Amtrak,"{""Aire acondicionado"",Calefacción,Agua,Baño,Comida,TV}",{Murcia}
538647,adOen4808@viajes.cl,93996,Cartagena,Tarragona,52,2478,170000,"SNCB (Bélgica)","{""Asientos reclinables"",Baño,""Aire acondicionado"",Comida,TV}","{Gandía,Alcorcón,""Ciudad Real"",""San Cristróbal de la Laguna"",Sagunto}"
538653,homero1044@viajes.cl,61879,"Santa Lucía de Tirajana",Torremolinos,97,2217,196000,"MÁV (Hungría)","{""Aire acondicionado"",Baño,Agua,TV,Calefacción}","{Pamplona,Parla,Logroño}"
538654,jucatove@viajes.cl,71617,Torremolinos,"Las Palmas de Gran Canaria",7,4128,192000,"VRZ (Croacia)","{Comida,Wifi,Baño,""Asientos reclinables"",TV,Agua,Calefacción}","{Benalmádena,Pontevedra,Cartagena,""Castellón de la Plana"",Segovia}"
538661,emsogu@viajes.cl,90697,Cuenta,HUELVA!!!,7,491,37000,"NS International",{},"{Sagunto,""Cornellá de Llobregat"",Elche,Fuengirola,Manresa}"
538663,srvioldu@viajes.cl,39693,Huelva,Irún,69,1373,148000,"TGV (SNCF)","{""Aire acondicionado"",""Asientos reclinables"",Agua}","{""Talavera de la Reina"",""Santa Lucía de Tirajana"",Segovia,Paterna}"
538693,MarOAagaona@viajes.cl,62302,Cádiz,Avilés,66,3795,289000,Eurostar,"{Agua,Baño,Wifi,""Aire acondicionado"",Calefacción,Comida,""Asientos reclinables""}","{Marbella,Viladecans,Tarrasa}"
538696,frlogu@viajes.cl,20798,Avilés,Tarragona,66,798,122000,Trenitalia,"{Baño,Agua,TV}","{Segovia,Mataró,""La Coruña"",Alcobendas}"
538697,sr.4175@viajes.cl,64596,Tarragona,Alicante,60,2013,70000,"BDZ (Bulgaria)","{""Aire acondicionado"",TV,Calefacción,Wifi}","{Elda,Alcorcón,Lugo,""La Línea de la Concepción""}"
538759,srlutrra@viajes.cl,92549,"San Cristróbal de la Laguna",Calahorra,64,1588,196000,"TGV (SNCF)","{""Aire acondicionado"",Comida,Agua,TV}","{Murcia,Oviedo}"
538767,dourca@viajes.cl,87831,"La Coruña",Mataró,96,265,118000,Renfe,{},"{Sevilla,Parla}"
538768,sta.8042@viajes.ceele,20014,mataró#,Sevilla,10,1571,75000,"MÁV (Hungría)","{Agua,""Aire acondicionado"",TV,Comida}","{Toledo,Calahorra,""Cerdañola del Vallés"",Viladecans}"
538786,Sta.valles@viajes.cl,27525,barcelona#,Logroño,2,4065,285000,Italo,"{Baño,Calefacción,Agua,Wifi,TV,""Asientos reclinables"",Comida}","{Segovia,Rubí,Lérida,Toledo}"
538788,coelni@viajes.cl,86419,Logroño,Pamplona,25,292,177000,"CP (Portugal)",{},"{""Collado Villalba""}"
538807,Teresaolivera@viajes.cl,96686,"ciudad real#","El Prat de LLobregat",53,3322,184000,Thalys,"{Agua,""Aire acondicionado"",Wifi,""Asientos reclinables"",TV,Comida}",{Granada}
538813,sremrimo@viajes.cl,99900,"El Prat de LLobregat",Burgos,50,2110,123000,"VRZ (Croacia)","{""Asientos reclinables"",Agua,TV,""Aire acondicionado""}","{""Las Palmas de Gran Canaria"",Cuenta,Cuenta,""Sanlúcar de Barrameda"",Palencia}"
538816,Manuelacevedo@viajes.cl,44945,Toledo,Pontevedra,43,677,184000,"NSB (Noruega)",{},"{""Santa Coloma de Gramanet""}"
538860,JuanasOeenz@viajes.cl,62480,Valencia,Marbella,1,823,138000,Renfe,"{Agua,Comida,Wifi}","{Parla,Lérida}"
538879,silvia552@viajes.cl,24626,Cartagena,Reus,5,842,110000,"ŽFBH (Bosnia y Herzegovina)","{Agua,Comida,TV}","{Ferrol,Alicante,Badajoz}"
538919,Sta.puga@viajes.ceele,26256,Segovia,Manresa,13,816,60000,"MÁV (Hungría)","{TV,""Aire acondicionado"",Calefacción}","{""Molina de Segura"",""Talavera de la Reina"",Móstoles}"
538924,vicente3826@viajes.cl,80797,Manresa,Majadahonda,32,684,62000,"CD (República Checa)",{},"{""La Coruña"",Santander,""Talavera de la Reina""}"
538948,vicente6381@viajes.cl,96367,Madrid,Motril,59,1747,141000,"ŽFBH (Bosnia y Herzegovina)","{Agua,Baño,""Aire acondicionado"",""Asientos reclinables""}","{Fuenlabrada,Cádiz,Paterna,Huelva}"
538976,Claudiozayas@viajes.cl,66635,Bilbao,"La Línea de la Concepción",92,540,164000,Trenitalia,{},"{Gandía,""Torrejón de Ardoz"",Santander}"
538983,Josefinalucero@viajes.cl,84291,Madrid,Puertollano,94,3583,246000,"PKP (Polonia)","{Wifi,Calefacción,Baño,""Asientos reclinables"",Agua,TV}","{Móstoles,Lugo}"
538986,joedflos@viajes.cl,27275,Cartagena,Gandía,22,1963,164000,"SBB (Suiza)","{Agua,Comida,""Asientos reclinables"",Calefacción}","{Badalona,Baracaldo}"
538988,Sra.concepciOIn@viajes.cl,81590,Gandía,Alcobendas,24,4223,353000,"ŽFBH (Bosnia y Herzegovina)","{""Asientos reclinables"",Comida,Agua,Baño,Wifi,Calefacción,TV}","{Segovia,""Molina de Segura""}"
538996,srdavech@viajes.cl,71210,Alcobendas,Torrelavega,66,1004,43000,Renfe,"{TV,Calefacción,Comida}",{Badalona}
539003,starvOera@viajes.cl,37385,"Cornellá de Llobregat",Móstoles,23,2028,161000,"BDZ (Bulgaria)","{""Aire acondicionado"",""Asientos reclinables"",Wifi,Calefacción}","{Reus,Cáceres}"
539016,roberto3912@viajes.cl,71309,"Mollet del Vallés",ZARAGOZA!!!,57,3304,334000,"RZD (Rusia)","{""Asientos reclinables"",""Aire acondicionado"",Agua,TV,Comida,Calefacción}","{Madrid,Santander,Cádiz,""El Puerto de Santa María"",Algeciras}"
539017,adOen5185@viajes.cl,79068,Zaragoza,"Chiclana de la Frontera",72,3001,301000,"HŽ (Croacia)","{Comida,Calefacción,Agua,Baño,TV,""Asientos reclinables""}","{León,Zaragoza}"
539049,alejandro6382@viajes.cl,50658,León,"Santa Coloma de Gramanet",72,492,16000,"CD (República Checa)",{},{Guadalajara}
539059,sra.5386@viajes.cl,89347,"Santa Coloma de Gramanet",León,9,4185,361000,"Deutsche Bahn (DB)","{Wifi,""Asientos reclinables"",Agua,""Aire acondicionado"",Baño,Comida,TV}","{Alcoy,Fuenlabrada}"
539063,Sra.ortega@viajes.cl,68765,León,Torremolinos,88,714,153000,"HŽ (Croacia)",{},"{Murcia,Telde,León}"
539068,sra.4066@viajes.cl,64207,Zamora,"El Ejido",3,1376,95000,AVE,"{TV,Baño,Wifi}",{Lorca}
539104,luisa4534@viajes.cl,22846,Estepona,Ferrol,1,3507,251000,"ŽFBH (Bosnia y Herzegovina)","{Baño,Wifi,""Aire acondicionado"",Calefacción,Agua,Comida}","{""Jerez de la Frontera"",Vitoria,Calahorra,Guadalajara}"
539114,Guadalupesosa@viajes.cl,30623,Valencia,"Cornellá de Llobregat",58,1635,131000,Amtrak,"{Baño,Wifi,Comida,TV}","{Sagunto,""Talavera de la Reina"",Guadalajara,Getafe,Pontevedra}"
539131,Eloisagranado@viajes.cl,58736,Logroño,Ávila,71,445,98000,"NS International",{},"{""San Cristróbal de la Laguna"",Alicante}"
539154,Estercarmona@viajes.cl,24068,Ávila,Tarrasa,71,1509,85000,Trenitalia,"{TV,Wifi,""Aire acondicionado"",Comida}",{Ávila}
539155,Sr.ozuna@viajes.cl,86606,Tarrasa,"Castellón de la Plana",31,2498,135000,"Deutsche Bahn (DB)","{TV,Agua,""Asientos reclinables"",Baño,""Aire acondicionado""}","{Baracaldo,""Pozuelo de Alarcón"",Jaén}"
539156,diana7983@viajes.cl,57383,Irún,x,23,323,83000,"RZD (Rusia)",{},"{Motril,Estepona,""Roquetas de Mar""}"
539157,mariano4285@viajes.cl,23227,León,Tarragona,30,2671,200000,Eurostar,"{Calefacción,""Aire acondicionado"",Comida,Agua,Baño}","{Oviedo,Fuenlabrada}"
539173,Sr.ozuna@viajes.cl,4164,"Ciudad Real",Pamplona,58,1770,56000,"ZFBH (Bosnia y Herzegovina)","{Wifi,Comida,Agua,TV}","{Almería,Rivas-Vaciamadrid,Ceuta,Gandía,""La Coruña""}"
