codigo_reserva,correo_empleado,numero_viaje,lugar_origen,lugar_llegada,capacidad,tiempo_estimado,precio_asiento,empresa,tipo,comodidades
538171,caarli@viajes.cl,40327,Cádiz,Toledo,42,759,66000,"Condor Bus",Cama,"{""Aire acondicionado"",Wifi,TV}"
538195,Juanatoro@viajes.ceele,53514,Bilbao,"SANTA CRUZ DE TENERIFE!!!",37,2111,80000,Avanza,Cama,"{TV,Agua,Comida}"
538196,vOActor8567@viajes.cl,67507,"Pozuelo de Alarcón","La Coruña",45,1385,80000,Monbus,Cama,"{TV,Agua,Calefacción}"
538200,agustOAn8620@viajes.ceele,91620,"La Coruña",ALBACETE!!!,44,3232,71000,FlixBus,Cama,"{Wifi,Baño,Calefacción}"
538207,josefina2243@viajes.cl,9879,Albacete,Fuengirola,46,269,69000,Socibus,Semi-cama,"{TV,""Asientos reclinables"",Wifi}"
538227,DorotearodrOAgez@viajes.cl,7100,"Santiago de Compostela",Linares,49,3113,176000,"Primera Plus",Cama,"{Wifi,Calefacción,Baño}"
538248,Vicenteolivera@viajes.cl,18290,Almería,Cuenta,43,1073,135000,"ETN Turistar",Cama,"{""Asientos reclinables"",Agua,Calefacción}"
538249,Sta.galarza@viajes.cl,6700,Cuenta,Zaragoza,31,2175,119000,JetSur,Cama,"{Wifi,Baño,Calefacción}"
538250,maguva@viajes.cl,74115,Zaragoza,Logroño,39,2583,152000,"Crucero del Norte",Cama,"{Comida,Agua,Calefacción}"
538270,Gonzalopalomino@viajes.cl,65506,"Ciudad Real","Cerdañola del Vallés",31,404,93000,"Buses Romani",Semi-cama,"{TV,Baño,""Asientos reclinables""}"
538287,sra.613@viajes.cl,4137,Gerona,Reus,39,1169,177000,Avanza,Cama,"{Agua,Baño,TV}"
538291,Beatrizcollazo@viajes.cl,34843,Viladecans,"Talavera de la Reina",43,2395,126000,Monbus,Cama,"{Agua,Calefacción,Comida}"
538298,sthuvOeva@viajes.cl,70810,"Santa Cruz de Tenerife",Cuenta,31,3455,55000,"Buses Nilahue",Cama,"{Baño,""Aire acondicionado"",""Asientos reclinables""}"
538299,benjamOAn1243@viajes.cl,34601,Cuenta,"El Puerto de Santa María",43,325,77000,Chevallier,Normal,"{Comida,""Aire acondicionado"",Baño}"
538307,federico7015@viajes.cl,95122,Burgos,"Santa Lucía de Tirajana",34,937,161000,"Condor Bus",Cama,"{Comida,""Asientos reclinables"",TV}"
538308,OIscar7270@viajes.cl,90489,"Santa Lucía de Tirajana",Coslada,46,987,134000,Futura,Cama,"{""Aire acondicionado"",Agua,Baño}"
538312,graciela595@viajes.cl,39409,Coslada,Gecho,38,2985,193000,Socibus,Cama,"{""Aire acondicionado"",Baño,Calefacción}"
538313,sarobe@viajes.cl,25932,Coslada,Tarragona,31,3242,168000,Alsa,Cama,"{""Asientos reclinables"",Comida,Baño}"
538322,glzaes@viajes.cl,45426,"Collado Villalba",Valencia,39,4114,119000,Avanza,Cama,"{Baño,Wifi,Calefacción}"
538341,raquel239@viajes.cl,6650,Badalona,Gerona,47,2557,86000,Futura,Cama,"{Agua,TV,Comida}"
538344,Alejandrairizarry@viajes.cl,71893,Gerona,Barcelona,41,1431,63000,"Estrella Roja",Cama,"{Calefacción,Comida,TV}"
538363,algaar@viajes.cl,86116,Cuenta,Lugo,48,4290,161000,"Buses Bio Bio",Cama,"{""Aire acondicionado"",Agua,Comida}"
538374,OIsorba@viajes.cl,26579,coslada#,Orihuela,33,2203,144000,Monbus,Cama,"{Agua,Calefacción,Baño}"
538378,margarita9165@viajes.cl,15648,Cuenta,Fuengirola,37,3242,61000,FlixBus,Cama,"{TV,""Asientos reclinables"",""Aire acondicionado""}"
538382,anlucogo@viajes.cl,56305,Fuengirola,RUBí!!!,36,259,56000,Avanza,Normal,"{Agua,Wifi,TV}"
538387,Gracielavenegas@viajes.cl,70659,Rubí,Fuenlabrada,41,2715,57000,"Primera Plus",Cama,"{Baño,Wifi,Agua}"
538392,Sta.alvarado@viajes.cl,92696,León,Benidorm,38,899,77000,"Condor Bus",Cama,"{Wifi,Baño,""Aire acondicionado""}"
538393,Oengela5205@viajes.cl,21481,Benidorm,Palencia,37,4130,54000,Damas,Cama,"{Comida,Calefacción,Agua}"
538395,esales@viajes.cl,44477,Palencia,Algeciras,32,4151,184000,Alsa,Cama,"{Baño,""Asientos reclinables"",TV}"
538415,luabir@viajes.cl,98383,Getafe,Toledo,30,2935,108000,"Buses Romani",Cama,"{TV,Calefacción,Wifi}"
538420,Luisceballos@viajes.ceele,47647,Toledo,"Molina de Segura",31,3225,194000,ADO,Cama,"{""Aire acondicionado"",TV,Calefacción}"
538427,germOen7524@viajes.cl,19387,Gecho,"Las Palmas de Gran Canaria",32,1351,136000,Monbus,Cama,"{Agua,""Aire acondicionado"",Wifi}"
538428,femede@viajes.cl,68054,"Las Palmas de Gran Canaria","Santiago de Compostela",38,1370,80000,"Via Bariloche",Cama,"{Comida,TV,""Aire acondicionado""}"
538431,huteca@viajes.cl,59346,"Santiago de Compostela",León,50,3365,89000,"Primera Plus",Cama,"{Calefacción,Agua,Wifi}"
538432,Cristinacasares@viajes.cl,86711,"San Cristróbal de la Laguna","Las Palmas de Gran Canaria",49,3844,171000,FlixBus,Cama,"{""Aire acondicionado"",Agua,""Asientos reclinables""}"
538433,gesaro@viajes.cl,63011,"Las Palmas de Gran Canaria",Lugo,40,4063,52000,"Buses Nilahue",Cama,"{""Asientos reclinables"",""Aire acondicionado"",Wifi}"
538449,srjucOobrma@viajes.cl,65096,Gerona,Granada,41,2632,200000,Alsa,Cama,"{TV,Agua,Baño}"
538457,MarOAaOevila@viajes.cl,77657,Granada,Almería,38,343,27000,"Buses Ahumada",Normal,"{Baño,Agua,TV}"
538458,Sr.saldivar@viajes.cl,14105,Almería,Palencia,40,2104,158000,"El Rápido Internacional",Cama,"{Wifi,""Asientos reclinables"",TV}"
538460,sibeco@viajes.ceele,4848,Pontevedra,Málaga,38,371,30000,"El Rápido Internacional",Semi-cama,"{""Aire acondicionado"",Agua,Comida}"
538461,sr.4355@viajes.ceele,70772,Málaga,Sagunto,34,1046,140000,"Omnibus de México",Cama,"{""Aire acondicionado"",Calefacción,Baño}"
538462,stjepoba@viajes.cl,826,Sagunto,Burgos,43,721,155000,Socibus,Cama,"{Calefacción,Agua,Wifi}"
538471,OIsorba@viajes.ceele,453,Linares,"Collado Villalba",38,2250,200000,Futura,Cama,"{Agua,Wifi,""Asientos reclinables""}"
538487,sobofi@viajes.cl,8912,Cartagena,"Jerez de la Frontera",44,174,30000,"ETN Turistar",Normal,"{Comida,Agua,""Aire acondicionado""}"
538492,mamofi@viajes.cl,10022,"Jerez de la Frontera",Linares,45,573,108000,Alsa,Cama,"{""Asientos reclinables"",TV,Agua}"
538493,coesma@viajes.cl,82307,Linares,Granada,38,138,21000,"Estrella Roja",Normal,"{Comida,""Aire acondicionado"",Calefacción}"
538504,alguor@viajes.cl,21962,Elda,Zamora,39,3867,108000,"Via Bariloche",Cama,"{""Aire acondicionado"",""Asientos reclinables"",Comida}"
538534,arturo2525@viajes.cl,65751,Calahorra,Ceuta,42,469,34000,Turbus,Semi-cama,"{TV,""Asientos reclinables"",Calefacción}"
538548,Marcosmaldonado@viajes.cl,54921,Estepona,Almería,31,2479,50000,ADO,Cama,"{""Aire acondicionado"",Wifi,Comida}"
538549,paququ@viajes.cl,75886,Almería,Guadalajara,41,3879,108000,ADO,Cama,"{""Asientos reclinables"",Calefacción,TV}"
538557,josOo3692@viajes.cl,35976,"Molina de Segura","La Coruña",47,3298,91000,"EME Bus",Cama,"{""Asientos reclinables"",Calefacción,TV}"
538558,noonro@viajes.cl,30808,"La Coruña",Parla,41,491,149000,"Buses Nilahue",Semi-cama,"{Comida,Baño,""Aire acondicionado""}"
538565,concepciOIn2778@viajes.cl,18060,"La Línea de la Concepción","Ciudad Real",35,2194,100000,"ETN Turistar",Cama,"{Baño,Agua,Wifi}"
538566,marco4385@viajes.cl,14886,"Ciudad Real",Orense,45,590,148000,"Crucero del Norte",Cama,"{Baño,""Aire acondicionado"",Agua}"
538567,sesooj@viajes.cl,37983,Orense,"San Sebastián",30,3202,65000,Greyhound,Cama,"{Wifi,Comida,""Aire acondicionado""}"
538612,jucameca@viajes.cl,26578,"Molina de Segura",Valladolid,45,2544,121000,"Buses Bio Bio",Cama,"{Agua,Baño,Comida}"
538640,sancho9795@viajes.cl,71621,Cáceres,Segovia,49,2148,134000,BoltBus,Cama,"{Calefacción,Wifi,""Asientos reclinables""}"
538641,benjamOAn9881@viajes.cl,6170,Segovia,"Chiclana de la Frontera",43,4225,66000,"Flecha Bus",Cama,"{Agua,""Aire acondicionado"",Wifi}"
538646,sonasa@viajes.cl,97976,"Chiclana de la Frontera",Vitoria,35,2629,72000,"Buses Romani",Cama,"{Comida,Baño,Agua}"
538680,hozavi@viajes.cl,2635,Tarrasa,Jaén,49,2771,170000,"Primera Plus",Cama,"{""Asientos reclinables"",Baño,TV}"
538687,AndrOoszaragoza@viajes.cl,92428,Valencia,Marbella,33,3295,156000,FlixBus,Cama,"{""Asientos reclinables"",Calefacción,Comida}"
538690,diego5279@viajes.cl,57732,Marbella,Segovia,38,4206,56000,Avanza,Cama,"{""Aire acondicionado"",Comida,""Asientos reclinables""}"
538691,cOosar7548@viajes.cl,50302,Segovia,"San Cristróbal de la Laguna",40,1894,179000,"Buses Nilahue",Cama,"{""Aire acondicionado"",Baño,TV}"
538692,anita3087@viajes.cl,59827,Torrelavega,"Cornellá de Llobregat",33,2948,162000,Chevallier,Cama,"{Agua,""Asientos reclinables"",Calefacción}"
538705,sra.6166@viajes.ceele,93672,Linares,Reus,35,2274,70000,"Omnibus de México",Cama,"{Comida,Wifi,TV}"
538706,gralro@viajes.ceele,48807,Reus,MANRESA!!!,36,2839,76000,Turbus,Cama,"{TV,Baño,""Aire acondicionado""}"
538780,COosaresquibel@viajes.cl,51551,Logroño,Zaragoza,48,1168,135000,"Flecha Bus",Cama,"{Comida,Agua,Baño}"
538796,Sra.Oevila@viajes.cl,5130,"El Prat de LLobregat",Mérida,39,1011,81000,"ETN Turistar",Cama,"{Comida,Agua,""Aire acondicionado""}"
538806,manuela3045@viajes.ceele,19965,Linares,Inca,38,4043,157000,"Estrella Roja",Cama,"{TV,Comida,""Aire acondicionado""}"
538818,JosOoesquibel@viajes.cl,40145,"Santa Lucía de Tirajana",Ferrol,41,3341,138000,"Buses Nilahue",Cama,"{TV,""Asientos reclinables"",Wifi}"
538826,Guillerminaserrano@viajes.cl,34002,Ferrol,Majadahonda,31,1280,72000,"Omnibus de México",Cama,"{Baño,Wifi,TV}"
538828,gilberto7852@viajes.cl,15934,Majadahonda,Sagunto,30,928,135000,"Estrella Roja",Cama,"{Wifi,TV,""Asientos reclinables""}"
538829,corool@viajes.cl,63207,Móstoles,Parla,39,1881,140000,Damas,Cama,"{Comida,""Asientos reclinables"",Wifi}"
538835,ernesto3768@viajes.cl,34199,Parla,Sagunto,38,370,47000,"Condor Bus",Semi-cama,"{Calefacción,Wifi,""Asientos reclinables""}"
538836,sta.2537@viajes.cl,94171,Sagunto,"Pozuelo de Alarcón",42,2991,143000,"EME Bus",Cama,"{""Asientos reclinables"",""Aire acondicionado"",Wifi}"
538844,tomOeso@viajes.ceele,30643,paterna#,"Las Palmas de Gran Canaria",38,1365,153000,"Buses Bio Bio",Cama,"{Calefacción,Comida,Agua}"
538846,alejandro9789@viajes.cl,9219,Reus,Vigo,46,3887,143000,Socibus,Cama,"{Comida,Agua,""Asientos reclinables""}"
538855,rabaal@viajes.cl,66066,Santander,"El Prat de LLobregat",46,2928,127000,"Condor Bus",Cama,"{Agua,Wifi,Comida}"
538861,esviro@viajes.cl,75143,Ponferrada,Alcoy,50,1546,169000,Megabus,Cama,"{Wifi,Comida,Baño}"
538869,srpemeol@viajes.cl,37209,barcelona#,VALDEMORO!!!,49,3305,155000,"Flecha Bus",Cama,"{TV,Wifi,""Asientos reclinables""}"
538871,JuanasOeenz@viajes.cl,45589,Alcobendas,"Ciudad Real",45,2638,155000,"Estrella Roja",Cama,"{""Asientos reclinables"",Wifi,Comida}"
538872,Maricarmencenteno@viajes.cl,53790,"ciudad real#",VILADECANS!!!,37,3842,190000,"Primera Plus",Cama,"{""Aire acondicionado"",Baño,Calefacción}"
538873,berta2138@viajes.ceele,20041,Viladecans,"Alcalá de Henares",44,2335,177000,"Crucero del Norte",Cama,"{Wifi,""Aire acondicionado"",""Asientos reclinables""}"
538888,conchita3389@viajes.cl,34104,Estepona,"Santa Cruz de Tenerife",38,2924,190000,FlixBus,Cama,"{Wifi,Comida,""Asientos reclinables""}"
538893,Rosaesquibel@viajes.cl,51682,Estepona,"San Fernando",34,4011,56000,Avanza,Cama,"{Baño,Agua,Comida}"
538894,suacpOo@viajes.cl,12263,"San Fernando",Burgos,44,2340,153000,Andesmar,Cama,"{Baño,Agua,Calefacción}"
538898,fernando3669@viajes.cl,66351,Burgos,Sabadell,42,2734,99000,"Estrella Roja",Cama,"{Comida,Calefacción,Wifi}"
538905,somanOU@viajes.cl,7676,Elche,Fuengirola,39,3934,160000,"Crucero del Norte",Cama,"{Wifi,Calefacción,Baño}"
538906,Marcosrobledo@viajes.cl,14365,Fuengirola,Vitoria,41,1922,195000,Avanza,Cama,"{TV,Wifi,""Asientos reclinables""}"
538913,micaela8113@viajes.cl,63031,"Roquetas de Mar",Huelva,47,983,139000,"Omnibus de México",Cama,"{TV,Agua,Wifi}"
538930,srhojamo@viajes.cl,86026,"Roquetas de Mar",Avilés,38,2153,142000,FlixBus,Cama,"{""Aire acondicionado"",Agua,Comida}"
538938,JosOovalle@viajes.cl,2767,Salamanca,TORRELAVEGA!!!,35,3983,133000,Turbus,Cama,"{Calefacción,Baño,Comida}"
538943,lugama@viajes.cl,19970,Torrelavega,ARRECIFE!!!,42,1522,181000,"Via Bariloche",Cama,"{Baño,Calefacción,Wifi}"
538944,micaela741@viajes.cl,48567,Arrecife,Lérida,31,2863,87000,FlixBus,Cama,"{Baño,Calefacción,Agua}"
538949,Elisamontez@viajes.cl,83417,Lorca,Algeciras,38,332,40000,Monbus,Semi-cama,"{Agua,Calefacción,TV}"
538962,agarhe@viajes.cl,66733,"Pozuelo de Alarcón",Alcorcón,31,2274,79000,"Omnibus de México",Cama,"{Comida,""Aire acondicionado"",Wifi}"
538970,susana1494@viajes.cl,71918,Alcorcón,Inca,50,710,119000,"Buses Bio Bio",Cama,"{""Aire acondicionado"",""Asientos reclinables"",Baño}"
538971,cristina1544@viajes.cl,33822,Inca,Cádiz,50,1397,200000,"Omnibus de México",Cama,"{""Asientos reclinables"",Comida,Wifi}"
538975,Lucasirizarry@viajes.cl,32284,"Roquetas de Mar",Pamplona,40,1221,164000,"Flecha Bus",Cama,"{""Aire acondicionado"",Calefacción,Baño}"
538977,marcos4508@viajes.cl,97704,Toledo,Marbella,43,1416,168000,Megabus,Cama,"{""Aire acondicionado"",Comida,Wifi}"
538981,Gracielavenegas@viajes.cl,2336,Marbella,Córdoba,50,570,60000,"Buses Romani",Cama,"{Comida,TV,""Asientos reclinables""}"
538982,sra.7316@viajes.cl,46500,córdoba#,Irún,43,813,72000,Chevallier,Cama,"{TV,Baño,""Asientos reclinables""}"
539010,sta.8042@viajes.cl,76377,Calahorra,RUBí!!!,31,3067,115000,"El Rápido Internacional",Cama,"{""Asientos reclinables"",Calefacción,Baño}"
539027,ester7366@viajes.ceele,39154,Gecho,PONTEVEDRA!!!,33,516,53000,ADO,Cama,"{""Aire acondicionado"",TV,Wifi}"
539028,Guadalupesosa@viajes.cl,81522,Pontevedra,Gecho,45,990,98000,BoltBus,Cama,"{Wifi,TV,""Asientos reclinables""}"
539030,JosOoesquibel@viajes.cl,85535,Leganés,Logroño,49,4317,56000,ADO,Cama,"{""Aire acondicionado"",""Asientos reclinables"",TV}"
539032,concepciOIn9687@viajes.cl,67591,Barcelona,Granollers,32,1840,140000,Alsa,Cama,"{Wifi,""Aire acondicionado"",Comida}"
539034,mahoqu@viajes.cl,27377,ponferrada#,Pontevedra,39,833,198000,Turbus,Cama,"{Calefacción,Comida,""Aire acondicionado""}"
539035,beatriz9644@viajes.cl,17921,Pontevedra,Getafe,33,1471,x,JetSur,Cama,"{""Asientos reclinables"",Comida,Wifi}"
539038,santiago8558@viajes.cl,28929,Getafe,Getafe,45,3483,168000,"El Rápido Internacional",Cama,"{Calefacción,""Aire acondicionado"",""Asientos reclinables""}"
539039,martOAn7643@viajes.cl,1773,Pontevedra,Calahorra,39,2206,117000,"EME Bus",Cama,"{Comida,Baño,Agua}"
539040,raOUl1507@viajes.cl,66745,Calahorra,Málaga,49,2756,122000,"Omnibus de México",Cama,"{""Asientos reclinables"",Wifi,Calefacción}"
539041,IsabellOIpez@viajes.cl,27603,Málaga,Logroño,40,248,20000,"El Rápido Internacional",Normal,"{""Aire acondicionado"",""Asientos reclinables"",Wifi}"
539079,jomapuyOe@viajes.cl,6725,"Torrejón de Ardoz",Motril,38,2830,50000,Plusmar,Cama,"{Agua,Calefacción,TV}"
539082,horacio279@viajes.cl,14157,Motril,Paterna,49,1749,103000,Chevallier,Cama,"{""Asientos reclinables"",Baño,Wifi}"
539083,anlumuto@viajes.cl,23723,Paterna,Fuenlabrada,47,1478,195000,"Omnibus de México",Cama,"{Agua,Calefacción,""Aire acondicionado""}"
539088,godOema@viajes.ceele,16518,"Cerdañola del Vallés","Jerez de la Frontera",33,2042,148000,ADO,Cama,"{Agua,TV,""Aire acondicionado""}"
539089,Sra.crespo@viajes.cl,74126,"Jerez de la Frontera",Paterna,43,961,82000,Megabus,Cama,"{Agua,Wifi,TV}"
539108,sra.2960@viajes.cl,27620,Algeciras,Linares,34,4134,166000,"Buses Nilahue",Cama,"{Comida,""Asientos reclinables"",Agua}"
539111,Victoriapedroza@viajes.cl,47938,Linares,"El Ejido",50,3639,65000,"Via Bariloche",Cama,"{Calefacción,Wifi,""Aire acondicionado""}"
539132,iszOUba@viajes.cl,91330,"Dos Hermanas",Marbella,33,3216,171000,Avanza,Cama,"{Baño,Wifi,TV}"
539137,benito1429@viajes.cl,42213,"Hospitalet de LLobregat",Guadalajara,39,1141,73000,"Pullman Bus",Cama,"{Baño,Agua,""Aire acondicionado""}"
539138,Susanasolorzano@viajes.cl,18238,Pontevedra,Cuenta,30,365,95000,"Primera Plus",Cama,"{Comida,""Aire acondicionado"",TV}"
539145,ElisajimOAnez@viajes.cl,53139,Cuenta,"Palma de Mallorca",40,431,38000,"Buses Romani",Cama,"{Calefacción,""Aire acondicionado"",TV}"
539152,Sta.ruiz@viajes.cl,84206,"Palma de Mallorca",Gijón,38,423,86000,"Buses Nilahue",Semi-cama,"{Calefacción,""Aire acondicionado"",Comida}"
539201,yorahu@viajes.cl,42812,Valladolid,"Alcalá de Guadaira",30,4292,166000,Andesmar,Cama,"{TV,Agua,Wifi}"
539224,stmateseag@viajes.cl,18179,Algeciras,Cartagena,35,3545,53000,ADO,Cama,"{""Aire acondicionado"",Agua,Comida}"
539245,estela4425@viajes.cl,74259,Rubí,Móstoles,40,1457,156000,FlixBus,Cama,"{Wifi,Baño,Comida}"
539249,stcrcabu@viajes.cl,59055,Móstoles,Gerona,44,2178,151000,"Omnibus de México",Cama,"{""Aire acondicionado"",Comida,Wifi}"
539287,daniel2268@viajes.cl,18161,Alcoy,Zaragoza,49,3156,169000,Socibus,Cama,"{""Asientos reclinables"",TV,Comida}"
539288,vininOU@viajes.cl,46228,"San Fernando","La Línea de la Concepción",31,1068,179000,"Pullman Bus",Cama,"{Agua,Calefacción,Comida}"
539289,sr.7320@viajes.ceele,31460,"la línea de la concepción#","Hospitalet de LLobregat",35,229,23000,Alsa,Normal,"{""Asientos reclinables"",""Aire acondicionado"",Agua}"
539290,ramiro7200@viajes.cl,20217,"Hospitalet de LLobregat",Marbella,39,1538,175000,"EME Bus",Cama,"{Agua,Comida,Baño}"
539292,Sra.fernOendez@viajes.cl,55220,Almería,Toledo,39,2908,161000,Avanza,Cama,"{Calefacción,Agua,Wifi}"
539297,Soniacuriel@viajes.cl,1833,Toledo,Sevilla,44,2048,140000,FlixBus,Cama,"{""Asientos reclinables"",Baño,Calefacción}"
539298,cralir@viajes.cl,14772,sevilla#,FUENGIROLA!!!,32,1486,68000,FlixBus,Cama,"{Baño,Calefacción,""Asientos reclinables""}"
539301,LucasbenOAtez@viajes.cl,73905,"La Línea de la Concepción",Mataró,35,3304,192000,"El Rápido Internacional",Cama,"{""Asientos reclinables"",Agua,Wifi}"
539303,sta.5013@viajes.cl,44480,Mataró,Gecho,45,263,40000,"EME Bus",Semi-cama,"{Baño,Wifi,Calefacción}"
539336,dorOAol@viajes.cl,66797,"La Coruña","Jerez de la Frontera",49,3762,69000,"ETN Turistar",Cama,"{Agua,Calefacción,""Aire acondicionado""}"
539337,GermOensepOUlveda@viajes.cl,2661,"Jerez de la Frontera","Santa Cruz de Tenerife",50,377,31000,"Buses Bio Bio",Cama,"{Agua,""Asientos reclinables"",Wifi}"
539347,Marisolsantacruz@viajes.ceele,38405,Jaén,"Chiclana de la Frontera",40,2279,159000,"El Rápido Internacional",Cama,"{TV,Comida,Agua}"
539354,sta.8454@viajes.cl,97921,"Chiclana de la Frontera",Alcorcón,36,1443,168000,"Condor Bus",Cama,"{""Asientos reclinables"",Baño,TV}"
539360,srelpopa@viajes.cl,65503,Móstoles,LéRIDA!!!,36,2549,176000,Andesmar,Cama,"{TV,Baño,Calefacción}"
539361,Bernardovalverde@viajes.cl,89499,Alcoy,Marbella,34,668,62000,Megabus,Cama,"{""Asientos reclinables"",Wifi,TV}"
539362,sacrbu@viajes.cl,80753,Lorca,Gerona,48,2578,59000,Greyhound,Cama,"{Comida,TV,Agua}"
539366,jupres@viajes.cl,23339,Gerona,Marbella,33,853,172000,Plusmar,Cama,"{Calefacción,Baño,""Asientos reclinables""}"
539376,carlota3685@viajes.cl,32393,Lugo,Guadalajara,39,2173,95000,Futura,Cama,"{Comida,Wifi,""Asientos reclinables""}"
539377,maespu@viajes.cl,58424,"San Cristróbal de la Laguna",Valdemoro,34,586,63000,"Flecha Bus",Cama,"{Baño,""Asientos reclinables"",Calefacción}"
539378,sacrbu@viajes.cl,51029,Burgos,"Collado Villalba",35,4273,185000,Megabus,Cama,"{Wifi,Baño,""Aire acondicionado""}"
539398,Maricarmenmaldonado@viajes.ceele,19488,"El Prat de LLobregat",BENIDORM!!!,32,3284,147000,ADO,Cama,"{Agua,TV,""Asientos reclinables""}"
539399,sr.238@viajes.ceele,1370,Benidorm,"Santa Lucía de Tirajana",35,2367,127000,Plusmar,Cama,"{Agua,""Asientos reclinables"",TV}"
539406,COosarbecerra@viajes.cl,64952,Zaragoza,"San Cristróbal de la Laguna",42,503,129000,Monbus,Cama,"{Calefacción,Agua,Baño}"
539409,Lucasirizarry@viajes.cl,82857,"San Cristróbal de la Laguna",Zaragoza,32,1712,132000,JetSur,Cama,"{TV,""Asientos reclinables"",Wifi}"
539428,lorenzo5118@viajes.cl,38026,Elche,Cuenta,36,2867,126000,"Via Bariloche",Cama,"{Comida,""Asientos reclinables"",Baño}"
539429,cldepa@viajes.cl,74977,Cuenta,Badajoz,30,3708,54000,"EME Bus",Cama,"{Comida,""Asientos reclinables"",TV}"
539431,vOArimu@viajes.cl,3651,Valencia,Linares,36,1047,175000,"Flecha Bus",Cama,"{""Aire acondicionado"",TV,""Asientos reclinables""}"
539435,luisa4534@viajes.cl,38820,Linares,Ferrol,34,1639,132000,"Condor Bus",Cama,"{TV,Baño,Comida}"
539444,sameca@viajes.cl,56897,Gerona,"Alcalá de Guadaira",35,2365,118000,"Buses Nilahue",Cama,"{Comida,""Aire acondicionado"",Baño}"
539458,RebecaaragOIn@viajes.cl,51865,Coslada,Ferrol,39,3377,70000,"Crucero del Norte",Cama,"{Calefacción,TV,Agua}"
539459,gocere@viajes.ceele,80300,Ferrol,"CIUDAD REAL!!!",42,2109,85000,"El Rápido Internacional",Cama,"{Calefacción,""Aire acondicionado"",TV}"
539504,mariana7382@viajes.cl,8307,Torremolinos,Manresa,34,165,50000,"Omnibus de México",Normal,"{Comida,""Aire acondicionado"",""Asientos reclinables""}"
539505,Sr.alonzo@viajes.cl,89995,Manresa,"San Cristróbal de la Laguna",49,2901,181000,Plusmar,Cama,"{Calefacción,Agua,TV}"
539520,sta.7226@viajes.cl,1527,"Pozuelo de Alarcón",Ferrol,33,1880,175000,"Buses Ahumada",Cama,"{""Asientos reclinables"",Calefacción,Wifi}"
539525,anita9356@viajes.cl,20549,Vitoria,"El Prat de LLobregat",44,2628,133000,"Omnibus de México",Cama,"{Baño,Wifi,""Asientos reclinables""}"
539526,Sta.mata@viajes.cl,88474,"El Prat de LLobregat","Cerdañola del Vallés",32,2211,160000,"Primera Plus",Cama,"{""Aire acondicionado"",Calefacción,Baño}"
539528,joaquOAn3385@viajes.cl,53853,"Cerdañola del Vallés",Ferrol,45,568,89000,Turbus,Semi-cama,"{Wifi,""Asientos reclinables"",""Aire acondicionado""}"
539541,JosOolOIpez@viajes.ceele,26886,Palencia,"PALMA DE MALLORCA!!!",50,1594,58000,Turbus,Cama,"{Baño,Comida,""Aire acondicionado""}"
539569,Armandocovarrubias@viajes.cl,56916,Arrecife,PUERTOLLANO!!!,34,2496,192000,"Buses Romani",Cama,"{Agua,Baño,Comida}"
539575,srpemeol@viajes.cl,45018,Baracaldo,Tarrasa,41,2905,162000,Avanza,Cama,"{""Aire acondicionado"",Wifi,Agua}"
539576,clleci@viajes.cl,1480,Tarrasa,Vitoria,30,707,200000,Socibus,Cama,"{TV,Comida,Baño}"
539620,ercode@viajes.cl,59035,Paterna,"San Sebastían de los Reyes",31,2665,83000,BoltBus,Cama,"{""Asientos reclinables"",""Aire acondicionado"",Agua}"
539622,bemole@viajes.cl,33251,Estepona,MAJADAHONDA!!!,50,3255,126000,"Crucero del Norte",Cama,"{Calefacción,Agua,Baño}"
