correo,puntos,razon_descarte
sra.4315289@viajes.cl,,No es una persona válida o correo inválido
Timoteopizarro971@wass.com,0,No es una persona válida o correo inválido
luávmo199@outluc.com,3789,No es una persona válida o correo inválido
,0,No es una persona válida o correo inválido
leonor9281645@outluc.com,10448,No es una persona válida o correo inválido
luvade652@viajes.cl,,No es una persona válida o correo inválido
Samueltapia215@marmol.com,15452,No es una persona válida o correo inválido
mavidu706@marmol.com,6624,No es una persona válida o correo inválido
,0,No es una persona válida o correo inválido
arbáma992@marmol.com,4959,No es una persona válida o correo inválido
,21846,No es una persona válida o correo inválido
srvigave561@edubus.cal,,No es una persona válida o correo inválido
julio7400662@edubus.cal,1764,No es una persona válida o correo inválido
julio9229907@tourket.com,21688,No es una persona válida o correo inválido
Doroteaparedes749@edubus.cal,16467,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
ana8582626@outluc.com,13929,No es una persona válida o correo inválido
gameba476@marmol.com,20130,No es una persona válida o correo inválido
jubáor209@viajes.cl,,No es una persona válida o correo inválido
srmaeltrca573@viajes.cl,,No es una persona válida o correo inválido
sra.6950221@viajesanma.com,5487,No es una persona válida o correo inválido
malutelo499@tourket.com,,No es una persona válida o correo inválido
,528,No es una persona válida o correo inválido
Susanaayala828@outluc.com,,No es una persona válida o correo inválido
juheal336@tourket.com,4685,No es una persona válida o correo inválido
alejandro4663195@viajes.cl,,No es una persona válida o correo inválido
teeses724@marmol.com,49216,No es una persona válida o correo inválido
raúl1641784@viajesanma.com,2184,No es una persona válida o correo inválido
Jorgezavala800@edubus.cal,7620,No es una persona válida o correo inválido
,13165,No es una persona válida o correo inválido
sta.470932@tourket.com,1984,No es una persona válida o correo inválido
sra.6638835@outluc.com,696,No es una persona válida o correo inválido
octavio9566626@edubus.cal,4263,No es una persona válida o correo inválido
mavega737@viajes.cl,,No es una persona válida o correo inválido
sepeza140@viajes.cl,,No es una persona válida o correo inválido
francisca8404259@viajes.cl,,No es una persona válida o correo inválido
Virginiahernández425@viajes.cl,,No es una persona válida o correo inválido
miguel4891310@outluc.com,,No es una persona válida o correo inválido
,2364,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
sta.3506129@viajes.cl,,No es una persona válida o correo inválido
dolores6875267@viajes.cl,,No es una persona válida o correo inválido
roalmo387@wass.com,1279,No es una persona válida o correo inválido
tearde516@tourket.com,0,No es una persona válida o correo inválido
caridad8115247@viajes.cl,,No es una persona válida o correo inválido
marta879398@edubus.cal,0,No es una persona válida o correo inválido
rebeca7537746@edubus.cal,-11214,No es una persona válida o correo inválido
Miguelmejía168@viajesanma.com,0,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
Ernestogómez420@wass.com,15762,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
mario3257633@viajes.cl,,No es una persona válida o correo inválido
ana8305224@wass.com,11229,No es una persona válida o correo inválido
Horaciolucio884@viajes.cl,,No es una persona válida o correo inválido
ignacio6475273@tourket.com,9003,No es una persona válida o correo inválido
martín3174682@marmol.com,0,No es una persona válida o correo inválido
,0,No es una persona válida o correo inválido
toolac769@viajes.cl,,No es una persona válida o correo inválido
sta.3684397@tourket.com,0,No es una persona válida o correo inválido
dapicó253@viajes.cl,,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
jucaalca382@edubus.cal,,No es una persona válida o correo inválido
srigmoad631@viajes.cl,,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
sra.8417190@outluc.com,,No es una persona válida o correo inválido
cotobe132@viajes.cl,,No es una persona válida o correo inválido
sr.6894983@wass.com,10617,No es una persona válida o correo inválido
sr.9476539@wass.com,9427,No es una persona válida o correo inválido
bemega791@edubus.cal,4447,No es una persona válida o correo inválido
sovabr481@outluc.com,0,No es una persona válida o correo inválido
hocetr835@edubus.cal,8084,No es una persona válida o correo inválido
lirolo275@viajes.cl,,No es una persona válida o correo inválido
mózaco269@viajes.cl,,No es una persona válida o correo inválido
hovabr947@viajesanma.com,5710,No es una persona válida o correo inválido
stmasági140@tourket.com,260,No es una persona válida o correo inválido
maría9409503@viajes.cl,,No es una persona válida o correo inválido
Silviaserrano929@tourket.com,4056,No es una persona válida o correo inválido
,0,No es una persona válida o correo inválido
,10194,No es una persona válida o correo inválido
maelmuve231@tourket.com,22947,No es una persona válida o correo inválido
Manueldelapaz236@tourket.com,7140,No es una persona válida o correo inválido
jaime1141720@viajesanma.com,0,No es una persona válida o correo inválido
Josébenavides690@viajes.cl,,No es una persona válida o correo inválido
Cristinalaboy646@outluc.com,19753,No es una persona válida o correo inválido
federico3355300@viajes.cl,,No es una persona válida o correo inválido
joedreme607@edubus.cal,0,No es una persona válida o correo inválido
,1745,No es una persona válida o correo inválido
patricio9770249@outluc.com,0,No es una persona válida o correo inválido
Isabelconcepción876@outluc.com,9503,No es una persona válida o correo inválido
sr.3587126@outluc.com,7407,No es una persona válida o correo inválido
sr.4067140@wass.com,1280,No es una persona válida o correo inválido
Javiermontemayor730@wass.com,252,No es una persona válida o correo inválido
josefina7589382@outluc.com,10602,No es una persona válida o correo inválido
Sra.escamilla417@viajes.cl,,No es una persona válida o correo inválido
Sergiolira940@edubus.cal,6822,No es una persona válida o correo inválido
Sr.agosto264@tourket.com,0,No es una persona válida o correo inválido
Joséterán661@wass.com,9315,No es una persona válida o correo inválido
,0,No es una persona válida o correo inválido
sr.9870982@marmol.com,4140,No es una persona válida o correo inválido
Sra.márquez754@viajesanma.com,6998,No es una persona válida o correo inválido
mihupé966@outluc.com,0,No es una persona válida o correo inválido
,9978,No es una persona válida o correo inválido
lucabo108@viajes.cl,,No es una persona válida o correo inválido
alfees578@edubus.cal,4408,No es una persona válida o correo inválido
,0,No es una persona válida o correo inválido
gloria5815519@marmol.com,168,No es una persona válida o correo inválido
Rosaliachavarría168@edubus.cal,1400,No es una persona válida o correo inválido
josé9370717@wass.com,1330,No es una persona válida o correo inválido
lulosa466@viajes.cl,,No es una persona válida o correo inválido
macoro736@viajesanma.com,1316,No es una persona válida o correo inválido
luis268670@tourket.com,0,No es una persona válida o correo inválido
agustín2795217@wass.com,-749,No es una persona válida o correo inválido
srgusaga958@wass.com,0,No es una persona válida o correo inválido
huciap119@viajes.cl,,No es una persona válida o correo inválido
alveca156@viajes.cl,,No es una persona válida o correo inválido
sthevées389@marmol.com,2833,No es una persona válida o correo inválido
stcrceca710@outluc.com,,No es una persona válida o correo inválido
Rosarioorta745@viajesanma.com,7785,No es una persona válida o correo inválido
,3110,No es una persona válida o correo inválido
Luisaraña167@viajes.cl,,No es una persona válida o correo inválido
toquma393@viajes.cl,,No es una persona válida o correo inválido
Migueladorno451@viajes.cl,,No es una persona válida o correo inválido
Mateonazario243@viajesanma.com,0,No es una persona válida o correo inválido
Sra.saldivar953@edubus.cal,6508,No es una persona válida o correo inválido
aldeon941@viajesanma.com,540,No es una persona válida o correo inválido
srpareul537@tourket.com,23773,No es una persona válida o correo inválido
sr.6042178@viajesanma.com,23511,No es una persona válida o correo inválido
luis8199500@viajes.cl,,No es una persona válida o correo inválido
mateo688995@wass.com,36082,No es una persona válida o correo inválido
Martíncaldera669@viajesanma.com,5990,No es una persona válida o correo inválido
crtobr476@viajesanma.com,,No es una persona válida o correo inválido
rodrigo2514991@viajesanma.com,6242,No es una persona válida o correo inválido
Pilarmata943@tourket.com,1280,No es una persona válida o correo inválido
Lourdesmelgar597@tourket.com,26939,No es una persona válida o correo inválido
,0,No es una persona válida o correo inválido
ricardo4506845@outluc.com,,No es una persona válida o correo inválido
marisol6249480@edubus.cal,,No es una persona válida o correo inválido
racagu473@viajesanma.com,10006,No es una persona válida o correo inválido
Arturovillanueva191@viajesanma.com,13450,No es una persona válida o correo inválido
yorope256@marmol.com,3565,No es una persona válida o correo inválido
,0,No es una persona válida o correo inválido
,0,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
sra.867154@viajes.cl,,No es una persona válida o correo inválido
nosaes737@viajes.cl,,No es una persona válida o correo inválido
rosa3149719@viajes.cl,,No es una persona válida o correo inválido
fernando3957662@edubus.cal,7712,No es una persona válida o correo inválido
raúl2097473@marmol.com,0,No es una persona válida o correo inválido
