nombre,correo,contrasena,username,telefono_contacto,run,puntos,jornada,isapre,contrato,dv
Cristian Dueñas Lomeli,,bnL6dsBhS,cristian3157389,+56 2 3191 4304,9759640,16261,,,,9
Amalia Lara Portillo,,dGbfSVXyBsFR4,,+56 9 3573 9905,28154229,3515,,,,K
Óscar Bernal Bernal,Óscarbernal574@outluc.com,,ósbebe888,+56 9 8404 0438,22372829,507,,,,4
,Sta.abrego254@tourket.com,w3UhMLcWNKuP,sta.8079768,+56 9 8108 6891,27288178,0,,,,2
Sr. Micaela Núñez Mayorga,srminúma748@tourket.com,aQj2f9Yn4j,,,19181563,8456,,,,7
Esperanza Samaniego Santacruz,,yh6XxGf4,essasa135,+56 9 1451 7469,4971614,0,,,,1
Sr. Agustín Cisneros Alba,Sr.alba619@edubus.cal,,sragcial992,+56 9 9007 4532,22054129,0,,,,0
,srvimona836@edubus.cal,YxAm2Zjn,Sra.narváez687,+56 2 6268 8230,-23569377,19778,,,,1
Josefina Sáenz Fuentes,josáfu986@viajesanma.com,2arMaMjU7sMDwn,,+56 2 3723 9433,22288960,8235,,,,K
Lola Duarte Treviño,,IUjEbyT9HFz,lola2905158,+56 9 6937 6746,16844510,,Nocturno,Fonasa,Part time,5
,Benjamínávila884@marmol.com,QgACLgepF6RTy,Benjamínávila566,+56 9 2572 9451,6636414,14758,,,,3
Roberto Pagan Ledesma,ropale334@outluc.com,DR3lcKMeJ,Robertoledesma970,+56 2 7993 5398,,0,,,,
Raquel Cervantes Montañez,racemo452@viajesanma.com,,raquel9926909,+56 2 0223 6542,17668949,0,,,,8
Sra. Gerardo Sedillo Suárez,sra.7410924@tourket.com,,,+56 9 1800 0147,9362146,0,,,,8
Guillermo Medina Olivares,Guillermoolivares662@viajes.cl,,guillermo1402156,+56 2 3073 3692,20820300,,Nocturno,Banmédica,Part time,2
Gilberto Gurule Ramón,Gilbertoramón421@viajes.cl,3SaIsm2Xfvnka,Gilbertoramón825,,18148161,,Nocturno,Más vida,Part time,7
Sr. Sara Molina Otero,Sr.otero613@viajesanma.com,fE67QvJx5,,+56 2 8681 3223,26474556,4562,,,,K
Julia Gonzales Alarcón,julia8587147@marmol.com,93ztmnbKJPl5,jugoal246,+56 2 0344 3174,-24841458,24981,,,,8
Ester Granado Tejada,Estertejada762@wass.com,,ester793348,+56 9 7633 4868,27680609,1366,,,,2
,srbegrqu492@viajes.cl,,,+56 2 9173 7110,24734476,,Nocturno,,Full time,4
Elena Alfaro Montez,elalmo454@marmol.com,AlH3eFcpR3,,+56 2 0900 5041,26842368,10127,,,,0
Sra. Rafael Sisneros Meza,sra.8376490@edubus.cal,WfNyQHksnf16,srrasime561,+56 9 6501 3027,,0,,,,
Adriana Briones Arevalo,Adrianaarevalo161@viajes.cl,R4mcytna9CcoGM,Adrianaarevalo939,,13235396,,Diurno,Más vida,Part time,4
,Miguelaraña665@viajes.cl,8azMzB6CL,Miguelaraña564,+56 9 0865 6077,4490628,,Nocturno,Banmédica,Full time,7
Olivia Armas Hernández,Oliviahernández922@marmol.com,jH54P2jO1,,,,12610,,,,
Jerónimo Méndez Valdez,jerónimo8920662@marmol.com,QHEpPCS08,jeméva604,+56 9 8098 9902,,9424,,,,
,Bernardosaucedo591@viajesanma.com,vgSZ0Of6M,bernardo1800203,+56 9 3179 1526,5667463,14447,,,,2
,,Ik0VAF5iRj0n,sta.6166392,+56 2 2125 0618,-23814228,,,,,8
,Claudioescobedo824@viajes.cl,o0r18RvEaMkwB,claudio2045477,+56 2 3044 8173,20893547,,,Más vida,Full time,K
Patricio Duran Alemán,patricio8682387@viajesanma.com,,patricio7333167,+56 9 9628 2494,,2684,,,,
Estela Bétancourt Ocasio,estela7481310@wass.com,,esbéoc821,+56 2 6416 5940,2614111,0,,,,7
Andrés Padrón Garay,Andrésgaray900@outluc.com,cdCMCtknPNA87S,anpaga444,+56 2 2815 1942,-7167302,5310,,,,2
Esperanza Serrano Segura,,e7qY4BcHDF,esperanza6822786,+56 2 0197 0628,2045148,8862,,,,3
,Sta.gaytán617@wass.com,D7VdsPNorI59sw3i,stpamoga387,+56 9 9062 6597,24343495,0,,,,5
Mariano Saavedra Ocampo,mariano1333835@edubus.cal,xLxJ9z4l7YE9iFE,masaoc969,+56 2 6249 0653,-22006616,12392,,,,9
,bernardo1750413@wass.com,QqESvaNFVT7jve,Bernardoquezada975,+56 2 0482 0204,,0,,,,
Sancho Méndez Bétancourt,Sanchobétancourt392@viajes.cl,5hjmIDKFoLR8NcpY,samébé268,+56 9 1681 2222,-1615010,,Nocturno,Fonasa,Part time,K
Mario Rodrígez Alarcón,,THodABpH7,mario8808698,+56 2 7273 5908,6520483,1722,,,,5
Victoria Lucero Mojica,,IJFVtXRR7,Victoriamojica304,+56 2 2386 6122,,,Diurno,Banmédica,Full time,
María Teresa Meza Marroquín,maría4547699@viajes.cl,,matemema181,+56 9 3165 9508,26844173,,Diurno,Más vida,Full time,5
Lucas Saldaña Berríos,lucas1311591@wass.com,5lGQYGnEdl6i5RR1,lucas2646303,+56 2 5865 0952,-8676962,0,,,,K
Pedro Vergara Pacheco,pedro5542744@outluc.com,,pevepa901,+56 2 0938 5646,21964376,19455,,,,4
Óscar Rodríguez Gurule,ósrogu582@wass.com,d6ctOErC6LNNKjum,,+56 9 9517 8372,4417429,6963,,,,4
Rosario Rivas Márquez,,fGbHv4j55oQ,rorimá732,+56 2 9208 9286,217104,194,,,,K
Mayte Baca Heredia,mabahe502@viajes.cl,,mabahe323,+56 9 0047 2204,10319517,,Nocturno,Colmena,Part time,9
Laura Chapa Carrera,,qih6dT1Phs,laura1911935,,11174923,1888,,,,K
,sra.2169684@marmol.com,zLBQb9csBCoS4,sra.5404657,+56 2 3197 2353,6035455,8315,,,,3
,maocpa190@marmol.com,4kkNKuh16Lr,marilu8411466,+56 9 1583 8986,21580254,14024,,,,K
Maricarmen Madrid Adorno,maricarmen6707206@tourket.com,,mamaad123,+56 2 7668 4125,3906778,4109,,,,1
Óscar Razo Rendón,Óscarrendón475@wass.com,jxKELC7xuV,ósrare846,+56 9 0323 9737,-20263172,8818,,,,K
Lola Zavala Olivares,lola114224@tourket.com,,,+56 9 0468 2275,24433055,17080,,,,K
Ramón Zepeda Leiva,razele975@viajesanma.com,,ramón7921651,+56 2 4533 2544,27196548,14350,,,,6
Rodrigo Patiño Zavala,rodrigo6562850@edubus.cal,LcloQtf8vJpWS9,ropaza835,+56 9 3597 8479,,1996,,,,
Jorge Luis Rodrígez Padilla,jorge5319487@wass.com,F4VbXmrAFZ4lx,Jorgepadilla802,+56 9 3272 8763,-17555550,7979,,,,1
Cristobal Flores Lozano,crfllo203@edubus.cal,,crfllo549,+56 9 4837 6314,8242596,0,,,,9
Jorge Maya Mejía,Jorgemejía520@viajesanma.com,pDyOGoBue447j,,+56 9 7115 6072,10067956,0,,,,6
Sra. Alfonso Reyna Arreola,,7yjljlHVDV,sralrear873,+56 2 3399 0674,26623356,7363,,,,6
,ángela1550142@viajesanma.com,LWsim4uvmDHW8,ángela3580666,+56 2 0044 3406,,3688,,,,
Anita Santillán Báez,anita8313808@viajesanma.com,Ixabw2TvJdhxCW,Anitabáez259,,3516910,0,,,,5
Sra. Víctor Bonilla Aranda,srvíboar581@outluc.com,eMYeSGOvnNb6I,,+56 2 9949 5524,18561599,0,,,,5
Sofia Sanches Leyva,sosale179@tourket.com,,sofia9178530,+56 9 4532 8462,10795643,6840,,,,3
,sr.9973688@outluc.com,TQqnXge2Fd0Bl4f,,,11171374,4938,,,,K
Mónica Torres Rosas,mótoro439@viajes.cl,byzDlEkrIf8cxA,,+56 2 0902 2487,7936627,,Nocturno,Consalud,Part time,7
Patricia Zepeda Arellano,pazear936@edubus.cal,d2xltI8MhYxYW8uz,,+56 9 3550 4217,25683520,0,,,,7
Sr. David Zaragoza Ocasio,srdazaoc638@marmol.com,aIgmJe9uJdiW5ZA,srdazaoc473,+56 9 9628 4963,,0,,,,
,caliqu485@edubus.cal,67MIFOAe4Dr,Carlosquiñónez964,+56 9 8538 4936,23783530,6791,,,,1
Clemente Aponte Carvajal,Clementecarvajal245@viajesanma.com,,,+56 2 4043 1795,,3745,,,,
Claudio Otero Verdugo,claudio5165940@outluc.com,0ebyEEk7ps,claudio3759129,+56 2 8556 9697,,10260,,,,
Alfredo Baeza Laboy,Alfredolaboy963@viajes.cl,PUAiM2sTgds6,,,26159560,,Diurno,Más vida,Part time,5
,seadol713@viajesanma.com,a3pYncrfZ5Bff,seadol548,+56 2 2417 6715,14236872,14498,,,,2
Luis Espinal Jimínez,,UKJW3tw49eg,luesji180,+56 9 6460 4489,26919381,0,,,,6
Francisco Irizarry Pagan,,nJ05kT3FzjVEMS,francisco5154912,+56 9 0744 2439,7192534,,Diurno,Colmena,,K
María Eugenia Montero Armas,maría6558223@viajes.cl,cnO7d21tBtJX64p,,+56 2 9713 9770,9129958,,Diurno,Más vida,Full time,5
Germán Mejía Cortés,gemeco374@viajes.cl,,germán6109912,+56 2 2596 3382,-25439824,,Diurno,Fonasa,Full time,1
Sr. Adela Amaya Amaya,Sr.amaya148@marmol.com,jdq7YfSa62b49,sradamam811,+56 9 0501 4531,,3639,,,,
Lilia Calvillo Arce,licaar988@marmol.com,Cb18TpYFSWf,lilia991686,,13645955,0,,,,4
Manuel Aguilera Batista,maagba566@tourket.com,,manuel6593873,+56 9 9194 9293,21187787,0,,,,1
Cecilia Ceballos Melgar,Ceciliamelgar761@wass.com,KwWIBozET1jRA8Q,cecilia8082934,+56 2 1179 7588,-19404625,2068,,,,1
Sancho Tejeda Cervántez,satece760@wass.com,nogQeeGRuoq67b,,+56 9 6748 5321,,292,,,,
Sta. Julio César Bonilla Banda,sta.6716383@edubus.cal,Pfpna9C9X0,stjucéboba913,+56 9 7463 4017,,0,,,,
Sr. Cristina Castañeda Rael,Sr.rael240@viajesanma.com,5RANOo4vEpkbm2,,,13253043,0,,,,2
Esteban Miramontes Oquendo,esteban7685386@outluc.com,zNAC6lBkP082kSW,Estebanoquendo928,+56 2 0913 1738,-21855812,763,,,,7
Gloria Rodarte Marrero,gloria4507340@tourket.com,,,+56 9 3599 2503,10467428,16065,,,,3
Ángela Gaytán Matos,ángama975@viajes.cl,18fOvEFch,ángela8730591,+56 2 7220 3343,-2278312,,Diurno,Banmédica,Full time,2
Sta. Timoteo Barrientos Deleón,,9y3YQaxIKnoB7,sta.9532887,+56 9 8995 4016,19311922,,,,,0
Rosa Pantoja Peralta,ropape515@viajesanma.com,J4PWhVoXVCBN6Ogq,,+56 2 0583 8632,1051989,24899,,,,6
Cristobal Delao Huerta,cristobal4759218@marmol.com,,cristobal5759710,+56 9 0193 2644,17402412,1648,,,,K
,raqucr272@viajes.cl,n1Cql0Gx,raqucr780,+56 2 7690 8699,12700149,,Diurno,Más vida,Part time,9
Sta. Felipe Miranda Heredia,stfemihe492@viajes.cl,uG7EhdGn,stfemihe727,+56 2 9622 3539,,,Nocturno,Más vida,Full time,
Mario Reséndez Esparza,mario6545832@tourket.com,ypOCnmm7CI,mario8353353,+56 9 8944 0333,,0,,,,
Sr. Mayte Galván Cabrera,sr.9923211@tourket.com,yLpd4TmfwVZrviT,,+56 2 5886 8971,20946437,,,,,3
Joaquín Rivas Coronado,joaquín2939103@marmol.com,YimnJEhfG29Pv8r8,Joaquíncoronado386,+56 2 1557 0624,,0,,,,
Julio César Corona Montenegro,Juliomontenegro577@viajes.cl,FtQcWeNme0YZ,julio6852963,+56 9 4068 1793,,,Nocturno,Consalud,Full time,
Salvador Roldán Segovia,,2u3tnvtf9Mb,salvador5355927,+56 9 4114 8858,20140520,2030,,,,3
Isabel Castañeda Guerrero,iscagu257@outluc.com,bzuODGM4S6,isabel9260277,+56 2 6303 6711,,27425,,,,
María Soledad Serrato Vallejo,maría7425308@tourket.com,3OCi2GbLSyPJi7,masoseva545,+56 9 2806 1416,,0,,,,
Daniel Pacheco Elizondo,dapael281@outluc.com,i4a92YSV,Danielelizondo789,,23439955,5302,,,,1
,jaarad771@viajes.cl,zU4Mrve6ar81xB,jacobo3875515,+56 2 3934 1958,1168512,,Diurno,Consalud,,9
Lourdes Chapa Villagómez,Lourdesvillagómez232@tourket.com,akkM0ij7rWSeBsk0,lourdes5861154,+56 9 5797 1746,,5592,,,,
,adela1211424@viajesanma.com,QEGDrx9BXSh2hX3R,,+56 9 0533 6655,12895499,6931,,,,6
Luisa García Baeza,,AKc7WnV1obfI,Luisabaeza728,+56 9 8815 6033,9821315,,Nocturno,,Part time,5
Gerardo Ocasio González,,MUwQ76t1XgWR,gerardo7518664,+56 9 6917 1103,2002520,3005,,,,4
Sta. Sonia Gamez Carrasco,,BcKjQEXkdWX5j74g,Sta.carrasco699,+56 9 4248 5128,18588469,814,,,,4
Sta. Gonzalo Sánchez Chávez,Sta.chávez640@outluc.com,,Sta.chávez333,+56 2 3878 1482,9404831,558,,,,1
José Correa Águilar,josé6774317@viajes.cl,4xes1sU6LeQh22K,,+56 9 3634 6473,8729430,,Nocturno,Consalud,Part time,7
Eva Carrion Maya,,,,+56 9 7660 7329,,19600,,,,
Reina Yáñez Baeza,reyába475@edubus.cal,C0HrSQLRgwTV,,+56 2 7724 8168,-29083126,5270,,,,1
Ramiro Velásquez Ortiz,Ramiroortiz190@marmol.com,8P2qUEfUp6,Ramiroortiz982,+56 2 3163 6132,,0,,,,
María del Carmen Bermúdez Porras,maría3765432@marmol.com,,maría5104437,+56 2 9022 0412,23150064,2457,,,,2
María Cotto Olivo,macool186@tourket.com,,macool190,+56 9 2595 2766,20696577,16496,,,,0
Pedro Echevarría Malave,pedro2074273@wass.com,,peecma260,+56 9 3750 0943,16502023,6830,,,,5
Sta. Eduardo Delapaz Posada,,5Wbpjj9ttkU27rb,Sta.posada258,+56 2 1339 7289,19306980,,Diurno,Banmédica,Part time,0
José Luis Sedillo Pelayo,,xZrof4XvE1xeDAd6,jolusepe291,+56 2 9353 6616,26033478,,Diurno,Colmena,Full time,6
Sra. Dolores Tafoya Alemán,,OZBoK7xuj,Sra.alemán551,+56 2 9530 1060,21694751,4152,,,,7
Pedro Longoria Rodríguez,peloro658@viajes.cl,2bgZdFdlXfpxc,,+56 2 2759 5332,22476828,,Diurno,Banmédica,Full time,1
María Luisa Barraza Partida,malubapa813@viajes.cl,6W3qCt442D,malubapa409,+56 2 9314 9115,,,Diurno,Más vida,Full time,
Sta. Mariana Nava Valdés,Sta.valdés689@tourket.com,,stmanava579,+56 9 4853 0829,15832324,11052,,,,9
,Estelapadilla324@wass.com,IcbgE49w2N,esurpa565,+56 9 8317 8058,16017161,32955,,,,8
Sta. Laura Domínguez Delgadillo,Sta.delgadillo160@outluc.com,wMEklV2qi9EJwa,Sta.delgadillo723,+56 9 8001 5072,-11017298,4920,,,,2
Sra. Samuel Nava Peres,srsanape502@marmol.com,QNrVA4bwSVvKh,,+56 9 3699 8912,23605967,6228,,,,7
,srbeseta886@tourket.com,cWYXx7tyY,sra.8402818,,19676641,5722,,,,3
María Eugenia Jaimes Rodarte,Maríarodarte813@viajes.cl,,Maríarodarte640,+56 2 5993 9473,23628069,,Nocturno,Colmena,Full time,1
,juriro294@viajes.cl,YCU3ZMqJXJg,juana6575182,,22704469,,Nocturno,Colmena,Full time,1
Martín Espino Delgadillo,martín4667928@viajes.cl,5ekfIIU22YoD7n,martín9093405,,6107014,,Diurno,Fonasa,Part time,1
Alberto Posada Bañuelos,,yk4gIIH0Ky,Albertobañuelos220,+56 2 6082 4308,18887385,,,,,5
Leonor Villaseñor Zamora,leonor9058571@edubus.cal,,leviza661,+56 2 2386 4423,2147593,22290,,,,9
Daniel Padilla Ruiz,,4E4bncL4rMJiSsph,,+56 2 9568 6497,19301348,,Diurno,Colmena,Full time,1
Sr. Clemente Sáenz Mojica,srclsámo974@edubus.cal,Py9nx7D8Ev,Sr.mojica312,,13043269,360,,,,7
Sr. Joaquín Franco Méndez,,pmf5WWv2pddASe0,Sr.méndez357,+56 9 7082 5086,12631001,,Nocturno,Banmédica,Part time,3
Sr. Elisa Cano Terán,sr.2288636@tourket.com,apI2EfZA3fEF5lZe,,+56 2 4557 8983,11702378,4391,,,,8
Marilu Rocha Carvajal,Marilucarvajal616@viajes.cl,9pR7dBbUejGk4cL,Marilucarvajal912,,2862934,,Nocturno,Consalud,Full time,6
Daniela Guerrero Ávalos,daniela8731263@viajesanma.com,XMJxo38uoth430j,Danielaávalos172,+56 9 4203 7036,-25034605,12636,,,,0
Lourdes Urbina Puente,lourpu923@outluc.com,1JY37jsYWy8NP4wc,Lourdespuente767,+56 2 0720 7714,,16627,,,,
Marco Antonio Alcaraz Sisneros,marco6028412@viajesanma.com,cqR8rsGOhoeWN0t,maanalsi561,+56 2 5595 6602,,3160,,,,
Miguel Gallardo Canales,,8MfscC1LzPPvfMKf,migaca779,+56 9 5551 5750,11153802,2870,,,,6
Juana Gallardo Guardado,jugagu568@viajes.cl,8XuVR9ugkvZ,,+56 2 5874 1323,19866043,,Nocturno,Banmédica,Full time,4
Eva Bustamante Gallegos,eva9441686@viajesanma.com,C3zAL5ut7ijT1,,+56 2 5476 1530,1244782,9300,,,,5
Pedro Orozco Perales,pedro7959605@tourket.com,Z58eJcccx7hvw,peorpe490,,15283042,29890,,,,4
,sra.3787531@marmol.com,64druIWR,Sra.gonzález367,+56 2 5933 0301,18671517,4502,,,,9
Claudia Granados Mares,Claudiamares959@viajes.cl,X3Mt4Kzy,,+56 9 5272 2079,26862886,,Diurno,Banmédica,Full time,K
Agustín Alcántar Loya,agallo325@outluc.com,tYY4XI0hr6K,agallo540,+56 9 6388 9606,,0,,,,
Miguel Ángel Negrón Fonseca,Miguelfonseca151@viajes.cl,3yHHCowQd64xz8Y,miánnefo698,+56 2 7095 1206,,,Nocturno,Colmena,Part time,
Alejandra Quintanilla Adame,Alejandraadame618@viajes.cl,u60uAgGkAIt,alejandra3932144,+56 2 6833 5381,-2813685,,,Consalud,Full time,4
Cristobal Jáquez Flórez,cristobal7793541@viajes.cl,,cristobal877397,+56 9 4425 3026,16301702,,Nocturno,Fonasa,Part time,4
Adán Villarreal Arguello,adán8505112@wass.com,OBkOn5Czucm,,+56 2 9518 3057,21168735,3358,,,,5
,Sra.alcala888@outluc.com,,Sra.alcala756,+56 9 8258 7433,9102630,14253,,,,9
Guillermina Camarillo Fuentes,gucafu467@viajesanma.com,79LLprLrbb2YJ0,,+56 2 6817 9554,20381033,-2996,,,,4
Marco Antonio Vásquez Castro,marco742783@edubus.cal,T044BHvJpmlgJkY,maanváca222,,29306853,18538,,,,4
Lorenzo Briseño Ochoa,lorenzo6587692@edubus.cal,2PI1aozCtsObR,Lorenzoochoa661,+56 9 9894 8473,,0,,,,
Antonio Soto Treviño,antonio638296@tourket.com,n6aHrzE5eg7,,+56 2 2455 2758,-11471585,3130,,,,9
,srpideáv350@edubus.cal,3SY3h1CLBSe,sra.5614953,+56 9 0916 1703,17407708,10154,,,,8
María Gallardo Esquibel,,w5yuiOyj,maría5814170,+56 9 4314 2497,-16200619,5579,,,,3
José Emilio Peralta Bernal,josé4391822@outluc.com,,josé5056362,+56 2 7776 1418,,5562,,,,
Germán Casas Báez,germán3572901@viajesanma.com,,Germánbáez443,+56 2 9653 5982,10434491,667,,,,7
Sergio Villalpando Vergara,Sergiovergara410@tourket.com,tisBBM8ZaSthayp,,+56 2 1224 7903,25410515,1346,,,,5
,Estelasauceda957@viajes.cl,8a4Qo9d4wu,estela5035108,+56 9 9626 7897,24634078,,Diurno,Consalud,Full time,1
Ignacio Castellanos Marín,igcama698@outluc.com,5gYwxIeQ4irtl,,+56 9 6001 4014,4500940,37511,,,,8
Rosa Chacón Benítez,,ZzZw11aB,,+56 9 0248 3752,17075058,9199,,,,6
Timoteo Mora Arteaga,timoteo3232386@tourket.com,,timoar125,+56 9 1869 1735,17222873,5598,,,,9
Joaquín Fajardo Soliz,joaquín6062886@viajes.cl,qcN2E6Xxm,jofaso525,+56 9 2214 4295,-27083788,,Nocturno,Banmédica,Part time,3
Reina Jiménez Rodrígez,rejiro250@edubus.cal,LVXm5sgelxZ,rejiro849,,9266590,,,,,9
Marcela Carrillo Perea,macape258@viajesanma.com,MhUcCH5QN,Marcelaperea661,+56 2 1146 3181,,17949,,,,
,lehiqu538@viajes.cl,cK2rtjBACDq,leonor9673162,+56 9 7841 9789,28942252,,Nocturno,Consalud,Full time,8
Lourdes Peña Quintana,Lourdesquintana147@outluc.com,Cjw2ayGrr3124L,lourdes1885839,,18533173,0,,,,3
Roberto Leyva Pedraza,rolepe717@tourket.com,wl6jSoza0uAU,roberto3416537,+56 9 3443 8716,-13883870,-1688,,,,6
,leticia4877418@viajes.cl,dP8AvowNAA,Leticiaguardado218,+56 2 9476 5484,-8738811,,Nocturno,Más vida,,5
,mónica6343775@viajes.cl,,Mónicagil336,+56 9 6816 2156,29274918,,Diurno,Banmédica,Part time,K
Esperanza Nieves Sáenz,esperanza2453366@outluc.com,Wfw1KnV9N,esnisá988,,10221038,0,,,,7
Sta. Adán Sevilla Colón,Sta.colón864@viajesanma.com,4pnS8wisif08A,sta.6545987,,-23889445,0,,,,K
Olivia Montemayor Tirado,olivia2230537@wass.com,NVZCdUZ9m2DPhQtR,olmoti559,+56 9 0914 6515,,0,,,,
Alejandro Partida Barrientos,,qadcG41TkNdMcZX,Alejandrobarrientos167,+56 2 1123 8323,6718128,19512,,,,K
Alberto Ortega Ocasio,Albertoocasio669@viajes.cl,,aloroc923,+56 9 1606 8131,28682846,,Nocturno,Más vida,Part time,9
Claudia Montez Yáñez,clmoyá766@wass.com,77xJGjNi4lzZYP,claudia1847389,+56 9 2976 7999,,11382,,,,
Graciela Díaz Reynoso,graciela7587437@viajes.cl,w86yh0zg5ImhO3,Gracielareynoso459,+56 9 4109 5170,-26886875,,Diurno,Banmédica,Part time,5
Cristian Guevara Piña,cristian7289312@viajes.cl,wU1Dk0WWCf,,+56 9 1463 4798,10500009,,Nocturno,Más vida,Part time,K
Guadalupe González Arias,gugoar622@tourket.com,ZN2Q5ToC7eUugAjP,guadalupe2410684,+56 2 8159 3219,,174,,,,
Sra. Mayte Rendón Terrazas,srmarete198@viajes.cl,XIlDfHWMrKht1b,sra.4723214,+56 9 1592 2791,-21678316,,Diurno,Colmena,Part time,6
,cresca507@viajesanma.com,Av4b0AbS9,cresca171,+56 9 1356 6894,1887226,18195,,,,9
Berta Fernández León,Bertaleón826@edubus.cal,Iv4GiHhN6Mao,,+56 9 8541 9519,22765198,16733,,,,9
,Jerónimolara380@viajes.cl,MNvm7cbp,Jerónimolara494,+56 2 2129 3955,26737871,,Diurno,Consalud,Full time,1
Daniela Arriaga Zapata,daniela4674958@wass.com,,Danielazapata543,+56 2 1855 9559,6918861,19620,,,,3
Leticia Arevalo Peña,Leticiapeña778@viajes.cl,Vx0oes8CJy,,,17410106,,Diurno,,Part time,K
Luisa Galarza Briones,Luisabriones835@wass.com,N5fcV0ey,,+56 2 9054 2562,11904164,0,,,,3
Lola Martínez Ávalos,lomaáv687@viajes.cl,,lola2711893,+56 2 1415 7305,18250359,,Nocturno,Banmédica,Full time,2
Jorge Luis Tapia Ordóñez,jorge8870623@viajes.cl,pQjwrKmLBGe95Lb,Jorgeordóñez318,,3691539,,Nocturno,Fonasa,Part time,0
Marta Gálvez Quintanilla,,,magáqu633,+56 2 9577 8044,21475660,1125,,,,9
Sta. Ernesto Banda Navarro,sterbana150@viajes.cl,9Q6Si1IIibXpY,sterbana771,+56 2 4760 9656,,,Diurno,Consalud,Part time,
Teodoro Ulibarri Delrío,teulde801@tourket.com,2KqOqEAN5bHIAYq,,+56 9 1028 7967,4873368,2318,,,,9
María Cristina Carbajal Preciado,Maríapreciado433@viajes.cl,yRFNh5t10qnAT50,,,28417738,,Nocturno,Fonasa,Full time,K
Samuel Alva Vaca,Samuelvaca104@outluc.com,Gz2YO8B1PIGB3I6h,,+56 2 8576 2090,10214920,8800,,,,3
Lorenzo Villaseñor Cepeda,lovice659@tourket.com,FaoKBESK1Eu,lorenzo3954197,,23423529,,,,,K
Joaquín Valverde Armenta,Joaquínarmenta932@edubus.cal,,jovaar707,+56 9 3674 1539,28643008,0,,,,2
Cristian Aguilera Benavídez,,7golvLfggR,cragbe733,+56 2 3873 5697,9002368,0,,,,3
Virginia Reséndez Orozco,vireor184@viajes.cl,X9iuJDkrb2s7hiH,vireor722,+56 9 0349 8011,,,Diurno,,Part time,
Isabela Matías Leyva,Isabelaleyva623@viajes.cl,ivTrkjMUeIVm9,,+56 2 4798 3671,,,Diurno,Fonasa,Full time,
Bernardo Díaz Cabrera,bedíca294@viajes.cl,JGQehVQIxVAa0,bedíca800,,15612745,,Diurno,Banmédica,Part time,0
Víctor Muñoz Naranjo,víctor2461824@viajesanma.com,35XNK5c4rKYpkm,vímuna936,,4131608,10342,,,,K
,Arturoparra110@viajes.cl,ChG8iDYVajSQ,arturo5356893,+56 2 4185 8746,23998248,,Diurno,Colmena,Part time,4
,Joaquíngirón813@marmol.com,VDme5SEoeR1,Joaquíngirón595,+56 2 8162 6448,11920503,5755,,,,4
Concepción Avilés Rendón,Concepciónrendón327@edubus.cal,vIeV5W1qY,,+56 2 0542 3168,13080315,5712,,,,6
Sta. Elsa Badillo Lugo,stelbalu988@viajes.cl,r0mHw8W1m6nu,sta.6297218,,12716555,,Nocturno,,Part time,6
María Mondragón Arteaga,maría2954882@viajesanma.com,jsWSAL7jpwuK5rb,,+56 2 2513 2186,26028744,3228,,,,3
Julio César Vaca Jaimes,Juliojaimes822@viajes.cl,MU77CyFX5,,+56 9 6588 4515,29633198,,Diurno,Banmédica,Full time,8
Tomás Matos Velásquez,tomás3757789@viajes.cl,gnG7Qo8JC,,+56 2 3319 2975,16303215,,Nocturno,Consalud,Full time,5
Ernesto Canales Matías,,,ercama473,+56 9 3044 1376,9486119,19295,,,,5
Sra. Lucas Cadena Alcántar,Sra.alcántar365@wass.com,MKE3FGfhCsyVb,srlucaal949,+56 2 9072 1375,,1823,,,,
Dolores Miranda Granados,,bbzmsGv739Tc,domigr102,+56 2 3728 6781,3602216,0,,,,7
,Aliciaportillo417@tourket.com,V9WxGedo3,altopo784,+56 9 3183 9495,20401287,0,,,,3
Daniel Báez Porras,daniel5330297@edubus.cal,5iToK8lQNLN,daniel9768885,+56 9 6868 1902,,537,,,,
Sr. Juan Barela Cabrera,Sr.cabrera350@viajes.cl,,Sr.cabrera117,+56 2 2952 9070,2485949,,Nocturno,,Full time,5
,eva406393@outluc.com,HVpl6fH2Pa,Evamesa373,,6708898,8911,,,,0
Jerónimo Trujillo Montemayor,jerónimo3557882@outluc.com,zduK0wcKCm,jetrmo919,+56 9 9013 1573,-15910537,6598,,,,7
,macrvaga962@viajes.cl,rr5jCbmy7pyU,,+56 2 1299 1288,3290363,,Nocturno,Más vida,Part time,0
,clesro149@viajes.cl,YA8Fp5ZzUYuYd,clemente9125782,+56 2 0674 3239,3827014,,Diurno,,Part time,1
Enrique Alemán Heredia,,purSjBHD11,enrique2517893,+56 9 2335 9926,6399554,0,,,,1
Ana Niño Miranda,Anamiranda688@outluc.com,0Co4D0bzL,ana7169526,,14679464,7674,,,,5
Ana María Flores Rascón,ana1756928@wass.com,Q6Gp6W6N,Anarascón603,+56 9 2799 8894,,0,,,,
Vicente Vargas Vargas,,Bvw01huhRBQOvQ,vivava798,+56 2 9435 4472,17491618,,Nocturno,Consalud,Part time,7
Sra. Horacio Montenegro Carvajal,Sra.carvajal935@outluc.com,2gohqRh52IT,Sra.carvajal110,+56 2 4682 4742,-29379173,2349,,,,2
Sra. Victoria Merino Flores,,b38Bc6SuN,Sra.flores417,+56 2 5124 6548,18557079,9037,,,,7
