nombre,run,dv,correo,nombre_usuario,contrasena,telefono_contacto,puntos,codigo_agenda,etiqueta,codigo_reserva,fecha,monto,cantidad_personas
"Berta Ureña Quezada",29161118,4,beurqu@@outluc.com,beurqu,ZAGATX6q3SdJXvvM,"+56 9 7962 9089",9549,65809,Vacaciones,538292,2025-02-02,1470000,7
"Berta Ureña Quezada",29.161.118,4,beurqu@outluc.com,beurqu,ZAGATX6q3SdJXvvM,"+56 9 7962 9089",9549,65809,Vacaciones,538293,2025-02-15,1344000,7
"Sta. Claudio Arias Franco",25657965,0,Sta.franco@@outluc.com,sta.3213,3VWy4H6H,"+56 2 3166 6172",1576,64505,"Salida con Familia",538333,2025-09-06,1376000,8
x,x,5,x,Armandourrutia,prCgkSekC3YxQ6Tf,+56-9-1896-2738,5050,x,Vacaciones,538339,2025-03-07,x,10
x,8.070.817,x,Liliaybarra@edubus.cal,x,U6hC0BvgZgBByY,+56-9-5622-0167,986,x,"Cena de Trabajo",x,2025-12-25,954000,6
x,26799737,3,x,ocgujá,8d7sMXciOYJ,+56-9-0686-8420,4184,69246,x,538358,2025-01-15,x,x
"Octavio Gutiérrez Jáquez",26.799.737,3,ocgujOe@outluc.com,ocgujá,8d7sMXciOYJ,"+56 9 0686 8420",4184,69246,Vacaciones,538363,2025/01/09,-322000,2
"Reina Henríquez Bravo",3745123,1,reina823@@edubus.cal,reina4870,AjOLnnf3maKOt,"+56 9 6645 5300",5134,67783,"Salida con Amigos",538375,2026-02-09,1600000,5
"Conchita López Mesa",8926908,3,conchita8452@@edubus.cal,conchita8220,3q6LBsyd,"+56 2 6544 4063",8740,65833,"Salida con Familia",538387,2026/03/22,114000,2
"Alicia Téllez Alarcón",10.175.820,6,alicia6563@outluc.com,alicia5376,39UksmeZMd3,"+56 2 9358 9048",1584,72217,"Salida con Familia",538388,2025-05-08,168000,2
"Jorge Arias Córdova",9.953.932,1,JorgecOIrdova@tourket.ceele,joarcó,Fxyal3KZnQGkU,+56-9-9022-3124,8021,65651,Aniversario,538408,2025-05-21,2205000,9
"Marilu Villaseñor Cazares",9.184.802,3,Marilucazares@marmol.com,Marilucazares,6PZPE3e4NN34YNLt,+56-2-9252-0858,6865,63031,"Salida con Amigos",538440,2025-01-23,-1350000,9
"Sr. Diana Blanco Zayas",2.109.380,7,Sr.zayas@wass.com,sr.7654,A80tZDUWiamWyw,"+56 9 7394 5176",3713,67187,"Salida con Familia",538468,2025-11-11,730000,5
"Benito Campos Ozuna",28.114.434,x,x,Benitoozuna,x,"+56 9 3455 7936",4229,66155,"Salida con Familia",538471,x,x,8
"Benito Campos Ozuna",28.114.434,0,benito5265@marmol.com,Benitoozuna,RhJJAr8UN,"+56 9 3455 7936",4229,66155,"Salida con Familia",538472,2026/06/19,696000,8
"Ángela Gaitán Ceballos",29.508.937,7,Oengace@wass.com,Ángelaceballos,x,x,x,68739,"Salida con Amigos",x,x,90000,3
"Miguel Ángel Cantú Gaona",3082985,9,miOencaga@@edubus.cal,Miguelgaona,1VHPIuovP4,+56-2-8631-8063,4022,71582,Aniversario,538488,2025/01/25,312000,3
"Andrea Mondragón Ybarra",9.180.431,0,Andreaybarra@wass.com,anmoyb,4UEy4aI4G8CW,"+56 9 1613 6055",3293,62256,"Cena de Trabajo",538491,2025-06-19,1800000,6
"Rosa Véliz Casares",23.494.414,2,Rosacasares@@viajesanma.com,rosa6733,N1FexT78,"+56 9 9684 1624",9639,70879,Vacaciones,538492,2025/08/27,-432000,4
"Miguel Ángel Pizarro Palomino",12.248.039,9,Miguelpalomino@tourket.com,miguel4186,nb3lPGA14RqFF,"+56 2 9758 4461",2672,70251,Aniversario,538502,2025-11-30,1088000,8
"Sofia Ontiveros Serrano",26.535.030,x,x,x,VOe2h8zmbWkdtwjt,"+56 9 0308 5420",x,65864,Aniversario,538506,2025-01-10,x,1
"Horacio Ocampo Salas",14.958.387,4,horacio8454@tourket.com,horacio8266,e9kutZBDWow,"+56 9 6333 8786",2725,71706,"Salida con Familia",538514,2025-01-10,1030000,5
"Teresa Olivera Rodríquez",341719,0,teresa5536@@edubus.cal,teolro,1TsqVwCLbui,"+56 2 7985 5252",7983,69624,"Salida con Familia",538521,2025-01-07,3861000,9
"Sta. Alicia Gonzales Segovia",5.091.947,1,stalgose@tourket.com,stalgose,dWfXU6xU7tDRSAV,"+56 9 1736 0286",3135,64476,"Salida con Amigos",538529,2025-03-17,620000,2
"Alejandra Pacheco Fajardo",x,x,alpafa@viajesanma.ceele,alejandra912,J8mnjcVZT2gxv,"+56 2 3887 5106",x,64470,x,538540,x,1737000,9
"María José Alanis Páez",28.340.525,7,MarOAapOeez@viajesanma.ceele,majoalpá,18eEKt0CgaIW,"+56 2 7176 3348",9978,64004,"Cena de Trabajo",538549,2025-03-09,-972000,9
"María José Alanis Páez",28.340.525,7,MarOAapOeez@viajesanma.com,majoalpá,18eEKt0CgaIW,"+56 2 7176 3348",9978,64004,"Cena de Trabajo",538556,2025/08/13,-765000,9
"Raquel Arteaga Trujillo",4.431.126,7,raquel1871@edubus.cal,raquel5983,lCwPXBH05w,"+56 2 8967 9371",6246,61441,Vacaciones,538560,2025-03-13,1169000,7
"Emilia Valadez Naranjo",5.440.878,1,emilia3275@marmol.com,emilia4327,SJHRyNQ4Y1x,+56-2-5591-7159,180,66834,Aniversario,538578,2025-03-22,3970000,10
"Blanca Soto Arce",17608820,6,blsoar@@wass.com,Blancaarce,89EhyVCbUi39,"+56 2 0354 2642",3088,68144,"Cena de Trabajo",538586,2025/04/17,308000,4
"Sr. Barbara Jasso Ledesma",7.471.817,5,Sr.ledesma@wass.com,Sr.ledesma,qtpb1qsMhBBC,"+56 2 7700 8097",7947,67229,Aniversario,538590,2025-06-10,1431000,9
"Pedro Bustos Soria",4.914.433,4,pedro8594@outluc.com,pebuso,AgdlssR694J7r3,"+56 2 4390 6311",2258,71350,Aniversario,538686,2025-01-31,939000,3
"Ángela Pérez Sandoval",3271988,x,x,x,1Lo2Y4lYLaiGJ,"+56 9 7922 5124",x,66747,Aniversario,538692,2025-01-11,x,7
"Caridad Villaseñor Porras",x,8,caridad9350@tourket.com,x,x,"+56 9 9108 2781",1666,64116,"Salida con Familia",x,2025/02/01,x,9
"Caridad Villaseñor Porras",25.988.829,8,x,caridad7543,x,+56-9-9108-2781,1666,x,"Salida con Familia",x,2025-01-05,630000,x
x,25712936,x,Nataliaacosta@viajesanma.com,x,qgvjOga0m9,"+56 9 4870 9630",8337,63255,Vacaciones,538734,x,x,7
"Luis Miguel Pedraza Madrid",x,8,Luismadrid@tourket.com,x,VY84EXPtPoUP7Snb,"+56 2 3042 1949",x,x,"Salida con Amigos",538772,2025-01-25,x,6
x,9757464,x,Ramirocarranza@outluc.ceele,raalca,x,+56-2-8591-9744,9466,x,x,538780,2026/01/13,810000,6
"María Luisa Ferrer Moya",1.339.895,0,malufemo@edubus.cal,Maríamoya,5KpX72ieDPBU,"+56 9 2189 8335",7794,65361,"Cena de Trabajo",538797,2025-04-30,628000,4
"Rubén Montero Santillán",x,5,rubOon4102@edubus.cal,rubén244,x,"+56 2 2810 4879",x,72143,x,x,2025-02-15,1472000,8
"Guadalupe Angulo Morales",4785409,1,guadalupe1796@@tourket.com,Guadalupemorales,sGRmv1gn,+56-9-7767-7954,2298,67947,Vacaciones,538818,2025-10-13,-276000,2
"Gilberto Sisneros Apodaca",26.660.800,4,gilberto7472@viajesanma.ceele,gilberto8913,EKAcDfz3s4nku,"+56 9 5913 2589",2497,63879,Aniversario,538845,2025-04-26,432000,4
"Gilberto Sisneros Apodaca",26.660.800,4,gilberto7472@viajesanma.com,gilberto8913,EKAcDfz3s4nku,"+56 9 5913 2589",2497,63879,Aniversario,538846,2025-03-26,572000,4
"Micaela Véliz Rubio",13.687.070,0,mivOoru@wass.com,micaela8908,17kJaBuiEW2n4B2N,+56-2-3966-0673,7209,67322,Vacaciones,538847,2025-03-15,1360000,10
"Sra. Guillermina Maldonado Corral",25584204,8,Sra.corral@@viajesanma.com,sra.5759,cvRH23C9re88fCWD,"+56 9 4154 3134",7622,62261,Aniversario,538860,2025-01-22,828000,6
"Raúl Garibay Escalante",24.214.172,5,raOUl5177@marmol.com,ragaes,sUJiG4aqnL,"+56 2 7722 5140",6380,63554,"Salida con Familia",538879,2025-04-27,550000,5
"Sta. Manuel Escobar Zaragoza",27.498.107,5,Sta.zaragoza@tourket.ceele,sta.600,qwXwBfZL4px,"+56 2 2759 5357",6782,62178,Vacaciones,538905,2026-08-09,-160000,1
"Berta Urías Ybarra",x,6,x,berta7108,x,"+56 2 5227 2619",9840,x,x,538919,2025-07-31,120000,2
"Berta Urías Ybarra",24.470.562,6,berta3261@tourket.com,berta7108,Mdj9SM7yqqJ0,+56-2-5227-2619,9840,71617,Aniversario,538924,2025-06-17,124000,2
"Roberto Delao Lovato",17545422,5,rodelo@@marmol.com,roberto4727,de3KY7eF8sBuR,+56-9-2808-4782,1422,66557,"Salida con Familia",538949,2025-04-16,320000,8
"Javier Almaraz Granado",11.667.546,3,jaalgr@edubus.cal,Javiergranado,9vyQyMh6bJx,"+56 2 5661 7834",3010,65195,Vacaciones,538962,2025-02-11,237000,3
"José Emilio Leyva Acuña",6.842.391,0,josOo7942@outluc.ceele,Joséacuña,aRRaVj64fvAHsaC7,+56-9-6167-6380,7415,67022,"Salida con Amigos",538972,2025-01-31,-756000,9
"Sra. Andrés Loya Enríquez",5.750.423,4,sra.1947@marmol.com,Sra.enríquez,bn9uMK09saIm4P,"+56 2 7512 6620",603,71329,"Salida con Familia",538975,2025-07-26,1148000,7
"Pilar Vega Cervantes",x,x,pivece@tourket.com,Pilarcervantes,HW9mlnyS,"+56 2 0056 6828",6884,67786,x,x,x,-120000,2
x,23225398,3,pivece@tourket.com,x,HW9mlnyS,"+56 2 0056 6828",6884,67786,Aniversario,x,x,144000,x
"Armando Ureña Vásquez",14570095,7,arurvOe@@edubus.cal,armando328,l6OFjL7JdGHTl0,"+56 2 3159 2120",8186,66788,Aniversario,538983,2026-03-20,2214000,9
"Nicolás Zamudio Sierra",24.966.462,6,nizasi@edubus.cal,Nicolássierra,kBRCET2aZhhLZ2,"+56 9 7351 8279",1092,61751,"Cena de Trabajo",538986,2025-09-26,1476000,9
"Luisa Marrero Aparicio",7443482,x,lumaap@tourket.com,Luisaaparicio,4FXAzjM1qvd,"+56 9 1266 8893",x,61868,x,539010,x,1035000,x
"Sta. Mayte Cabán Domínquez",x,x,sta.1668@marmol.com,x,IPKdT78HLC,"+56 9 3683 8717",x,69480,x,539016,2026/05/15,3006000,9
"Sr. Ramón Armenta Patiño",8.296.900,4,Sr.patiO�o@edubus.cal,sr.6482,n1wox487MFHX1chZ,"+56 9 8671 2150",4597,68904,"Cena de Trabajo",539018,2025-06-01,-3177000,9
"Sr. Ramón Armenta Patiño",8296900,4,Sr.patiO�o@@edubus.cal,sr.6482,n1wox487MFHX1chZ,"+56 9 8671 2150",4597,68904,"Cena de Trabajo",539019,2025-02-01,1260000,9
"Sr. Ramón Armenta Patiño",8296900,4,Sr.patiO�o@edubus.cal,sr.6482,n1wox487MFHX1chZ,+56-9-8671-2150,4597,68904,"Cena de Trabajo",539026,2025-03-25,1188000,9
"Manuel Ferrer Bustamante",24.065.988,3,mafebu@outluc.com,manuel2122,WTTOrUWw6L5rs,+56-2-2320-2855,6205,x,x,x,x,x,6
"María Cristina Alicea Paredes",4.538.448,9,MarOAaparedes@@tourket.com,macralpa,gk9FiP46cVt,"+56 2 9180 5909",6685,67297,"Cena de Trabajo",539049,2025-12-12,16000,1
"Soledad Fonseca Guillen",18.615.076,7,sofogu@viajesanma.com,soledad5790,zKVt4juoQcUa8,"+56 2 6446 4223",6199,61212,"Salida con Familia",539050,2026/03/05,-917000,7
"Estela Rivera Páez",5247018,8,EstelapOeez@@marmol.com,esripá,bjnjj0mUx,"+56 9 5996 1085",2130,65704,Vacaciones,539063,2025-01-29,918000,6
x,x,9,Sr.salas@@edubus.cal,x,OYvpeBo6A9,"+56 9 8318 6638",2433,x,Aniversario,539076,x,656000,8
"Alfonso Escamilla Gamboa",2278976,7,alfonso2350@@wass.com,alfonso4337,WcWjPkbuSYbj4BJV,"+56 2 8842 6809",372,64688,"Salida con Amigos",539079,2025/04/11,-150000,3
"Alfonso Escamilla Gamboa",2.278.976,7,alfonso2350@wass.com,alfonso4337,WcWjPkbuSYbj4BJV,"+56 2 8842 6809",372,64688,"Salida con Amigos",539082,2025/03/07,309000,3
"Luis Riojas Alanis",1.487.370,8,lurial@outluc.com,luis3095,lxlwOOnFf5HI,"+56 9 8333 8779",2490,64213,Vacaciones,539116,2025-03-18,-113000,1
"Gabriela León Camacho",431798,0,Gabrielacamacho@@edubus.cal,Gabrielacamacho,dOq4fDClx8,"+56 2 0780 6170",8598,69415,"Salida con Amigos",539138,2025-01-16,285000,3
"Gabriela León Camacho",431798,0,Gabrielacamacho@@edubus.cal,Gabrielacamacho,dOq4fDClx8,"+56 2 0780 6170",8598,69415,"Salida con Amigos",539152,2025/01/17,258000,3
"Isabel Alonzo Zambrano",10.228.588,3,isabel140@wass.com,isalza,Zi5CZkssokRt1,"+56 9 1663 6670",7544,67250,"Salida con Familia",539158,2025/09/24,168000,6
"Isabel Alonzo Zambrano",x,3,x,isalza,x,"+56 9 1663 6670",7544,67250,x,x,2025-07-06,-438000,6
"Sta. Gilberto Colón Pedroza",6.201.248,0,Sta.pedroza@wass.ceele,stgicope,Qob59cR3X7Xv13x1,"+56 9 8206 7568",1630,71210,"Salida con Familia",539170,2025-03-01,924000,6
"Manuel Delvalle Coronado",28.312.033,3,manuel607@tourket.com,madeco,UWrXdj4LYd,+56-9-3535-6194,6294,62565,"Salida con Amigos",539183,2025/03/25,216000,3
"Manuel Delvalle Coronado",x,3,x,madeco,x,x,6294,x,"Salida con Amigos",539190,2025-05-24,879000,3
"Esteban Armenta Delatorre",10.099.554,9,Estebandelatorre@marmol.com,esarde,JoPtXvn5Qw,"+56 2 2114 7524",8102,67684,"Salida con Familia",539191,2025-01-04,387000,9
"Gloria Deleón Castañeda",5287740,7,GloriacastaO�eda@wass.ceele,gldeca,Ye6vwJTaKF,"+56 2 9557 0667",5706,67002,"Salida con Amigos",539193,2025-11-30,-1092000,7
"Gloria Deleón Castañeda",5287740,7,GloriacastaO�eda@wass.com,gldeca,Ye6vwJTaKF,"+56 2 9557 0667",5706,67002,"Salida con Amigos",539194,2025-09-10,875000,7
"Gloria Deleón Castañeda",5287740,7,GloriacastaO�eda@wass.com,gldeca,Ye6vwJTaKF,"+56 2 9557 0667",5706,67002,"Salida con Amigos",539195,2025-06-21,-637000,7
"Rodrigo Ordóñez Zelaya",24.800.124,0,roorze@tourket.com,roorze,GrAxVcW4b5zB9mg,"+56 2 3978 9046",9424,62389,"Cena de Trabajo",539201,2025-01-03,166000,1
"Victoria Villagómez Granados",26526763,7,x,Victoriagranados,x,x,7941,64547,Vacaciones,539202,x,1440000,x
"Victoria Villagómez Granados",26.526.763,7,vivigr@viajesanma.com,Victoriagranados,I3tfC6PqW2MY,+56-9-3461-0837,7941,64547,Vacaciones,539216,2025-01-03,760000,8
"Juana Cardenas Narváez",13.043.350,2,jucana@wass.com,juana9236,VCTBTeg1,"+56 9 5958 4891",988,62379,"Cena de Trabajo",539245,2025-04-28,1092000,7
"Gustavo Figueroa Acevedo",x,7,x,Gustavoacevedo,u3z2w8KaUGQOzOHI,"+56 9 3346 7836",3466,x,"Salida con Familia",x,x,1036000,4
"Alberto Caraballo Núñez",13.898.100,2,alcanOU@viajesanma.com,Albertonúñez,ZuhgbbxBh66D,"+56 9 2598 5974",9925,62385,Aniversario,539285,2025/09/06,-450000,5
"Mariano Segura Guzmán",22.678.086,6,mariano7686@wass.com,Marianoguzmán,rmeHmH8S4sk6X,"+56 2 2134 3169",9430,63563,Vacaciones,539287,2025-03-27,845000,5
"Andrés Roque Delatorre",28.956.674,0,andrOos5925@@outluc.com,andrés9052,AQITbFI0Dsb,"+56 2 4236 2620",7250,71000,Aniversario,539288,2025-08-02,-1253000,7
"Andrés Roque Delatorre",28.956.674,0,andrOos5925@outluc.com,andrés9052,AQITbFI0Dsb,"+56 2 4236 2620",7250,71000,Aniversario,539289,2025-01-02,161000,7
"Víctor Padrón Arriaga",18133855,5,VOActorarriaga@@wass.com,víctor4760,9R7cYTKaRI,+56-2-9695-8025,8803,65159,Vacaciones,539300,2025-05-25,595000,7
"Antonio Matías Baeza",26.372.432,1,Antoniobaeza@marmol.com,antonio6568,qDDwhYPujz7b,"+56 2 0517 2384",9999,68758,"Salida con Familia",539328,2025-01-05,456000,8
"Rosario Sáenz Bueno",x,x,Rosariobueno@edubus.cal,x,x,+56-9-5947-0198,9206,67792,"Salida con Amigos",539362,x,59000,1
"Rosario Sáenz Bueno",28490788,x,x,rosario9687,x,x,9206,67792,"Salida con Amigos",539366,2026-02-01,172000,x
"Alejandro Gaitán Piña",20167844,7,AlejandropiO�a@viajesanma.com,Alejandropiña,t5v8cfm7G9IObk,"+56 9 9065 1717",322,71624,"Cena de Trabajo",539367,2025-05-31,3016000,8
"Alejandro Gaitán Piña",20167844,7,AlejandropiO�a@@viajesanma.com,Alejandropiña,t5v8cfm7G9IObk,"+56 9 9065 1717",322,71624,"Cena de Trabajo",539374,2025-08-09,1152000,8
"Alejandro Gaitán Piña",20.167.844,7,AlejandropiO�a@@viajesanma.com,Alejandropiña,t5v8cfm7G9IObk,"+56 9 9065 1717",322,71624,"Cena de Trabajo",539375,2025-01-02,2744000,8
"Alberto Téllez Ureña",3349523,4,AlbertoureO�a@viajesanma.com,altéur,xA4NqATFdBKW,+56-9-0192-1183,2449,65766,"Cena de Trabajo",539377,2025/01/14,252000,4
x,5073743,8,alberto5629@wass.com,albaco,PuhR9YnewRq6,"+56 9 0357 3704",x,x,x,539398,x,1176000,8
"Elisa Carreón Rendón",28.977.099,2,ElisarendOIn@wass.com,elcare,Y0j878XERv,"+56 2 2946 6804",9176,70471,"Salida con Amigos",539406,2025-07-11,387000,3
"Carmen Grijalva Ulloa",23406569,6,Carmenulloa@@tourket.com,Carmenulloa,QW0ros5n7k,+56-2-2982-7140,8040,64983,Vacaciones,539437,2025-06-15,-1134000,9
"Lucia Arias Aparicio",6.306.073,9,lucia3599@viajesanma.com,Luciaaparicio,54C3cxuNVt0d,"+56 2 9491 2765",4466,70996,Aniversario,539442,2025-07-28,707000,7
"Marco Antonio Tejada Tijerina",x,4,maanteti@viajesanma.com,x,SU56xA8Y,"+56 2 2426 0496",3314,x,"Salida con Familia",x,x,1928000,8
"Manuela Ulloa Figueroa",x,4,x,maulfi,krkQWkM1JcaFP,"+56 9 3603 4075",x,69032,x,539511,2025-05-13,350000,x
"Marco Antonio Cortés Hernandes",6876582,0,Marcohernandes@@viajesanma.com,maancohe,8UJOaaiSkQ,"+56 9 6210 7944",9427,68525,Aniversario,539526,2025-01-25,640000,4
"Marco Antonio Cortés Hernandes",6876582,0,Marcohernandes@@viajesanma.com,maancohe,8UJOaaiSkQ,"+56 9 6210 7944",9427,68525,Aniversario,539528,2025/01/09,356000,4
"Clemente Guevara Armenta",5137414,x,Clementearmenta@tourket.com,clemente726,PWE5AStWz,"+56 9 6259 0133",x,x,"Salida con Familia",x,2025/01/15,-390000,x
"Ana María Candelaria Borrego",21990734,x,x,x,M691dd1hZWoJ0,x,9181,66219,Aniversario,539531,2025-06-16,x,5
"Débora Hernández Cedillo",28197202,2,DOoboracedillo@@tourket.com,débora5983,n6fBj2Q4PjM9M2W,"+56 2 3141 0986",4836,66430,"Salida con Amigos",539555,2026/01/22,384000,3
"Juan Roldán Chávez",9088513,x,juroch@@edubus.cal,juroch,KL5Ohy3cmXYyf7,x,x,63979,"Salida con Amigos",539567,x,968000,x
"Sra. Margarita Duran Heredia",16.720.064,8,sra.8173@tourket.com,srmaduhe,Bgy1yNeJnCUoY,"+56 2 7492 7002",2270,63056,Aniversario,539578,2025-04-17,1352000,8
"Lucas Candelaria Meléndez",5.739.851,5,lucame@viajesanma.com,lucas3786,s7dD93LJzC1B,"+56 9 7787 4530",6372,72249,Aniversario,539585,2025-09-22,69000,1
"Lucas Candelaria Meléndez",5739851,5,lucame@@viajesanma.com,lucas3786,s7dD93LJzC1B,"+56 9 7787 4530",6372,72249,Aniversario,539586,2025-02-24,97000,1
"Pablo Rascón Ocampo",28480255,1,Pabloocampo@@edubus.cal,pablo332,JPdGv06bdQOAT,+56-2-7413-6036,617,64519,"Salida con Familia",539591,2025/09/02,2849000,7
"Sta. Reina Banda Nevárez",19.432.369,7,sta.7942@viajesanma.com,sta.8613,cltYCOHZN3qrntx0,"+56 2 8313 9890",9544,63528,"Salida con Amigos",539612,2025-03-11,460000,5
x,x,x,sta.7942@viajesanma.com,sta.8613,x,+56-2-8313-9890,9544,63528,"Salida con Amigos",539614,2025/02/23,1015000,x
x,17742346,x,luecor@edubus.cal,Luisaortega,sl54741qS8V,x,x,68182,"Salida con Amigos",539618,2025-02-23,x,10
"Leonor Robles Ordóñez",12127986,0,LeonorordOIO�ez@marmol.com,leroor,6D8HFkoHc,"+56 9 7648 4584",7542,65955,"Cena de Trabajo",539620,2025-02-13,581000,7
"Eduardo García Carrera",7.294.951,0,edgaca@edubus.cal,edgaca,r3a0jHFrUdj,"+56 2 4483 1121",8271,66029,Vacaciones,539624,2025-03-06,750000,10
"David Valadez Fajardo",20.559.665,8,davafa@wass.com,davafa,PVZOacoGu9v75IT,"+56 9 5488 5140",7837,65541,Vacaciones,539625,2025/07/13,-56000,8
"Cristian Prieto Ochoa",1830032,0,crproc@@edubus.cal,cristian2000,s1iUdvyI8WnuA,"+56 9 0432 0655",3386,62238,Vacaciones,539627,2026-06-19,432000,3
"Clemente Regalado Rojo",28.205.408,6,clemente2295@marmol.com,clrero,6ja61zQxpUaLYdjn,"+56 9 6769 1478",3920,64593,"Salida con Familia",539634,2025/01/13,-430000,5
"Clara Jaime Segura",29.314.616,0,clara7485@wass.com,clara9966,coTkOdTVwC5k,+56-9-1903-5165,3879,67627,Aniversario,539653,2026/01/12,-864000,9
"Gregorio Lucero Madrigal",3720799,3,grluma@@viajesanma.com,grluma,2aSviFzc4yB,"+56 2 5946 0510",2005,66604,"Salida con Familia",539668,2025/02/20,-1548000,9
"Sra. Blanca Gamez Corrales",21154780,4,srblgaco@@outluc.com,Sra.corrales,AnDv7zOTb09GF,"+56 9 3520 3100",4422,67423,Vacaciones,539669,2025-02-03,-4149000,9
"Nicolás Banda Zavala",29.714.278,0,nicolOes8822@marmol.ceele,nibaza,1rEDl3fDhkR,"+56 9 4537 6447",2709,61841,"Cena de Trabajo",539704,2025-12-06,179000,1
x,14.103.075,x,Sr.matos@marmol.com,x,x,+56-9-1911-1841,2561,65694,x,539710,2026-04-26,1270000,10
"Adán Soliz Carreón",28.208.726,0,adOen3146@edubus.cal,adán2169,zqKD5H3o,"+56 2 0296 5916",7802,63025,"Salida con Familia",539747,2025/01/19,2340000,5
"Sr. Andrés Espinoza Ortega",9634053,2,x,Sr.ortega,x,x,7768,64192,Vacaciones,x,2026/01/24,x,1
"Sancho Botello Anguiano",13.741.050,8,Sanchoanguiano@tourket.com,Sanchoanguiano,cpEZeE1v31O,"+56 2 3600 0549",8934,61515,"Cena de Trabajo",539733,2025-05-27,294000,3
"Adán Soliz Carreón",28208726,0,adOen3146@edubus.cal,x,zqKD5H3o,"+56 2 0296 5916",x,x,x,539742,2025-01-10,1200000,x
"María Cristina Alarcón Almanza",7.756.056,4,MarOAaalmanza@tourket.com,maría3313,whXVoH1ul,"+56 2 6864 6189",1555,70221,Aniversario,539768,2025-03-08,-1701000,7
"María Cristina Alarcón Almanza",7.756.056,4,MarOAaalmanza@tourket.com,maría3313,whXVoH1ul,+56-2-6864-6189,1555,70221,Aniversario,539769,2025/10/13,917000,7
"Julio César Padrón Dueñas",23356263,7,JuliodueO�as@tourket.com,julio2376,Qmwef8k9Q,"+56 9 6371 3623",6371,72100,Aniversario,539771,2025/06/09,258000,3
"Mariana Polanco Calderón",x,7,mapoca@tourket.com,x,x,x,3356,68505,x,539780,2025-01-01,1002000,6
"Victoria Leiva Burgos",23000889,2,Victoriaburgos@@marmol.com,victoria1261,ZTl9QBhxrdKBhzw,"+56 2 8728 0781",6315,61517,"Salida con Amigos",539816,2025-03-20,360000,9
"Jorge Collado Santiago",7.962.837,9,jocosa@edubus.ceele,jorge3369,t3inwZ37LJBG,"+56 9 5435 2146",9602,64204,Vacaciones,539823,2025-04-21,254000,2
"Claudia Lozada Yáñez",8.005.200,6,clloyOe@tourket.com,Claudiayáñez,QHdoSDorj3,"+56 9 9379 3069",9330,70220,"Salida con Amigos",539831,2025-04-03,399000,7
"Óscar Urías Luna",10.318.321,9,OIscar9047@@marmol.com,Óscarluna,eFA4T9E8ml,"+56 2 0563 7773",6120,65509,"Cena de Trabajo",539848,2025/06/24,2800000,10
"Josefina Benítez Segura",16.848.102,0,Josefinasegura@outluc.com,jobese,CE2Sjt5ygCu,"+56 2 8190 3742",5513,71328,"Salida con Amigos",539854,2025-09-26,-970000,10
"Julia Holguín Santiago",4.212.864,3,juhosa@outluc.com,juhosa,yYpHQHa1z6k,"+56 2 4828 3819",3338,68136,"Salida con Amigos",539886,2025-07-24,1450000,10
x,x,3,joluheba@outluc.com,Jorgebañuelos,P7tE7jvCL,"+56 2 8879 5405",8235,x,Vacaciones,539913,x,672000,x
"Jorge Luis Herrera Bañuelos",1.292.784,3,joluheba@outluc.com,Jorgebañuelos,P7tE7jvCL,+56-2-8879-5405,8235,71406,Vacaciones,539914,2025/06/07,456000,3
"Javier Hernández Armenta",22.939.253,0,javier1398@edubus.cal,javier5459,YNc9jsCEhs,"+56 9 2127 3600",1017,66986,"Salida con Amigos",539946,2025-04-18,-139000,1
"Manuel Ferrer Bustamante",24.065.988,3,mafebu@outluc.com,manuel2122,WTTOrUWw6L5rs,"+56 2 2320 2855",6205,61951,"Cena de Trabajo",539953,2025-02-24,1536000,8
"Antonia Quiroz Ponce",26.904.753,x,x,x,Cb6HRiCntmc,x,1038,63989,Vacaciones,539966,2025-09-15,1130000,x
"Julio César Delatorre Concepción",x,3,JulioconcepciOIn@marmol.ceele,x,x,"+56 9 3669 3206",302,x,Vacaciones,539969,x,288000,4
x,11592423,0,irene4228@edubus.cal,irfafl,x,+56-2-3857-8489,x,72072,"Salida con Familia",539975,2025-06-06,x,x
"Irene Farías Flores",11.592.423,0,irene4228@edubus.cal,irfafl,Of6UFPylc,+56-2-3857-8489,1419,72072,"Salida con Familia",539976,2025-02-08,2150000,10
"Maricarmen Mena Jaramillo",15981775,0,maricarmen7513@@viajesanma.com,maricarmen4064,cvwdSoBP4,"+56 2 7591 8741",8012,62108,"Salida con Amigos",539979,2025-01-11,3220000,10
"Ramona Cano Olivo",x,5,x,ramona6480,M9WzBRzxlSHDSBwG,x,1974,64960,Aniversario,x,x,729000,9
"Sta. Emilia Paz Sepúlveda",17.001.466,9,stempase@viajesanma.com,stempase,JQEHlq40eayu83U6,"+56 9 6354 8491",3611,69516,Vacaciones,540021,2025-04-14,1240000,10
x,17400795,x,Normarojo@tourket.ceele,nolero,GJ6lbiNV1A1ij18y,"+56 9 8450 7327",x,71721,"Cena de Trabajo",x,2025-01-16,426000,x
"Pedro Alicea Loya",x,5,x,Pedroloya,3IUjmxrUs6wk5,x,x,70020,Aniversario,x,2025-11-18,1590000,10
"Sr. Gregorio Gonzales Rojo",25083152,8,x,sr.7047,zxh5uaHYeRr,x,8589,x,x,540052,x,264000,2
"Norma Alaniz Rodrígez",18.749.256,4,NormarodrOAgez@outluc.ceele,Normarodrígez,TU8Djyvgl2Av8t7,"+56 2 4736 8294",2895,71776,Vacaciones,540054,2025-09-06,970000,5
